sample interval	    ECG	     BP	(C4-A1)	p (sum)
           5146	  0.005	 94.395	 -0.014	 -0.661
           5147	 -0.000	 92.930	 -0.015	 -0.684
           5148	  0.010	 91.046	 -0.014	 -0.681
           5149	  0.005	 89.372	 -0.015	 -0.688
           5150	  0.015	 87.279	 -0.016	 -0.697
           5151	 -0.000	 86.233	 -0.016	 -0.696
           5152	  0.015	 84.767	 -0.015	 -0.688
           5153	 -0.000	 82.884	 -0.016	 -0.686
           5154	 -0.000	 81.628	 -0.019	 -0.693
           5155	  0.020	 79.744	 -0.022	 -0.672
           5156	  0.010	 78.698	 -0.025	 -0.703
           5157	  0.025	 77.233	 -0.026	 -0.684
           5158	  0.010	 75.977	 -0.028	 -0.696
           5159	  0.030	 74.512	 -0.028	 -0.696
           5160	  0.005	 73.256	 -0.027	 -0.713
           5161	  0.035	 72.419	 -0.025	 -0.701
           5162	  0.015	 71.372	 -0.025	 -0.732
           5163	  0.020	 69.907	 -0.021	 -0.717
           5164	  0.035	 69.070	 -0.021	 -0.714
           5165	  0.020	 68.442	 -0.021	 -0.720
           5166	  0.025	 67.395	 -0.016	 -0.697
           5167	  0.025	 66.767	 -0.013	 -0.704
           5168	  0.040	 65.721	 -0.012	 -0.688
           5169	  0.020	 65.302	 -0.012	 -0.720
           5170	  0.040	 64.674	 -0.010	 -0.704
           5171	  0.020	 63.837	 -0.009	 -0.736
           5172	  0.040	 63.000	 -0.010	 -0.729
           5173	  0.040	 61.953	 -0.010	 -0.730
           5174	  0.035	 61.326	 -0.013	 -0.738
           5175	  0.040	 60.070	 -0.019	 -0.752
           5176	  0.055	 59.860	 -0.020	 -0.732
           5177	  0.065	 59.442	 -0.019	 -0.723
           5178	  0.055	 58.814	 -0.022	 -0.730
           5179	  0.050	 57.977	 -0.025	 -0.730
           5180	  0.050	 57.558	 -0.027	 -0.710
           5181	  0.040	 56.930	 -0.027	 -0.738
           5182	  0.045	 56.302	 -0.028	 -0.720
           5183	  0.050	 55.674	 -0.028	 -0.732
           5184	  0.055	 55.465	 -0.028	 -0.755
           5185	  0.050	 55.046	 -0.027	 -0.754
           5186	  0.050	 54.209	 -0.027	 -0.755
           5187	  0.050	 54.209	 -0.025	 -0.755
           5188	  0.050	 53.791	 -0.024	 -0.742
           5189	  0.050	 53.581	 -0.023	 -0.749
           5190	  0.060	 52.953	 -0.024	 -0.730
           5191	  0.050	 52.953	 -0.022	 -0.751
           5192	  0.045	 52.744	 -0.019	 -0.745
           5193	  0.050	 52.535	 -0.022	 -0.736
           5194	  0.060	 52.116	 -0.024	 -0.742
           5195	  0.065	 52.116	 -0.024	 -0.742
           5196	  0.040	 52.116	 -0.026	 -0.762
           5197	  0.040	 52.116	 -0.027	 -0.761
           5198	  0.050	 51.698	 -0.028	 -0.765
           5199	  0.055	 52.116	 -0.029	 -0.774
           5200	  0.040	 52.116	 -0.033	 -0.759
           5201	  0.055	 51.907	 -0.035	 -0.755
           5202	  0.045	 51.698	 -0.034	 -0.765
           5203	  0.050	 51.907	 -0.037	 -0.748
           5204	  0.050	 52.326	 -0.040	 -0.761
           5205	  0.060	 52.326	 -0.043	 -0.748
           5206	  0.060	 52.116	 -0.044	 -0.759
           5207	  0.070	 52.326	 -0.046	 -0.749
           5208	  0.070	 52.953	 -0.047	 -0.757
           5209	  0.070	 52.953	 -0.049	 -0.758
           5210	  0.060	 52.953	 -0.046	 -0.765
           5211	  0.075	 53.372	 -0.046	 -0.757
           5212	  0.075	 53.581	 -0.044	 -0.765
           5213	  0.075	 53.581	 -0.040	 -0.749
           5214	  0.075	 53.791	 -0.041	 -0.751
           5215	  0.080	 54.000	 -0.041	 -0.742
           5216	  0.065	 54.000	 -0.035	 -0.758
           5217	  0.075	 54.419	 -0.034	 -0.749
           5218	  0.080	 55.256	 -0.033	 -0.743
           5219	  0.080	 55.046	 -0.035	 -0.742
           5220	  0.080	 55.046	 -0.034	 -0.759
           5221	  0.070	 55.465	 -0.034	 -0.762
           5222	  0.065	 55.674	 -0.032	 -0.780
           5223	  0.070	 56.302	 -0.030	 -0.778
           5224	  0.080	 56.302	 -0.030	 -0.774
           5225	  0.075	 56.093	 -0.030	 -0.786
           5226	  0.080	 56.302	 -0.030	 -0.765
           5227	  0.080	 56.930	 -0.028	 -0.768
           5228	  0.095	 56.512	 -0.028	 -0.742
           5229	  0.095	 57.140	 -0.031	 -0.741
           5230	  0.095	 57.140	 -0.031	 -0.754
           5231	  0.080	 56.930	 -0.031	 -0.759
           5232	  0.100	 57.140	 -0.032	 -0.736
           5233	  0.090	 57.140	 -0.033	 -0.746
           5234	  0.090	 57.140	 -0.031	 -0.761
           5235	  0.090	 57.558	 -0.032	 -0.765
           5236	  0.080	 57.558	 -0.036	 -0.765
           5237	  0.095	 57.140	 -0.039	 -0.774
           5238	  0.100	 56.721	 -0.043	 -0.742
           5239	  0.100	 56.930	 -0.047	 -0.736
           5240	  0.090	 57.140	 -0.053	 -0.736
           5241	  0.100	 56.721	 -0.053	 -0.713
           5242	  0.095	 56.930	 -0.052	 -0.736
           5243	  0.120	 56.930	 -0.054	 -0.717
           5244	  0.115	 56.512	 -0.055	 -0.742
           5245	  0.115	 56.512	 -0.055	 -0.719
           5246	  0.095	 56.512	 -0.054	 -0.743
           5247	  0.120	 56.302	 -0.052	 -0.723
           5248	  0.120	 56.302	 -0.045	 -0.742
           5249	  0.120	 55.884	 -0.043	 -0.730
           5250	  0.125	 55.465	 -0.042	 -0.736
           5251	  0.145	 55.674	 -0.039	 -0.696
           5252	  0.135	 55.256	 -0.035	 -0.713
           5253	  0.140	 55.256	 -0.032	 -0.707
           5254	  0.125	 54.628	 -0.034	 -0.703
           5255	  0.135	 54.419	 -0.034	 -0.694
           5256	  0.130	 54.209	 -0.034	 -0.701
           5257	  0.110	 54.419	 -0.034	 -0.690
           5258	  0.095	 53.791	 -0.037	 -0.710
           5259	  0.110	 53.791	 -0.037	 -0.704
           5260	  0.110	 52.953	 -0.039	 -0.704
           5261	  0.080	 53.372	 -0.042	 -0.706
           5262	  0.080	 52.953	 -0.044	 -0.701
           5263	  0.085	 52.326	 -0.045	 -0.667
           5264	  0.080	 52.116	 -0.049	 -0.664
           5265	  0.060	 52.116	 -0.051	 -0.655
           5266	  0.045	 52.116	 -0.051	 -0.649
           5267	  0.060	 51.279	 -0.049	 -0.648
           5268	  0.075	 51.279	 -0.050	 -0.645
           5269	  0.060	 51.279	 -0.051	 -0.654
           5270	  0.060	 50.442	 -0.050	 -0.655
           5271	  0.060	 50.442	 -0.050	 -0.657
           5272	  0.060	 50.442	 -0.052	 -0.646
           5273	  0.060	 50.233	 -0.052	 -0.646
           5274	  0.050	 50.023	 -0.055	 -0.630
           5275	  0.065	 49.605	 -0.058	 -0.630
           5276	  0.075	 48.767	 -0.060	 -0.626
           5277	  0.055	 48.977	 -0.059	 -0.600
           5278	  0.070	 48.140	 -0.062	 -0.603
           5279	  0.055	 48.558	 -0.066	 -0.577
           5280	  0.075	 48.140	 -0.067	 -0.574
           5281	  0.070	 47.930	 -0.068	 -0.593
           5282	  0.080	 47.512	 -0.068	 -0.587
           5283	  0.120	 47.302	 -0.067	 -0.587
           5284	  0.160	 47.093	 -0.065	 -0.568
           5285	  0.240	 47.093	 -0.058	 -0.583
           5286	  0.355	 47.093	 -0.051	 -0.570
           5287	  0.545	 46.674	 -0.038	 -0.565
           5288	  0.735	 46.465	 -0.026	 -0.551
           5289	  0.860	 46.046	 -0.023	 -0.543
           5290	  0.860	 46.256	 -0.028	 -0.539
           5291	  0.620	 45.419	 -0.037	 -0.526
           5292	  0.240	 45.837	 -0.047	 -0.528
           5293	 -0.120	 46.046	 -0.060	 -0.522
           5294	 -0.320	 45.209	 -0.065	 -0.514
           5295	 -0.405	 44.581	 -0.065	 -0.504
           5296	 -0.310	 45.419	 -0.063	 -0.513
           5297	 -0.190	 44.581	 -0.059	 -0.499
           5298	 -0.100	 44.581	 -0.057	 -0.480
           5299	 -0.050	 44.581	 -0.055	 -0.484
           5300	 -0.020	 44.581	 -0.057	 -0.477
           5301	  0.035	 44.372	 -0.054	 -0.458
           5302	  0.050	 44.372	 -0.051	 -0.459
           5303	  0.080	 44.372	 -0.051	 -0.442
           5304	  0.075	 44.163	 -0.050	 -0.438
           5305	  0.075	 43.326	 -0.050	 -0.412
           5306	  0.070	 43.744	 -0.048	 -0.416
           5307	  0.080	 43.744	 -0.046	 -0.429
           5308	  0.085	 43.326	 -0.045	 -0.428
           5309	  0.080	 43.116	 -0.046	 -0.412
           5310	  0.085	 43.326	 -0.046	 -0.412
           5311	  0.095	 43.326	 -0.048	 -0.400
           5312	  0.085	 43.116	 -0.047	 -0.388
           5313	  0.100	 42.698	 -0.044	 -0.371
           5314	  0.095	 42.907	 -0.045	 -0.371
           5315	  0.100	 42.907	 -0.048	 -0.365
           5316	  0.100	 42.698	 -0.044	 -0.349
           5317	  0.100	 42.907	 -0.043	 -0.341
           5318	  0.110	 42.907	 -0.043	 -0.325
           5319	  0.105	 42.698	 -0.042	 -0.325
           5320	  0.105	 42.279	 -0.040	 -0.326
           5321	  0.095	 42.070	 -0.040	 -0.325
           5322	  0.100	 42.070	 -0.039	 -0.313
           5323	  0.115	 42.488	 -0.036	 -0.301
           5324	  0.110	 42.070	 -0.035	 -0.291
           5325	  0.125	 42.488	 -0.036	 -0.278
           5326	  0.120	 41.860	 -0.034	 -0.255
           5327	  0.120	 42.279	 -0.031	 -0.249
           5328	  0.130	 41.860	 -0.032	 -0.232
           5329	  0.130	 41.860	 -0.031	 -0.235
           5330	  0.140	 41.442	 -0.031	 -0.230
           5331	  0.140	 41.651	 -0.029	 -0.226
           5332	  0.140	 41.651	 -0.027	 -0.214
           5333	  0.150	 41.651	 -0.026	 -0.226
           5334	  0.155	 41.442	 -0.024	 -0.214
           5335	  0.160	 41.860	 -0.024	 -0.209
           5336	  0.165	 42.070	 -0.025	 -0.193
           5337	  0.160	 42.279	 -0.023	 -0.180
           5338	  0.180	 42.907	 -0.021	 -0.161
           5339	  0.170	 44.163	 -0.023	 -0.152
           5340	  0.170	 45.628	 -0.024	 -0.145
           5341	  0.190	 46.884	 -0.022	 -0.143
           5342	  0.195	 48.977	 -0.019	 -0.143
           5343	  0.195	 51.279	 -0.018	 -0.139
           5344	  0.210	 53.581	 -0.015	 -0.133
           5345	  0.210	 55.884	 -0.012	 -0.136
           5346	  0.205	 58.814	 -0.012	 -0.136
           5347	  0.205	 61.535	 -0.009	 -0.126
           5348	  0.225	 64.256	 -0.004	 -0.120
           5349	  0.220	 67.186	 -0.002	 -0.103
           5350	  0.220	 70.535	 -0.002	 -0.100
           5351	  0.220	 73.674	 -0.002	 -0.080
           5352	  0.220	 77.233	 -0.000	 -0.078
           5353	  0.220	 80.791	 -0.001	 -0.062
           5354	  0.220	 83.930	 -0.003	 -0.067
           5355	  0.220	 87.488	 -0.005	 -0.058
           5356	  0.210	 90.837	 -0.007	 -0.064
           5357	  0.200	 94.395	 -0.009	 -0.058
           5358	  0.190	 97.116	 -0.011	 -0.061
           5359	  0.185	 99.837	 -0.013	 -0.048
           5360	  0.180	102.349	 -0.016	 -0.048
           5361	  0.160	104.023	 -0.020	 -0.029
           5362	  0.155	105.488	 -0.021	 -0.017
           5363	  0.140	106.535	 -0.020	 -0.003
           5364	  0.120	107.163	 -0.019	  0.003
           5365	  0.105	107.372	 -0.019	  0.012
           5366	  0.090	107.372	 -0.015	  0.017
           5367	  0.080	106.953	 -0.008	  0.019
           5368	  0.065	106.535	 -0.005	  0.017
           5369	  0.055	105.698	 -0.000	  0.014
           5370	  0.040	104.233	  0.005	  0.016
           5371	  0.030	103.395	  0.008	  0.016
           5372	  0.025	101.721	  0.011	  0.029
           5373	  0.020	100.256	  0.014	  0.032
           5374	  0.010	 98.581	  0.016	  0.057
           5375	  0.005	 97.744	  0.014	  0.057
           5376	 -0.000	 95.233	  0.015	  0.075
           5377	  0.005	 93.977	  0.018	  0.075
           5378	 -0.005	 93.139	  0.018	  0.086
           5379	 -0.010	 91.256	  0.016	  0.080
           5380	 -0.010	 89.791	  0.014	  0.086
           5381	 -0.000	 88.116	  0.015	  0.081
           5382	 -0.010	 86.442	  0.014	  0.087
           5383	 -0.000	 84.977	  0.014	  0.080
           5384	 -0.010	 83.930	  0.012	  0.093
           5385	  0.010	 82.256	  0.011	  0.096
           5386	 -0.000	 81.209	  0.008	  0.120
           5387	 -0.000	 79.116	  0.012	  0.122
           5388	  0.010	 78.279	  0.014	  0.129
           5389	  0.010	 77.233	  0.016	  0.139
           5390	  0.015	 75.977	  0.014	  0.145
           5391	  0.010	 74.512	  0.019	  0.142
           5392	  0.020	 73.884	  0.023	  0.146
           5393	  0.030	 73.046	  0.024	  0.151
           5394	  0.025	 72.209	  0.029	  0.151
           5395	  0.030	 70.744	  0.032	  0.146
           5396	  0.020	 70.116	  0.033	  0.145
           5397	  0.020	 69.698	  0.039	  0.167
           5398	  0.025	 68.860	  0.044	  0.162
           5399	  0.020	 68.442	  0.045	  0.190
           5400	  0.020	 67.605	  0.045	  0.197
           5401	  0.030	 66.558	  0.044	  0.214
           5402	  0.040	 66.349	  0.047	  0.203
           5403	  0.040	 65.721	  0.044	  0.213
           5404	  0.030	 64.884	  0.043	  0.203
           5405	  0.040	 63.837	  0.039	  0.223
           5406	  0.040	 63.837	  0.037	  0.204
           5407	  0.045	 63.000	  0.034	  0.209
           5408	  0.040	 62.163	  0.032	  0.203
           5409	  0.035	 61.326	  0.030	  0.214
           5410	  0.040	 61.116	  0.028	  0.225
           5411	  0.035	 60.488	  0.026	  0.239
           5412	  0.045	 59.651	  0.028	  0.232
           5413	  0.040	 59.233	  0.029	  0.252
           5414	  0.040	 58.814	  0.028	  0.249
           5415	  0.040	 58.605	  0.025	  0.254
           5416	  0.035	 57.767	  0.028	  0.259
           5417	  0.050	 57.558	  0.030	  0.243
           5418	  0.040	 57.140	  0.030	  0.245
           5419	  0.050	 56.302	  0.034	  0.235
           5420	  0.055	 55.884	  0.036	  0.255
           5421	  0.050	 55.884	  0.037	  0.238
           5422	  0.045	 55.465	  0.036	  0.254
           5423	  0.045	 55.465	  0.038	  0.259
           5424	  0.050	 55.046	  0.036	  0.275
           5425	  0.040	 55.046	  0.032	  0.268
           5426	  0.045	 54.837	  0.028	  0.290
           5427	  0.040	 54.628	  0.027	  0.301
           5428	  0.055	 54.419	  0.022	  0.294
           5429	  0.040	 54.628	  0.016	  0.278
           5430	  0.050	 54.419	  0.011	  0.291
           5431	  0.045	 54.209	  0.007	  0.280
           5432	  0.060	 54.419	  0.004	  0.294
           5433	  0.050	 54.419	  0.001	  0.296
           5434	  0.050	 54.628	 -0.001	  0.296
           5435	  0.060	 54.837	 -0.003	  0.301
           5436	  0.045	 54.837	 -0.005	  0.313
           5437	  0.050	 54.837	 -0.002	  0.330
           5438	  0.065	 54.628	  0.002	  0.346
           5439	  0.060	 55.256	  0.003	  0.335
           5440	  0.055	 55.046	  0.004	  0.319
           5441	  0.070	 55.256	  0.009	  0.313
           5442	  0.070	 55.674	  0.013	  0.316
           5443	  0.075	 56.302	  0.013	  0.323
           5444	  0.075	 56.302	  0.014	  0.330
           5445	  0.070	 55.884	  0.014	  0.319
           5446	  0.065	 56.721	  0.012	  0.316
           5447	  0.075	 57.140	  0.011	  0.320
           5448	  0.065	 56.930	  0.010	  0.336
           5449	  0.080	 57.140	  0.007	  0.367
           5450	  0.075	 57.558	  0.000	  0.336
           5451	  0.085	 57.349	 -0.004	  0.364
           5452	  0.080	 57.558	 -0.005	  0.349
           5453	  0.080	 57.977	 -0.010	  0.354
           5454	  0.080	 58.186	 -0.013	  0.348
           5455	  0.080	 58.395	 -0.018	  0.345
           5456	  0.080	 58.605	 -0.021	  0.348
           5457	  0.080	 58.605	 -0.023	  0.336
           5458	  0.085	 58.814	 -0.025	  0.361
           5459	  0.085	 58.814	 -0.025	  0.346
           5460	  0.080	 58.814	 -0.026	  0.365
           5461	  0.080	 59.023	 -0.028	  0.388
           5462	  0.080	 59.023	 -0.030	  0.381
           5463	  0.095	 58.395	 -0.029	  0.388
           5464	  0.090	 58.814	 -0.034	  0.396
           5465	  0.100	 58.814	 -0.034	  0.384
           5466	  0.080	 58.186	 -0.030	  0.364
           5467	  0.095	 58.814	 -0.028	  0.365
           5468	  0.095	 58.395	 -0.027	  0.375
           5469	  0.090	 58.814	 -0.028	  0.343
           5470	  0.090	 57.977	 -0.027	  0.370
           5471	  0.085	 57.977	 -0.029	  0.354
           5472	  0.095	 57.977	 -0.025	  0.377
           5473	  0.090	 57.558	 -0.023	  0.378
           5474	  0.090	 57.558	 -0.023	  0.406
           5475	  0.090	 57.140	 -0.026	  0.388
           5476	  0.105	 57.140	 -0.028	  0.390
           5477	  0.105	 57.140	 -0.028	  0.381
           5478	  0.110	 56.512	 -0.031	  0.383
           5479	  0.120	 56.302	 -0.035	  0.383
           5480	  0.125	 56.302	 -0.039	  0.393
           5481	  0.110	 56.093	 -0.042	  0.380
           5482	  0.110	 55.465	 -0.045	  0.374
           5483	  0.125	 55.465	 -0.049	  0.362
           5484	  0.140	 55.465	 -0.052	  0.381
           5485	  0.145	 55.465	 -0.053	  0.393
           5486	  0.145	 54.628	 -0.057	  0.394
           5487	  0.155	 54.419	 -0.055	  0.394
           5488	  0.140	 53.581	 -0.051	  0.406
           5489	  0.125	 53.581	 -0.053	  0.412
           5490	  0.115	 53.791	 -0.053	  0.409
           5491	  0.120	 53.372	 -0.052	  0.409
           5492	  0.120	 52.326	 -0.049	  0.412
           5493	  0.110	 52.953	 -0.049	  0.410
           5494	  0.105	 52.744	 -0.045	  0.414
           5495	  0.110	 51.488	 -0.043	  0.412
           5496	  0.100	 51.698	 -0.042	  0.407
           5497	  0.100	 51.907	 -0.039	  0.426
           5498	  0.075	 51.488	 -0.036	  0.438
           5499	  0.075	 50.860	 -0.036	  0.454
           5500	  0.065	 50.860	 -0.039	  0.433
           5501	  0.070	 50.233	 -0.037	  0.448
           5502	  0.050	 50.442	 -0.034	  0.452
           5503	  0.070	 49.605	 -0.035	  0.441
           5504	  0.075	 49.814	 -0.034	  0.422
           5505	  0.075	 48.977	 -0.035	  0.432
           5506	  0.065	 48.767	 -0.034	  0.429
           5507	  0.070	 48.767	 -0.033	  0.441
           5508	  0.075	 48.558	 -0.032	  0.439
           5509	  0.080	 48.140	 -0.031	  0.446
           5510	  0.075	 48.349	 -0.030	  0.445
           5511	  0.075	 47.930	 -0.032	  0.471
           5512	  0.080	 47.512	 -0.031	  0.445
           5513	  0.070	 47.093	 -0.028	  0.475
           5514	  0.085	 47.093	 -0.027	  0.443
           5515	  0.070	 47.093	 -0.028	  0.464
           5516	  0.065	 46.674	 -0.024	  0.435
           5517	  0.115	 46.884	 -0.019	  0.441
           5518	  0.135	 46.256	 -0.013	  0.436
           5519	  0.205	 46.256	 -0.005	  0.439
           5520	  0.305	 45.628	  0.005	  0.435
           5521	  0.470	 46.046	  0.017	  0.458
           5522	  0.670	 45.837	  0.029	  0.464
           5523	  0.845	 45.419	  0.042	  0.452
           5524	  0.950	 45.209	  0.045	  0.458
           5525	  0.805	 45.000	  0.038	  0.467
           5526	  0.500	 43.116	  0.027	  0.458
           5527	  0.115	 44.372	  0.016	  0.458
           5528	 -0.240	 43.953	  0.010	  0.452
           5529	 -0.360	 43.953	  0.006	  0.452
           5530	 -0.375	 43.744	  0.007	  0.457
           5531	 -0.260	 43.953	  0.008	  0.441
           5532	 -0.155	 43.535	  0.009	  0.452
           5533	 -0.085	 43.326	  0.007	  0.464
           5534	 -0.030	 42.907	  0.006	  0.464
