'Time and date','ECG','BP','EEG (O2-A1)','Resp (nasal)'
'[00:49:05.040 01/02/1989]',-0.030,104.730,-0.002,-0.048
'[00:49:05.044 01/02/1989]',0.008,104.335,-0.001,-0.032
'[00:49:05.048 01/02/1989]',-0.002,104.138,-0.002,-0.040
'[00:49:05.052 01/02/1989]',0.012,103.545,-0.001,-0.000
'[00:49:05.056 01/02/1989]',-0.000,102.557,-0.002,-0.032
'[00:49:05.060 01/02/1989]',0.016,102.162,-0.003,-0.008
'[00:49:05.064 01/02/1989]',-0.022,102.162,-0.002,-0.032
'[00:49:05.068 01/02/1989]',0.038,101.371,0.001,-0.024
'[00:49:05.072 01/02/1989]',0.182,101.371,0.003,-0.016
'[00:49:05.076 01/02/1989]',0.392,100.383,0.006,0.008
'[00:49:05.080 01/02/1989]',0.728,99.790,0.009,-0.000
'[00:49:05.084 01/02/1989]',1.018,99.000,0.009,-0.048
'[00:49:05.088 01/02/1989]',0.864,99.000,0.005,-0.056
'[00:49:05.092 01/02/1989]',0.732,98.802,-0.000,-0.032
'[00:49:05.096 01/02/1989]',0.292,98.210,-0.005,0.016
'[00:49:05.100 01/02/1989]',-0.192,97.419,-0.008,0.032
'[00:49:05.104 01/02/1989]',-0.336,96.629,-0.005,0.016
'[00:49:05.108 01/02/1989]',-0.406,96.431,-0.007,0.008
'[00:49:05.112 01/02/1989]',-0.376,95.641,0.001,0.040
'[00:49:05.116 01/02/1989]',-0.192,95.838,0.007,-0.000
'[00:49:05.120 01/02/1989]',-0.088,95.048,-0.000,0.024
'[00:49:05.124 01/02/1989]',-0.024,94.455,-0.000,0.016
'[00:49:05.128 01/02/1989]',-0.012,94.060,-0.003,0.016
'[00:49:05.132 01/02/1989]',0.014,93.862,-0.000,0.024
'[00:49:05.136 01/02/1989]',0.010,93.269,0.007,0.040
'[00:49:05.140 01/02/1989]',0.016,92.677,-0.000,0.032
'[00:49:05.144 01/02/1989]',0.024,92.084,0.000,0.056
'[00:49:05.148 01/02/1989]',0.024,91.689,-0.005,0.065
'[00:49:05.152 01/02/1989]',0.024,91.096,-0.001,0.065
'[00:49:05.156 01/02/1989]',0.038,90.701,0.006,0.040
'[00:49:05.160 01/02/1989]',0.044,90.701,-0.001,0.056
'[00:49:05.164 01/02/1989]',0.046,90.305,0.003,0.048
'[00:49:05.168 01/02/1989]',0.064,89.910,-0.010,0.032
'[00:49:05.172 01/02/1989]',0.072,89.713,0.007,0.056
'[00:49:05.176 01/02/1989]',0.070,89.317,0.003,0.032
'[00:49:05.180 01/02/1989]',0.082,89.120,-0.000,0.065
'[00:49:05.184 01/02/1989]',0.066,88.922,0.003,0.032
'[00:49:05.188 01/02/1989]',0.064,88.724,0.006,0.032
'[00:49:05.192 01/02/1989]',0.074,88.724,0.005,0.048
'[00:49:05.196 01/02/1989]',0.076,88.132,0.002,0.048
'[00:49:05.200 01/02/1989]',0.076,87.934,0.005,0.048
'[00:49:05.204 01/02/1989]',0.094,88.132,0.000,-0.000
'[00:49:05.208 01/02/1989]',0.096,87.539,0.009,0.008
'[00:49:05.212 01/02/1989]',0.102,87.736,0.002,0.016
'[00:49:05.216 01/02/1989]',0.096,87.934,-0.002,0.008
'[00:49:05.220 01/02/1989]',0.128,87.539,-0.004,-0.000
'[00:49:05.224 01/02/1989]',0.102,87.934,-0.002,0.024
'[00:49:05.228 01/02/1989]',0.104,87.934,0.003,0.008
'[00:49:05.232 01/02/1989]',0.138,88.132,-0.005,0.024
'[00:49:05.236 01/02/1989]',0.124,88.132,-0.005,0.040
'[00:49:05.240 01/02/1989]',0.126,89.120,-0.004,0.032
'[00:49:05.244 01/02/1989]',0.126,90.108,-0.005,0.081
'[00:49:05.248 01/02/1989]',0.140,91.491,0.002,0.048
'[00:49:05.252 01/02/1989]',0.142,92.677,-0.007,0.032
'[00:49:05.256 01/02/1989]',0.152,94.257,-0.003,0.032
'[00:49:05.260 01/02/1989]',0.128,97.419,-0.012,0.032
'[00:49:05.264 01/02/1989]',0.156,99.198,-0.007,0.008
'[00:49:05.268 01/02/1989]',0.128,101.569,-0.002,0.016
'[00:49:05.272 01/02/1989]',0.160,104.335,-0.007,0.016
'[00:49:05.276 01/02/1989]',0.154,107.695,-0.003,0.024
'[00:49:05.280 01/02/1989]',0.168,110.856,-0.011,0.032
'[00:49:05.284 01/02/1989]',0.168,113.623,-0.003,0.040
'[00:49:05.288 01/02/1989]',0.166,116.389,-0.001,0.065
'[00:49:05.292 01/02/1989]',0.172,120.144,-0.005,0.032
'[00:49:05.296 01/02/1989]',0.156,123.108,-0.001,0.048
'[00:49:05.300 01/02/1989]',0.168,125.874,-0.000,0.040
'[00:49:05.304 01/02/1989]',0.168,129.036,-0.002,0.016
'[00:49:05.308 01/02/1989]',0.156,131.802,-0.003,-0.000
'[00:49:05.312 01/02/1989]',0.184,134.569,-0.002,-0.000
'[00:49:05.316 01/02/1989]',0.106,136.940,-0.003,-0.000
'[00:49:05.320 01/02/1989]',0.152,138.521,-0.001,0.024
'[00:49:05.324 01/02/1989]',0.128,140.892,-0.010,0.024
'[00:49:05.328 01/02/1989]',0.112,142.671,-0.008,0.048
'[00:49:05.332 01/02/1989]',0.114,144.647,-0.016,0.040
'[00:49:05.336 01/02/1989]',0.098,146.227,-0.012,0.032
'[00:49:05.340 01/02/1989]',0.078,146.425,-0.007,0.056
'[00:49:05.344 01/02/1989]',0.096,147.215,-0.014,0.065
'[00:49:05.348 01/02/1989]',0.094,148.203,-0.013,0.056
'[00:49:05.352 01/02/1989]',0.088,148.401,-0.016,0.040
'[00:49:05.356 01/02/1989]',0.098,148.796,-0.012,0.056
'[00:49:05.360 01/02/1989]',0.070,148.796,-0.010,0.048
'[00:49:05.364 01/02/1989]',0.062,148.599,-0.014,0.032
'[00:49:05.368 01/02/1989]',0.058,148.006,-0.014,0.032
'[00:49:05.372 01/02/1989]',0.044,147.215,-0.012,0.032
'[00:49:05.376 01/02/1989]',0.054,146.623,-0.010,0.056
'[00:49:05.380 01/02/1989]',0.028,145.832,-0.002,0.048
'[00:49:05.384 01/02/1989]',0.040,144.844,-0.009,0.048
'[00:49:05.388 01/02/1989]',0.020,143.856,-0.011,0.040
'[00:49:05.392 01/02/1989]',0.036,143.263,-0.013,0.056
'[00:49:05.396 01/02/1989]',0.038,141.880,-0.011,0.081
'[00:49:05.400 01/02/1989]',0.044,140.695,-0.016,0.081
'[00:49:05.404 01/02/1989]',0.034,139.311,-0.010,0.065
'[00:49:05.408 01/02/1989]',0.036,138.323,-0.013,0.048
'[00:49:05.412 01/02/1989]',0.052,137.335,-0.016,0.065
'[00:49:05.416 01/02/1989]',0.026,135.952,-0.009,0.048
'[00:49:05.420 01/02/1989]',0.054,135.359,-0.012,0.065
'[00:49:05.424 01/02/1989]',0.062,134.174,-0.007,0.048
'[00:49:05.428 01/02/1989]',0.056,132.988,-0.008,0.089
'[00:49:05.432 01/02/1989]',0.040,132.593,-0.008,0.089
'[00:49:05.436 01/02/1989]',0.044,131.012,-0.012,0.081
'[00:49:05.440 01/02/1989]',0.044,130.221,-0.018,0.089
'[00:49:05.444 01/02/1989]',0.048,129.233,-0.012,0.097
'[00:49:05.448 01/02/1989]',0.050,128.443,-0.009,0.065
'[00:49:05.452 01/02/1989]',0.030,127.455,-0.010,0.097
'[00:49:05.456 01/02/1989]',0.062,126.665,-0.029,0.089
'[00:49:05.460 01/02/1989]',0.054,125.281,-0.011,0.097
'[00:49:05.464 01/02/1989]',0.066,124.293,0.005,0.089
'[00:49:05.468 01/02/1989]',0.076,122.712,-0.015,0.113
'[00:49:05.472 01/02/1989]',0.074,121.527,-0.012,0.097
'[00:49:05.476 01/02/1989]',0.090,120.341,-0.010,0.113
'[00:49:05.480 01/02/1989]',0.066,119.156,-0.012,0.129
'[00:49:05.484 01/02/1989]',0.074,117.180,-0.025,0.129
'[00:49:05.488 01/02/1989]',0.096,115.796,-0.010,0.129
'[00:49:05.492 01/02/1989]',0.096,114.611,0.008,0.137
'[00:49:05.496 01/02/1989]',0.102,112.437,-0.009,0.137
'[00:49:05.500 01/02/1989]',0.096,111.251,-0.006,0.129
'[00:49:05.504 01/02/1989]',0.104,109.473,-0.002,0.121
'[00:49:05.508 01/02/1989]',0.096,108.287,-0.010,0.089
'[00:49:05.512 01/02/1989]',0.080,107.299,-0.027,0.121
'[00:49:05.516 01/02/1989]',0.092,105.916,-0.009,0.113
'[00:49:05.520 01/02/1989]',0.072,104.533,0.010,0.129
'[00:49:05.524 01/02/1989]',0.066,103.742,-0.006,0.113
'[00:49:05.528 01/02/1989]',0.086,102.952,-0.005,0.121
'[00:49:05.532 01/02/1989]',0.064,102.162,0.003,0.137
'[00:49:05.536 01/02/1989]',0.080,101.371,-0.007,0.129
'[00:49:05.540 01/02/1989]',0.082,100.976,-0.026,0.129
'[00:49:05.544 01/02/1989]',0.090,100.778,-0.004,0.129
'[00:49:05.548 01/02/1989]',0.092,100.581,-0.005,0.105
'[00:49:05.552 01/02/1989]',0.112,100.778,-0.013,0.129
'[00:49:05.556 01/02/1989]',0.104,100.778,-0.008,0.097
'[00:49:05.560 01/02/1989]',0.120,101.174,-0.005,0.129
'[00:49:05.564 01/02/1989]',0.126,101.371,-0.009,0.105
'[00:49:05.568 01/02/1989]',0.136,101.371,-0.002,0.097
'[00:49:05.572 01/02/1989]',0.148,101.371,-0.006,0.129
'[00:49:05.576 01/02/1989]',0.174,101.766,-0.010,0.121
'[00:49:05.580 01/02/1989]',0.186,102.162,-0.002,0.129
'[00:49:05.584 01/02/1989]',0.190,102.359,-0.012,0.129
'[00:49:05.588 01/02/1989]',0.166,102.952,-0.022,0.145
'[00:49:05.592 01/02/1989]',0.186,103.545,-0.011,0.129
'[00:49:05.596 01/02/1989]',0.176,104.335,-0.010,0.121
'[00:49:05.600 01/02/1989]',0.202,104.335,-0.014,0.097
'[00:49:05.604 01/02/1989]',0.188,105.126,-0.011,0.089
'[00:49:05.608 01/02/1989]',0.184,105.718,-0.028,0.097
'[00:49:05.612 01/02/1989]',0.178,105.521,-0.008,0.129
'[00:49:05.616 01/02/1989]',0.150,106.311,-0.010,0.089
'[00:49:05.620 01/02/1989]',0.144,106.904,-0.013,0.097
'[00:49:05.624 01/02/1989]',0.116,106.707,-0.008,0.097
'[00:49:05.628 01/02/1989]',0.096,107.497,-0.012,0.097
'[00:49:05.632 01/02/1989]',0.062,107.695,-0.007,0.097
'[00:49:05.636 01/02/1989]',0.056,107.892,-0.008,0.113
'[00:49:05.640 01/02/1989]',0.036,108.287,-0.001,0.081
'[00:49:05.644 01/02/1989]',0.026,108.090,-0.006,0.089
'[00:49:05.648 01/02/1989]',0.024,108.090,-0.003,0.065
'[00:49:05.652 01/02/1989]',0.018,107.892,-0.011,0.032
'[00:49:05.656 01/02/1989]',0.002,107.695,-0.009,0.032
'[00:49:05.660 01/02/1989]',0.014,108.090,-0.022,0.032
'[00:49:05.664 01/02/1989]',-0.000,107.497,-0.011,0.032
'[00:49:05.668 01/02/1989]',0.012,107.102,-0.011,0.024
'[00:49:05.672 01/02/1989]',0.008,107.102,-0.010,0.024
'[00:49:05.676 01/02/1989]',0.004,107.102,-0.011,0.032
'[00:49:05.680 01/02/1989]',0.018,106.114,-0.013,0.056
'[00:49:05.684 01/02/1989]',0.018,105.718,-0.011,0.032
'[00:49:05.688 01/02/1989]',0.008,105.323,-0.014,0.032
'[00:49:05.692 01/02/1989]',0.016,105.126,-0.015,0.032
'[00:49:05.696 01/02/1989]',0.024,104.730,-0.017,0.008
'[00:49:05.700 01/02/1989]',0.016,104.138,-0.014,-0.000
'[00:49:05.704 01/02/1989]',0.024,103.545,-0.016,-0.000
'[00:49:05.708 01/02/1989]',0.032,103.150,-0.018,-0.000
'[00:49:05.712 01/02/1989]',0.036,102.557,-0.016,-0.000
'[00:49:05.716 01/02/1989]',0.044,102.162,-0.017,-0.000
'[00:49:05.720 01/02/1989]',0.044,101.766,-0.019,-0.000
'[00:49:05.724 01/02/1989]',0.058,101.371,-0.019,-0.000
'[00:49:05.728 01/02/1989]',0.060,100.976,-0.020,-0.000
'[00:49:05.732 01/02/1989]',0.074,100.581,-0.022,-0.008
'[00:49:05.736 01/02/1989]',0.138,99.988,-0.020,-0.016
'[00:49:05.740 01/02/1989]',0.280,99.395,-0.016,-0.000
'[00:49:05.744 01/02/1989]',0.504,99.198,-0.013,-0.073
'[00:49:05.748 01/02/1989]',0.782,99.000,-0.014,-0.073
'[00:49:05.752 01/02/1989]',0.792,98.210,-0.017,-0.056
'[00:49:05.756 01/02/1989]',0.650,97.617,-0.020,-0.081
'[00:49:05.760 01/02/1989]',0.400,97.419,-0.025,-0.089
'[00:49:05.764 01/02/1989]',0.002,97.419,-0.029,-0.129
'[00:49:05.768 01/02/1989]',-0.392,96.036,-0.027,-0.097
'[00:49:05.772 01/02/1989]',-0.344,96.036,-0.027,-0.105
'[00:49:05.776 01/02/1989]',-0.418,95.838,-0.026,-0.169
'[00:49:05.780 01/02/1989]',-0.268,95.641,-0.023,-0.137
'[00:49:05.784 01/02/1989]',-0.082,95.048,-0.021,-0.153
'[00:49:05.788 01/02/1989]',0.014,94.257,-0.024,-0.185
'[00:49:05.792 01/02/1989]',0.038,94.257,-0.020,-0.194
'[00:49:05.796 01/02/1989]',0.058,94.060,-0.021,-0.226
'[00:49:05.800 01/02/1989]',0.064,93.269,-0.017,-0.258
'[00:49:05.804 01/02/1989]',0.078,93.467,-0.019,-0.258
'[00:49:05.808 01/02/1989]',0.080,93.269,-0.019,-0.290
'[00:49:05.812 01/02/1989]',0.088,93.269,-0.019,-0.306
'[00:49:05.816 01/02/1989]',0.088,93.467,-0.021,-0.323
'[00:49:05.820 01/02/1989]',0.088,93.269,-0.024,-0.323
'[00:49:05.824 01/02/1989]',0.092,92.677,-0.023,-0.355
'[00:49:05.828 01/02/1989]',0.104,92.281,-0.025,-0.339
'[00:49:05.832 01/02/1989]',0.106,92.479,-0.024,-0.331
'[00:49:05.836 01/02/1989]',0.112,92.677,-0.024,-0.379
'[00:49:05.840 01/02/1989]',0.116,92.479,-0.024,-0.395
'[00:49:05.844 01/02/1989]',0.114,92.281,-0.024,-0.395
'[00:49:05.848 01/02/1989]',0.122,92.084,-0.025,-0.435
'[00:49:05.852 01/02/1989]',0.120,91.886,-0.027,-0.452
'[00:49:05.856 01/02/1989]',0.128,91.886,-0.021,-0.452
'[00:49:05.860 01/02/1989]',0.138,92.281,-0.023,-0.484
'[00:49:05.864 01/02/1989]',0.130,91.886,-0.023,-0.508
'[00:49:05.868 01/02/1989]',0.136,91.886,-0.022,-0.484
'[00:49:05.872 01/02/1989]',0.126,91.491,-0.022,-0.484
'[00:49:05.876 01/02/1989]',0.144,91.886,-0.022,-0.492
'[00:49:05.880 01/02/1989]',0.148,91.491,-0.022,-0.532
'[00:49:05.884 01/02/1989]',0.142,91.293,-0.020,-0.556
'[00:49:05.888 01/02/1989]',0.146,91.689,-0.020,-0.532
'[00:49:05.892 01/02/1989]',0.154,91.096,-0.023,-0.540
'[00:49:05.896 01/02/1989]',0.156,91.293,-0.019,-0.540
'[00:49:05.900 01/02/1989]',0.158,91.886,-0.019,-0.589
'[00:49:05.904 01/02/1989]',0.160,92.084,-0.020,-0.581
'[00:49:05.908 01/02/1989]',0.172,92.479,-0.020,-0.597
'[00:49:05.912 01/02/1989]',0.172,93.467,-0.021,-0.613
'[00:49:05.916 01/02/1989]',0.178,94.455,-0.020,-0.565
'[00:49:05.920 01/02/1989]',0.184,95.838,-0.024,-0.565
'[00:49:05.924 01/02/1989]',0.184,97.617,-0.022,-0.605
'[00:49:05.928 01/02/1989]',0.194,99.593,-0.022,-0.589
'[00:49:05.932 01/02/1989]',0.194,101.371,-0.022,-0.565
'[00:49:05.936 01/02/1989]',0.200,103.940,-0.024,-0.565
'[00:49:05.940 01/02/1989]',0.210,106.707,-0.022,-0.597
'[00:49:05.944 01/02/1989]',0.216,109.275,-0.024,-0.565
'[00:49:05.948 01/02/1989]',0.216,112.437,-0.022,-0.613
'[00:49:05.952 01/02/1989]',0.228,115.599,-0.022,-0.581
'[00:49:05.956 01/02/1989]',0.222,118.760,-0.022,-0.613
'[00:49:05.960 01/02/1989]',0.224,121.724,-0.021,-0.589
'[00:49:05.964 01/02/1989]',0.222,124.886,-0.023,-0.581
'[00:49:05.968 01/02/1989]',0.216,127.653,-0.022,-0.589
'[00:49:05.972 01/02/1989]',0.204,130.617,-0.022,-0.605
'[00:49:05.976 01/02/1989]',0.206,133.778,-0.024,-0.565
'[00:49:05.980 01/02/1989]',0.200,136.150,-0.024,-0.589
'[00:49:05.984 01/02/1989]',0.192,138.521,-0.026,-0.581
'[00:49:05.988 01/02/1989]',0.184,140.892,-0.027,-0.548
'[00:49:05.992 01/02/1989]',0.168,142.671,-0.028,-0.548
'[00:49:05.996 01/02/1989]',0.152,144.251,-0.030,-0.565
'[00:49:06.000 01/02/1989]',0.144,145.832,-0.027,-0.556
'[00:49:06.004 01/02/1989]',0.136,147.413,-0.029,-0.548
'[00:49:06.008 01/02/1989]',0.128,148.796,-0.031,-0.589
'[00:49:06.012 01/02/1989]',0.120,148.796,-0.028,-0.573
'[00:49:06.016 01/02/1989]',0.104,148.994,-0.031,-0.548
'[00:49:06.020 01/02/1989]',0.094,149.389,-0.033,-0.556
'[00:49:06.024 01/02/1989]',0.088,149.389,-0.031,-0.548
'[00:49:06.028 01/02/1989]',0.076,148.796,-0.033,-0.540
'[00:49:06.032 01/02/1989]',0.060,148.401,-0.035,-0.540
'[00:49:06.036 01/02/1989]',0.052,147.413,-0.036,-0.565
'[00:49:06.040 01/02/1989]',0.040,147.018,-0.035,-0.589
'[00:49:06.044 01/02/1989]',0.040,146.227,-0.036,-0.548
'[00:49:06.048 01/02/1989]',0.028,145.437,-0.037,-0.540
'[00:49:06.052 01/02/1989]',0.024,143.856,-0.038,-0.540
'[00:49:06.056 01/02/1989]',0.018,142.473,-0.037,-0.556
'[00:49:06.060 01/02/1989]',0.014,141.485,-0.037,-0.540
'[00:49:06.064 01/02/1989]',0.018,139.509,-0.039,-0.565
'[00:49:06.068 01/02/1989]',0.016,138.521,-0.037,-0.548
'[00:49:06.072 01/02/1989]',0.008,136.940,-0.039,-0.548
'[00:49:06.076 01/02/1989]',0.008,136.150,-0.037,-0.532
'[00:49:06.080 01/02/1989]',0.016,134.569,-0.037,-0.524
'[00:49:06.084 01/02/1989]',0.012,133.581,-0.037,-0.540
'[00:49:06.088 01/02/1989]',0.020,132.000,-0.040,-0.548
'[00:49:06.092 01/02/1989]',0.016,130.814,-0.040,-0.540
'[00:49:06.096 01/02/1989]',0.020,129.629,-0.039,-0.540
'[00:49:06.100 01/02/1989]',0.024,128.443,-0.038,-0.532
'[00:49:06.104 01/02/1989]',0.024,127.455,-0.038,-0.532
'[00:49:06.108 01/02/1989]',0.032,126.665,-0.041,-0.532
'[00:49:06.112 01/02/1989]',0.032,125.479,-0.038,-0.516
'[00:49:06.116 01/02/1989]',0.028,124.293,-0.038,-0.508
'[00:49:06.120 01/02/1989]',0.032,124.096,-0.039,-0.516
'[00:49:06.124 01/02/1989]',0.048,122.910,-0.037,-0.548
'[00:49:06.128 01/02/1989]',0.048,121.527,-0.035,-0.524
'[00:49:06.132 01/02/1989]',0.050,120.341,-0.040,-0.524
'[00:49:06.136 01/02/1989]',0.054,119.551,-0.035,-0.540
'[00:49:06.140 01/02/1989]',0.056,118.760,-0.036,-0.573
'[00:49:06.144 01/02/1989]',0.058,117.180,-0.036,-0.548
'[00:49:06.148 01/02/1989]',0.064,115.994,-0.037,-0.573
'[00:49:06.152 01/02/1989]',0.060,115.204,-0.037,-0.548
'[00:49:06.156 01/02/1989]',0.066,113.623,-0.035,-0.565
'[00:49:06.160 01/02/1989]',0.070,112.437,-0.036,-0.556
'[00:49:06.164 01/02/1989]',0.068,111.251,-0.037,-0.556
'[00:49:06.168 01/02/1989]',0.072,109.868,-0.035,-0.613
'[00:49:06.172 01/02/1989]',0.070,109.275,-0.036,-0.565
'[00:49:06.176 01/02/1989]',0.070,108.485,-0.033,-0.565
'[00:49:06.180 01/02/1989]',0.072,107.695,-0.033,-0.556
'[00:49:06.184 01/02/1989]',0.070,106.509,-0.029,-0.573
'[00:49:06.188 01/02/1989]',0.066,105.916,-0.029,-0.597
'[00:49:06.192 01/02/1989]',0.070,105.916,-0.028,-0.581
'[00:49:06.196 01/02/1989]',0.072,105.126,-0.028,-0.613
'[00:49:06.200 01/02/1989]',0.074,104.928,-0.028,-0.597
'[00:49:06.204 01/02/1989]',0.082,104.928,-0.031,-0.581
'[00:49:06.208 01/02/1989]',0.086,105.126,-0.033,-0.556
'[00:49:06.212 01/02/1989]',0.094,104.928,-0.034,-0.573
'[00:49:06.216 01/02/1989]',0.104,105.323,-0.037,-0.581
'[00:49:06.220 01/02/1989]',0.112,105.323,-0.038,-0.581
'[00:49:06.224 01/02/1989]',0.128,105.323,-0.037,-0.540
'[00:49:06.228 01/02/1989]',0.144,106.114,-0.036,-0.516
'[00:49:06.232 01/02/1989]',0.168,106.114,-0.035,-0.573
'[00:49:06.236 01/02/1989]',0.176,107.102,-0.034,-0.605
'[00:49:06.240 01/02/1989]',0.192,107.299,-0.031,-0.589
'[00:49:06.244 01/02/1989]',0.176,108.090,-0.030,-0.581
'[00:49:06.248 01/02/1989]',0.174,108.485,-0.027,-0.565
'[00:49:06.252 01/02/1989]',0.176,108.880,-0.027,-0.581
'[00:49:06.256 01/02/1989]',0.184,109.275,-0.022,-0.621
'[00:49:06.260 01/02/1989]',0.192,110.066,-0.024,-0.548
'[00:49:06.264 01/02/1989]',0.192,110.263,-0.024,-0.524
'[00:49:06.268 01/02/1989]',0.178,110.461,-0.024,-0.540
'[00:49:06.272 01/02/1989]',0.154,111.449,-0.025,-0.565
'[00:49:06.276 01/02/1989]',0.138,111.647,-0.027,-0.532
'[00:49:06.280 01/02/1989]',0.116,111.251,-0.029,-0.548
'[00:49:06.284 01/02/1989]',0.080,111.844,-0.029,-0.581
'[00:49:06.288 01/02/1989]',0.050,111.647,-0.028,-0.565
'[00:49:06.292 01/02/1989]',0.040,111.647,-0.029,-0.565
'[00:49:06.296 01/02/1989]',0.014,111.647,-0.028,-0.556
'[00:49:06.300 01/02/1989]',0.002,111.251,-0.026,-0.597
'[00:49:06.304 01/02/1989]',-0.000,111.647,-0.028,-0.565
'[00:49:06.308 01/02/1989]',-0.014,111.251,-0.028,-0.565
'[00:49:06.312 01/02/1989]',-0.014,110.461,-0.026,-0.556
'[00:49:06.316 01/02/1989]',-0.014,110.659,-0.025,-0.581
'[00:49:06.320 01/02/1989]',-0.008,110.263,-0.024,-0.565
'[00:49:06.324 01/02/1989]',-0.008,109.473,-0.021,-0.573
'[00:49:06.328 01/02/1989]',-0.010,108.880,-0.021,-0.597
'[00:49:06.332 01/02/1989]',-0.016,109.078,-0.021,-0.613
'[00:49:06.336 01/02/1989]',-0.008,108.485,-0.022,-0.581
'[00:49:06.340 01/02/1989]',-0.006,107.892,-0.022,-0.589
'[00:49:06.344 01/02/1989]',-0.006,107.695,-0.023,-0.581
'[00:49:06.348 01/02/1989]',-0.008,107.299,-0.028,-0.597
'[00:49:06.352 01/02/1989]',-0.000,106.509,-0.026,-0.605
'[00:49:06.356 01/02/1989]',-0.004,105.916,-0.025,-0.581
'[00:49:06.360 01/02/1989]',-0.000,105.521,-0.025,-0.565
'[00:49:06.364 01/02/1989]',-0.002,104.533,-0.027,-0.581
'[00:49:06.368 01/02/1989]',0.002,104.533,-0.024,-0.581
'[00:49:06.372 01/02/1989]',0.006,103.742,-0.024,-0.589
'[00:49:06.376 01/02/1989]',0.020,103.545,-0.023,-0.589
'[00:49:06.380 01/02/1989]',0.018,102.952,-0.022,-0.613
'[00:49:06.384 01/02/1989]',-0.002,102.162,-0.018,-0.581
'[00:49:06.388 01/02/1989]',-0.022,101.569,-0.015,-0.589
'[00:49:06.392 01/02/1989]',0.024,101.371,-0.013,-0.613
'[00:49:06.396 01/02/1989]',0.154,100.976,-0.008,-0.629
'[00:49:06.400 01/02/1989]',0.462,100.383,-0.002,-0.589
'[00:49:06.404 01/02/1989]',0.812,99.988,-0.001,-0.565
'[00:49:06.408 01/02/1989]',1.096,99.198,-0.005,-0.621
'[00:49:06.412 01/02/1989]',0.944,99.000,-0.010,-0.565
'[00:49:06.416 01/02/1989]',0.768,98.605,-0.017,-0.540
'[00:49:06.420 01/02/1989]',0.350,98.210,-0.026,-0.613
'[00:49:06.424 01/02/1989]',-0.094,97.814,-0.029,-0.605
'[00:49:06.428 01/02/1989]',-0.204,97.419,-0.023,-0.589
'[00:49:06.432 01/02/1989]',-0.288,97.419,-0.023,-0.613
'[00:49:06.436 01/02/1989]',-0.226,96.629,-0.019,-0.605
'[00:49:06.440 01/02/1989]',-0.128,96.629,-0.016,-0.637
'[00:49:06.444 01/02/1989]',-0.048,96.629,-0.016,-0.621
'[00:49:06.448 01/02/1989]',-0.024,96.233,-0.014,-0.581
'[00:49:06.452 01/02/1989]',-0.014,95.838,-0.013,-0.597
'[00:49:06.456 01/02/1989]',-0.018,95.838,-0.009,-0.621
'[00:49:06.460 01/02/1989]',-0.020,95.048,-0.005,-0.605
'[00:49:06.464 01/02/1989]',-0.008,95.443,-0.004,-0.597
'[00:49:06.468 01/02/1989]',-0.008,94.850,-0.002,-0.613
'[00:49:06.472 01/02/1989]',-0.004,94.455,0.001,-0.613
'[00:49:06.476 01/02/1989]',-0.002,94.455,-0.001,-0.637
'[00:49:06.480 01/02/1989]',0.004,94.257,-0.001,-0.605
'[00:49:06.484 01/02/1989]',0.020,94.060,-0.002,-0.637
'[00:49:06.488 01/02/1989]',0.020,93.665,-0.005,-0.653
'[00:49:06.492 01/02/1989]',0.022,93.665,-0.006,-0.645
'[00:49:06.496 01/02/1989]',0.024,93.072,-0.010,-0.637
'[00:49:06.500 01/02/1989]',0.032,92.874,-0.009,-0.613
'[00:49:06.504 01/02/1989]',0.032,92.677,-0.013,-0.629
'[00:49:06.508 01/02/1989]',0.040,91.886,-0.014,-0.605
'[00:49:06.512 01/02/1989]',0.040,91.886,-0.014,-0.605
'[00:49:06.516 01/02/1989]',0.046,91.886,-0.013,-0.613
'[00:49:06.520 01/02/1989]',0.040,91.491,-0.015,-0.589
'[00:49:06.524 01/02/1989]',0.048,91.491,-0.013,-0.613
'[00:49:06.528 01/02/1989]',0.054,91.293,-0.012,-0.589
'[00:49:06.532 01/02/1989]',0.054,91.096,-0.013,-0.613
'[00:49:06.536 01/02/1989]',0.056,90.898,-0.011,-0.653
'[00:49:06.540 01/02/1989]',0.064,90.701,-0.008,-0.621
'[00:49:06.544 01/02/1989]',0.064,91.293,-0.007,-0.653
'[00:49:06.548 01/02/1989]',0.070,91.293,-0.007,-0.645
'[00:49:06.552 01/02/1989]',0.080,91.293,-0.007,-0.613
'[00:49:06.556 01/02/1989]',0.086,91.689,-0.007,-0.637
'[00:49:06.560 01/02/1989]',0.088,92.677,-0.008,-0.605
'[00:49:06.564 01/02/1989]',0.092,93.467,-0.011,-0.597
'[00:49:06.568 01/02/1989]',0.098,94.850,-0.010,-0.621
'[00:49:06.572 01/02/1989]',0.100,96.826,-0.011,-0.629
'[00:49:06.576 01/02/1989]',0.108,99.198,-0.013,-0.613
'[00:49:06.580 01/02/1989]',0.118,101.371,-0.013,-0.605
'[00:49:06.584 01/02/1989]',0.122,104.533,-0.013,-0.605
'[00:49:06.588 01/02/1989]',0.126,107.497,-0.012,-0.613
'[00:49:06.592 01/02/1989]',0.134,111.251,-0.012,-0.613
'[00:49:06.596 01/02/1989]',0.144,114.808,-0.009,-0.613
'[00:49:06.600 01/02/1989]',0.150,118.760,-0.007,-0.589
