'Time and date','ECG','BP','EEG (O2-A1)','Resp (nasal)'
'[03:59:40.404 01/02/1989]',0.200,129.431,0.003,-0.145
'[03:59:40.408 01/02/1989]',0.192,131.802,0.001,-0.153
'[03:59:40.412 01/02/1989]',0.180,132.988,0.002,-0.129
'[03:59:40.416 01/02/1989]',0.188,134.569,0.001,-0.129
'[03:59:40.420 01/02/1989]',0.172,135.952,0.002,-0.137
'[03:59:40.424 01/02/1989]',0.174,136.545,0.003,-0.129
'[03:59:40.428 01/02/1989]',0.160,137.138,0.003,-0.121
'[03:59:40.432 01/02/1989]',0.134,137.928,0.004,-0.145
'[03:59:40.436 01/02/1989]',0.156,137.730,0.006,-0.177
'[03:59:40.440 01/02/1989]',0.106,136.940,0.006,-0.161
'[03:59:40.444 01/02/1989]',0.120,136.742,0.007,-0.169
'[03:59:40.448 01/02/1989]',0.104,136.940,0.007,-0.153
'[03:59:40.452 01/02/1989]',0.094,136.150,0.006,-0.161
'[03:59:40.456 01/02/1989]',0.060,135.359,0.007,-0.137
'[03:59:40.460 01/02/1989]',0.038,134.371,0.007,-0.113
'[03:59:40.464 01/02/1989]',0.028,133.186,0.006,-0.097
'[03:59:40.468 01/02/1989]',0.024,132.593,0.006,-0.073
'[03:59:40.472 01/02/1989]',0.018,131.407,0.005,-0.097
'[03:59:40.476 01/02/1989]',0.030,130.814,0.005,-0.089
'[03:59:40.480 01/02/1989]',0.010,129.431,0.005,-0.073
'[03:59:40.484 01/02/1989]',0.004,128.641,0.004,-0.121
'[03:59:40.488 01/02/1989]',0.012,127.455,0.005,-0.097
'[03:59:40.492 01/02/1989]',-0.002,126.665,0.006,-0.113
'[03:59:40.496 01/02/1989]',-0.008,125.677,0.006,-0.105
'[03:59:40.500 01/02/1989]',-0.002,125.084,0.008,-0.073
'[03:59:40.504 01/02/1989]',-0.016,124.491,0.007,-0.089
'[03:59:40.508 01/02/1989]',-0.002,123.503,0.007,-0.089
'[03:59:40.512 01/02/1989]',0.006,122.515,0.008,-0.065
'[03:59:40.516 01/02/1989]',0.008,122.120,0.008,-0.065
'[03:59:40.520 01/02/1989]',0.004,121.724,0.009,-0.056
'[03:59:40.524 01/02/1989]',0.008,121.132,0.008,-0.073
'[03:59:40.528 01/02/1989]',0.022,120.736,0.007,-0.056
'[03:59:40.532 01/02/1989]',0.016,120.341,0.005,-0.105
'[03:59:40.536 01/02/1989]',0.016,119.551,0.004,-0.097
'[03:59:40.540 01/02/1989]',0.018,118.958,0.002,-0.097
'[03:59:40.544 01/02/1989]',0.016,118.563,0.002,-0.097
'[03:59:40.548 01/02/1989]',0.014,118.168,0.001,-0.105
'[03:59:40.552 01/02/1989]',0.034,117.180,0.001,-0.097
'[03:59:40.556 01/02/1989]',0.016,117.180,0.001,-0.089
'[03:59:40.560 01/02/1989]',0.022,116.192,0.001,-0.065
'[03:59:40.564 01/02/1989]',0.028,115.796,0.001,-0.073
'[03:59:40.568 01/02/1989]',0.032,115.006,-0.001,-0.081
'[03:59:40.572 01/02/1989]',0.040,114.018,-0.000,-0.048
'[03:59:40.576 01/02/1989]',0.044,113.227,-0.000,-0.097
'[03:59:40.580 01/02/1989]',0.038,111.844,0.001,-0.089
'[03:59:40.584 01/02/1989]',0.036,110.856,0.001,-0.121
'[03:59:40.588 01/02/1989]',0.044,109.671,0.001,-0.105
'[03:59:40.592 01/02/1989]',0.036,108.485,-0.001,-0.097
'[03:59:40.596 01/02/1989]',0.042,107.102,-0.000,-0.089
'[03:59:40.600 01/02/1989]',0.038,106.114,-0.001,-0.081
'[03:59:40.604 01/02/1989]',0.032,104.730,-0.003,-0.048
'[03:59:40.608 01/02/1989]',0.040,103.742,-0.004,-0.073
'[03:59:40.612 01/02/1989]',0.042,102.557,-0.006,-0.032
'[03:59:40.616 01/02/1989]',0.040,101.371,-0.007,-0.056
'[03:59:40.620 01/02/1989]',0.042,101.174,-0.008,-0.065
'[03:59:40.624 01/02/1989]',0.044,100.976,-0.007,-0.065
'[03:59:40.628 01/02/1989]',0.044,100.383,-0.008,-0.081
'[03:59:40.632 01/02/1989]',0.046,99.593,-0.008,-0.089
'[03:59:40.636 01/02/1989]',0.042,99.593,-0.006,-0.089
'[03:59:40.640 01/02/1989]',0.048,99.198,-0.006,-0.097
'[03:59:40.644 01/02/1989]',0.046,99.000,-0.004,-0.056
'[03:59:40.648 01/02/1989]',0.048,99.395,-0.003,-0.073
'[03:59:40.652 01/02/1989]',0.048,99.198,-0.002,-0.073
'[03:59:40.656 01/02/1989]',0.040,99.988,-0.003,-0.073
'[03:59:40.660 01/02/1989]',0.046,100.186,-0.003,-0.056
'[03:59:40.664 01/02/1989]',0.050,100.383,-0.006,-0.032
'[03:59:40.668 01/02/1989]',0.056,100.778,-0.007,-0.065
'[03:59:40.672 01/02/1989]',0.064,101.174,-0.009,-0.065
'[03:59:40.676 01/02/1989]',0.078,101.371,-0.010,-0.097
'[03:59:40.680 01/02/1989]',0.088,101.371,-0.011,-0.089
'[03:59:40.684 01/02/1989]',0.096,101.964,-0.011,-0.089
'[03:59:40.688 01/02/1989]',0.102,102.557,-0.012,-0.065
'[03:59:40.692 01/02/1989]',0.108,103.347,-0.012,-0.097
'[03:59:40.696 01/02/1989]',0.128,103.742,-0.011,-0.081
'[03:59:40.700 01/02/1989]',0.134,103.940,-0.009,-0.073
'[03:59:40.704 01/02/1989]',0.158,103.545,-0.009,-0.065
'[03:59:40.708 01/02/1989]',0.146,104.335,-0.009,-0.056
'[03:59:40.712 01/02/1989]',0.162,104.138,-0.006,-0.065
'[03:59:40.716 01/02/1989]',0.152,104.533,-0.004,-0.065
'[03:59:40.720 01/02/1989]',0.158,104.533,-0.005,-0.073
'[03:59:40.724 01/02/1989]',0.166,104.335,-0.001,-0.089
'[03:59:40.728 01/02/1989]',0.150,104.928,0.001,-0.056
'[03:59:40.732 01/02/1989]',0.158,104.533,0.001,-0.121
'[03:59:40.736 01/02/1989]',0.132,104.533,0.001,-0.097
'[03:59:40.740 01/02/1989]',0.122,104.533,0.000,-0.137
'[03:59:40.744 01/02/1989]',0.102,103.742,0.002,-0.105
'[03:59:40.748 01/02/1989]',0.072,104.533,0.001,-0.089
'[03:59:40.752 01/02/1989]',0.056,103.940,0.001,-0.105
'[03:59:40.756 01/02/1989]',0.032,103.150,0.001,-0.089
'[03:59:40.760 01/02/1989]',0.020,102.754,0.000,-0.081
'[03:59:40.764 01/02/1989]',0.020,102.557,-0.000,-0.065
'[03:59:40.768 01/02/1989]',0.008,102.754,-0.001,-0.089
'[03:59:40.772 01/02/1989]',0.006,102.162,-0.000,-0.105
'[03:59:40.776 01/02/1989]',0.006,102.162,0.000,-0.129
'[03:59:40.780 01/02/1989]',-0.006,101.569,0.001,-0.137
'[03:59:40.784 01/02/1989]',0.004,101.371,0.001,-0.153
'[03:59:40.788 01/02/1989]',0.004,101.371,0.004,-0.137
'[03:59:40.792 01/02/1989]',0.008,101.371,0.003,-0.145
'[03:59:40.796 01/02/1989]',-0.000,100.581,0.005,-0.145
'[03:59:40.800 01/02/1989]',-0.000,99.988,0.007,-0.137
'[03:59:40.804 01/02/1989]',-0.000,99.395,0.006,-0.097
'[03:59:40.808 01/02/1989]',0.030,99.593,0.004,-0.137
'[03:59:40.812 01/02/1989]',-0.010,99.198,0.003,0.129
'[03:59:40.816 01/02/1989]',-0.008,98.605,0.001,-0.266
'[03:59:40.820 01/02/1989]',-0.002,98.210,-0.000,-0.145
'[03:59:40.824 01/02/1989]',0.014,98.210,-0.001,-0.177
'[03:59:40.828 01/02/1989]',0.024,97.617,-0.001,-0.153
'[03:59:40.832 01/02/1989]',0.018,96.629,-0.002,-0.169
'[03:59:40.836 01/02/1989]',0.024,96.826,-0.001,-0.177
'[03:59:40.840 01/02/1989]',0.048,96.233,-0.001,-0.161
'[03:59:40.844 01/02/1989]',0.058,95.838,-0.001,-0.169
'[03:59:40.848 01/02/1989]',0.068,95.838,0.000,-0.161
'[03:59:40.852 01/02/1989]',0.078,96.036,-0.001,-0.161
'[03:59:40.856 01/02/1989]',0.116,95.838,-0.001,-0.169
'[03:59:40.860 01/02/1989]',0.212,95.245,-0.002,-0.145
'[03:59:40.864 01/02/1989]',0.344,95.048,-0.004,-0.194
'[03:59:40.868 01/02/1989]',0.520,95.048,-0.007,-0.242
'[03:59:40.872 01/02/1989]',0.652,94.257,-0.004,-0.065
'[03:59:40.876 01/02/1989]',0.456,94.257,-0.002,-0.323
'[03:59:40.880 01/02/1989]',0.328,94.257,0.004,-0.194
'[03:59:40.884 01/02/1989]',0.016,93.665,0.005,-0.226
'[03:59:40.888 01/02/1989]',-0.314,93.072,0.003,-0.258
'[03:59:40.892 01/02/1989]',-0.234,93.665,0.001,-0.194
'[03:59:40.896 01/02/1989]',-0.264,92.677,0.000,-0.234
'[03:59:40.900 01/02/1989]',-0.152,93.072,-0.003,-0.226
'[03:59:40.904 01/02/1989]',-0.016,92.677,-0.004,-0.194
'[03:59:40.908 01/02/1989]',0.054,92.479,-0.006,-0.242
'[03:59:40.912 01/02/1989]',0.072,92.479,-0.006,-0.202
'[03:59:40.916 01/02/1989]',0.066,91.886,-0.005,-0.234
'[03:59:40.920 01/02/1989]',0.072,91.886,-0.003,-0.242
'[03:59:40.924 01/02/1989]',0.064,91.886,-0.004,-0.274
'[03:59:40.928 01/02/1989]',0.064,91.096,-0.004,-0.282
'[03:59:40.932 01/02/1989]',0.060,91.293,-0.004,-0.282
'[03:59:40.936 01/02/1989]',0.068,91.689,-0.003,-0.274
'[03:59:40.940 01/02/1989]',0.064,90.898,-0.002,-0.290
'[03:59:40.944 01/02/1989]',0.080,90.898,-0.003,-0.290
'[03:59:40.948 01/02/1989]',0.082,90.108,-0.007,-0.266
'[03:59:40.952 01/02/1989]',0.080,90.503,-0.007,-0.274
'[03:59:40.956 01/02/1989]',0.086,89.910,-0.009,-0.266
'[03:59:40.960 01/02/1989]',0.086,90.108,-0.010,-0.290
'[03:59:40.964 01/02/1989]',0.088,89.713,-0.012,-0.298
'[03:59:40.968 01/02/1989]',0.094,89.515,-0.014,-0.323
'[03:59:40.972 01/02/1989]',0.106,89.120,-0.013,-0.306
'[03:59:40.976 01/02/1989]',0.098,89.515,-0.013,-0.298
'[03:59:40.980 01/02/1989]',0.106,89.515,-0.011,-0.298
'[03:59:40.984 01/02/1989]',0.100,88.527,-0.010,-0.331
'[03:59:40.988 01/02/1989]',0.112,88.724,-0.009,-0.323
'[03:59:40.992 01/02/1989]',0.116,88.724,-0.008,-0.323
'[03:59:40.996 01/02/1989]',0.112,88.724,-0.005,-0.306
'[03:59:41.000 01/02/1989]',0.120,88.922,-0.004,-0.331
'[03:59:41.004 01/02/1989]',0.114,88.132,-0.003,-0.282
'[03:59:41.008 01/02/1989]',0.124,88.527,-0.003,-0.290
'[03:59:41.012 01/02/1989]',0.118,88.724,-0.004,-0.323
'[03:59:41.016 01/02/1989]',0.128,88.132,-0.004,-0.331
'[03:59:41.020 01/02/1989]',0.118,88.527,-0.006,-0.347
'[03:59:41.024 01/02/1989]',0.124,87.934,-0.007,-0.355
'[03:59:41.028 01/02/1989]',0.134,88.132,-0.008,-0.323
'[03:59:41.032 01/02/1989]',0.136,87.934,-0.011,-0.363
'[03:59:41.036 01/02/1989]',0.126,88.132,-0.012,-0.323
'[03:59:41.040 01/02/1989]',0.134,88.724,-0.012,-0.355
'[03:59:41.044 01/02/1989]',0.140,89.120,-0.014,-0.274
'[03:59:41.048 01/02/1989]',0.146,89.713,-0.014,-0.411
'[03:59:41.052 01/02/1989]',0.148,90.701,-0.014,-0.306
'[03:59:41.056 01/02/1989]',0.166,92.281,-0.012,-0.306
'[03:59:41.060 01/02/1989]',0.158,93.467,-0.011,-0.339
'[03:59:41.064 01/02/1989]',0.160,95.641,-0.013,-0.306
'[03:59:41.068 01/02/1989]',0.176,97.814,-0.013,-0.323
'[03:59:41.072 01/02/1989]',0.178,100.186,-0.012,-0.379
'[03:59:41.076 01/02/1989]',0.182,102.557,-0.013,-0.419
'[03:59:41.080 01/02/1989]',0.186,105.718,-0.012,-0.379
'[03:59:41.084 01/02/1989]',0.192,108.287,-0.012,-0.395
'[03:59:41.088 01/02/1989]',0.204,111.647,-0.012,-0.371
'[03:59:41.092 01/02/1989]',0.200,114.808,-0.013,-0.355
'[03:59:41.096 01/02/1989]',0.210,118.168,-0.013,-0.347
'[03:59:41.100 01/02/1989]',0.218,120.736,-0.013,-0.355
'[03:59:41.104 01/02/1989]',0.212,124.096,-0.014,-0.347
'[03:59:41.108 01/02/1989]',0.216,127.455,-0.015,-0.403
'[03:59:41.112 01/02/1989]',0.216,129.233,-0.016,-0.403
'[03:59:41.116 01/02/1989]',0.212,131.605,-0.018,-0.403
'[03:59:41.120 01/02/1989]',0.214,134.371,-0.018,-0.403
'[03:59:41.124 01/02/1989]',0.208,135.754,-0.017,-0.411
'[03:59:41.128 01/02/1989]',0.208,137.730,-0.018,-0.411
'[03:59:41.132 01/02/1989]',0.198,138.916,-0.016,-0.419
'[03:59:41.136 01/02/1989]',0.186,139.904,-0.014,-0.444
'[03:59:41.140 01/02/1989]',0.176,140.497,-0.013,-0.444
'[03:59:41.144 01/02/1989]',0.164,140.892,-0.012,-0.427
'[03:59:41.148 01/02/1989]',0.148,141.090,-0.012,-0.379
'[03:59:41.152 01/02/1989]',0.142,141.683,-0.012,-0.387
'[03:59:41.156 01/02/1989]',0.114,140.892,-0.011,-0.379
'[03:59:41.160 01/02/1989]',0.100,140.102,-0.010,-0.427
'[03:59:41.164 01/02/1989]',0.080,139.311,-0.011,-0.427
'[03:59:41.168 01/02/1989]',0.068,138.521,-0.011,-0.427
'[03:59:41.172 01/02/1989]',0.054,137.533,-0.011,-0.419
'[03:59:41.176 01/02/1989]',0.046,137.138,-0.010,-0.435
'[03:59:41.180 01/02/1989]',0.030,135.754,-0.009,-0.435
'[03:59:41.184 01/02/1989]',0.030,134.371,-0.009,-0.460
'[03:59:41.188 01/02/1989]',0.024,133.778,-0.008,-0.435
'[03:59:41.192 01/02/1989]',0.018,132.198,-0.008,-0.468
'[03:59:41.196 01/02/1989]',0.016,131.605,-0.007,-0.452
'[03:59:41.200 01/02/1989]',0.002,129.826,-0.010,-0.411
'[03:59:41.204 01/02/1989]',0.002,129.036,-0.008,-0.435
'[03:59:41.208 01/02/1989]',-0.000,128.245,-0.011,-0.419
'[03:59:41.212 01/02/1989]',0.004,127.455,0.065,-0.419
'[03:59:41.216 01/02/1989]',0.004,126.467,-0.013,-0.444
'[03:59:41.220 01/02/1989]',0.012,125.677,-0.011,-0.460
'[03:59:41.224 01/02/1989]',0.008,125.084,-0.011,-0.484
'[03:59:41.228 01/02/1989]',0.016,124.293,-0.013,-0.484
'[03:59:41.232 01/02/1989]',0.008,123.503,-0.011,-0.484
'[03:59:41.236 01/02/1989]',0.014,123.108,-0.014,-0.435
'[03:59:41.240 01/02/1989]',0.018,122.712,-0.014,-0.411
'[03:59:41.244 01/02/1989]',0.016,122.317,-0.013,-0.411
'[03:59:41.248 01/02/1989]',0.024,121.922,-0.013,-0.452
'[03:59:41.252 01/02/1989]',0.028,121.132,-0.012,-0.452
'[03:59:41.256 01/02/1989]',0.024,121.132,-0.012,-0.452
'[03:59:41.260 01/02/1989]',0.028,120.341,-0.011,-0.492
'[03:59:41.264 01/02/1989]',0.026,120.341,-0.012,-0.484
'[03:59:41.268 01/02/1989]',0.040,119.353,-0.011,-0.508
'[03:59:41.272 01/02/1989]',0.038,118.958,-0.010,-0.476
'[03:59:41.276 01/02/1989]',0.040,118.760,-0.010,-0.508
'[03:59:41.280 01/02/1989]',0.046,117.575,-0.009,-0.452
'[03:59:41.284 01/02/1989]',0.048,117.180,-0.008,-0.460
'[03:59:41.288 01/02/1989]',0.048,116.784,-0.008,-0.427
'[03:59:41.292 01/02/1989]',0.056,115.599,-0.008,-0.468
'[03:59:41.296 01/02/1989]',0.054,114.413,-0.007,-0.460
'[03:59:41.300 01/02/1989]',0.056,113.227,-0.005,-0.484
'[03:59:41.304 01/02/1989]',0.056,112.437,-0.005,-0.484
'[03:59:41.308 01/02/1989]',0.060,111.054,-0.006,-0.484
'[03:59:41.312 01/02/1989]',0.054,110.263,-0.006,-0.484
'[03:59:41.316 01/02/1989]',0.064,108.880,-0.006,-0.476
'[03:59:41.320 01/02/1989]',0.058,108.090,-0.006,-0.508
'[03:59:41.324 01/02/1989]',0.066,106.904,-0.005,-0.605
'[03:59:41.328 01/02/1989]',0.062,106.114,-0.004,-0.468
'[03:59:41.332 01/02/1989]',0.066,105.323,-0.004,-0.484
'[03:59:41.336 01/02/1989]',0.066,104.533,-0.004,-0.484
'[03:59:41.340 01/02/1989]',0.064,104.533,-0.004,-0.484
'[03:59:41.344 01/02/1989]',0.070,103.742,-0.005,-0.460
'[03:59:41.348 01/02/1989]',0.064,103.742,-0.004,-0.444
'[03:59:41.352 01/02/1989]',0.064,103.742,-0.003,-0.476
'[03:59:41.356 01/02/1989]',0.064,103.545,-0.002,-0.500
'[03:59:41.360 01/02/1989]',0.064,102.952,-0.002,-0.484
'[03:59:41.364 01/02/1989]',0.060,103.150,-0.001,-0.484
'[03:59:41.368 01/02/1989]',0.070,103.150,-0.003,-0.516
'[03:59:41.372 01/02/1989]',0.070,104.335,-0.003,-0.508
'[03:59:41.376 01/02/1989]',0.072,104.138,-0.003,-0.516
'[03:59:41.380 01/02/1989]',0.088,103.940,-0.005,-0.516
'[03:59:41.384 01/02/1989]',0.104,104.138,-0.006,-0.484
'[03:59:41.388 01/02/1989]',0.104,104.928,-0.007,-0.500
'[03:59:41.392 01/02/1989]',0.120,105.323,-0.008,-0.468
'[03:59:41.396 01/02/1989]',0.130,106.114,-0.007,-0.460
'[03:59:41.400 01/02/1989]',0.144,105.323,-0.006,-0.516
'[03:59:41.404 01/02/1989]',0.166,106.707,-0.006,-0.476
'[03:59:41.408 01/02/1989]',0.168,106.707,-0.008,-0.516
'[03:59:41.412 01/02/1989]',0.178,106.904,-0.007,-0.484
'[03:59:41.416 01/02/1989]',0.170,106.114,-0.006,-0.524
'[03:59:41.420 01/02/1989]',0.168,107.299,-0.006,-0.508
'[03:59:41.424 01/02/1989]',0.168,107.102,-0.005,-0.516
'[03:59:41.428 01/02/1989]',0.180,106.904,-0.005,-0.516
'[03:59:41.432 01/02/1989]',0.180,107.102,-0.002,-0.532
'[03:59:41.436 01/02/1989]',0.180,106.904,-0.002,-0.532
'[03:59:41.440 01/02/1989]',0.168,106.904,-0.000,-0.508
'[03:59:41.444 01/02/1989]',0.140,106.904,-0.000,-0.484
'[03:59:41.448 01/02/1989]',0.122,106.509,0.001,-0.452
'[03:59:41.452 01/02/1989]',0.108,106.114,0.002,-0.492
'[03:59:41.456 01/02/1989]',0.080,106.707,0.004,-0.484
'[03:59:41.460 01/02/1989]',0.048,105.916,0.003,-0.508
'[03:59:41.464 01/02/1989]',0.044,105.718,0.003,-0.484
'[03:59:41.468 01/02/1989]',0.018,105.718,0.001,-0.516
'[03:59:41.472 01/02/1989]',0.020,105.126,0.002,-0.516
'[03:59:41.476 01/02/1989]',0.016,104.730,0.001,-0.524
'[03:59:41.480 01/02/1989]',0.008,104.730,0.001,-0.492
'[03:59:41.484 01/02/1989]',0.008,103.940,0.001,-0.516
'[03:59:41.488 01/02/1989]',0.008,103.940,0.001,-0.500
'[03:59:41.492 01/02/1989]',0.008,103.742,0.001,-0.500
'[03:59:41.496 01/02/1989]',0.008,103.150,0.002,-0.516
'[03:59:41.500 01/02/1989]',0.008,102.557,0.003,-0.540
'[03:59:41.504 01/02/1989]',0.008,102.162,0.003,-0.508
'[03:59:41.508 01/02/1989]',0.016,102.162,0.004,-0.589
'[03:59:41.512 01/02/1989]',0.014,101.569,0.005,-0.548
'[03:59:41.516 01/02/1989]',0.012,101.174,0.004,-0.581
'[03:59:41.520 01/02/1989]',0.018,101.174,0.004,-0.556
'[03:59:41.524 01/02/1989]',0.020,100.186,0.003,-0.581
'[03:59:41.528 01/02/1989]',0.024,99.790,0.003,-0.573
'[03:59:41.532 01/02/1989]',0.020,99.198,0.005,-0.548
'[03:59:41.536 01/02/1989]',0.022,99.593,0.006,-0.524
'[03:59:41.540 01/02/1989]',0.024,99.000,0.008,-0.532
'[03:59:41.544 01/02/1989]',0.040,98.210,0.009,-0.516
'[03:59:41.548 01/02/1989]',0.052,97.617,0.010,-0.516
'[03:59:41.552 01/02/1989]',0.034,98.210,0.012,-0.540
'[03:59:41.556 01/02/1989]',0.020,97.419,0.012,-0.548
'[03:59:41.560 01/02/1989]',0.040,97.221,0.011,-0.573
'[03:59:41.564 01/02/1989]',0.108,97.024,0.008,-0.589
'[03:59:41.568 01/02/1989]',0.290,96.431,0.002,-0.581
'[03:59:41.572 01/02/1989]',0.540,95.838,-0.002,-0.556
'[03:59:41.576 01/02/1989]',0.750,96.233,-0.005,-0.605
'[03:59:41.580 01/02/1989]',0.728,95.838,-0.002,-0.605
'[03:59:41.584 01/02/1989]',0.584,95.443,-0.000,-0.613
'[03:59:41.588 01/02/1989]',0.318,95.048,0.005,-0.565
'[03:59:41.592 01/02/1989]',0.016,94.850,0.006,-0.540
'[03:59:41.596 01/02/1989]',-0.148,94.060,0.006,-0.548
'[03:59:41.600 01/02/1989]',-0.146,94.060,0.005,-0.565
'[03:59:41.604 01/02/1989]',-0.120,94.060,0.004,-0.556
'[03:59:41.608 01/02/1989]',-0.032,93.269,0.002,-0.605
'[03:59:41.612 01/02/1989]',0.032,92.677,0.003,-0.613
'[03:59:41.616 01/02/1989]',0.054,92.677,0.003,-0.613
'[03:59:41.620 01/02/1989]',0.052,92.479,0.003,-0.613
'[03:59:41.624 01/02/1989]',0.048,92.084,0.005,-0.629
'[03:59:41.628 01/02/1989]',0.042,91.886,0.006,-0.605
'[03:59:41.632 01/02/1989]',0.046,91.491,0.009,-0.581
'[03:59:41.636 01/02/1989]',0.048,91.293,0.010,-0.573
'[03:59:41.640 01/02/1989]',0.046,91.096,0.011,-0.597
'[03:59:41.644 01/02/1989]',0.054,90.898,0.013,-0.548
'[03:59:41.648 01/02/1989]',0.052,90.701,0.012,-0.573
'[03:59:41.652 01/02/1989]',0.058,90.701,0.013,-0.621
'[03:59:41.656 01/02/1989]',0.060,90.108,0.015,-0.613
'[03:59:41.660 01/02/1989]',0.062,89.910,0.015,-0.613
'[03:59:41.664 01/02/1989]',0.064,89.910,0.015,-0.613
'[03:59:41.668 01/02/1989]',0.070,89.910,0.016,-0.613
'[03:59:41.672 01/02/1989]',0.072,89.515,0.018,-0.589
'[03:59:41.676 01/02/1989]',0.080,89.120,0.017,-0.645
'[03:59:41.680 01/02/1989]',0.082,88.329,0.016,-0.573
'[03:59:41.684 01/02/1989]',0.088,88.922,0.013,-0.589
'[03:59:41.688 01/02/1989]',0.088,88.724,0.012,-0.581
'[03:59:41.692 01/02/1989]',0.090,88.724,0.010,-0.581
'[03:59:41.696 01/02/1989]',0.096,87.934,0.010,-0.597
'[03:59:41.700 01/02/1989]',0.092,88.132,0.009,-0.581
'[03:59:41.704 01/02/1989]',0.102,88.132,0.007,-0.613
'[03:59:41.708 01/02/1989]',0.108,87.934,0.007,-0.645
'[03:59:41.712 01/02/1989]',0.104,87.934,0.008,-0.597
'[03:59:41.716 01/02/1989]',0.108,87.341,0.007,-0.637
'[03:59:41.720 01/02/1989]',0.114,87.934,0.007,-0.653
'[03:59:41.724 01/02/1989]',0.122,87.539,0.006,-0.661
'[03:59:41.728 01/02/1989]',0.114,87.341,0.006,-0.613
'[03:59:41.732 01/02/1989]',0.114,87.934,0.006,-0.605
'[03:59:41.736 01/02/1989]',0.120,87.736,0.005,-0.589
'[03:59:41.740 01/02/1989]',0.126,88.724,0.005,-0.589
'[03:59:41.744 01/02/1989]',0.128,88.724,0.004,-0.613
'[03:59:41.748 01/02/1989]',0.136,90.305,0.003,-0.645
'[03:59:41.752 01/02/1989]',0.146,90.898,0.002,-0.637
'[03:59:41.756 01/02/1989]',0.142,92.281,0.002,-0.645
'[03:59:41.760 01/02/1989]',0.140,94.455,0.002,-0.661
'[03:59:41.764 01/02/1989]',0.148,96.629,0.001,-0.645
'[03:59:41.768 01/02/1989]',0.154,99.593,-0.001,-0.653
'[03:59:41.772 01/02/1989]',0.160,102.162,-0.000,-0.629
'[03:59:41.776 01/02/1989]',0.162,105.126,0.001,-0.613
'[03:59:41.780 01/02/1989]',0.172,108.485,-0.001,-0.565
'[03:59:41.784 01/02/1989]',0.178,111.054,-0.000,-0.589
'[03:59:41.788 01/02/1989]',0.182,114.808,0.000,-0.613
'[03:59:41.792 01/02/1989]',0.186,117.970,0.000,-0.621
'[03:59:41.796 01/02/1989]',0.196,121.922,0.001,-0.565
'[03:59:41.800 01/02/1989]',0.200,125.084,0.001,-0.605
'[03:59:41.804 01/02/1989]',0.202,128.048,-0.000,-0.629
'[03:59:41.808 01/02/1989]',0.204,131.605,0.000,-0.581
'[03:59:41.812 01/02/1989]',0.208,134.174,-0.000,-0.653
'[03:59:41.816 01/02/1989]',0.208,136.742,-0.001,-0.605
'[03:59:41.820 01/02/1989]',0.208,138.521,-0.001,-0.613
'[03:59:41.824 01/02/1989]',0.208,140.695,-0.002,-0.613
'[03:59:41.828 01/02/1989]',0.204,142.078,-0.003,-0.605
'[03:59:41.832 01/02/1989]',0.194,143.263,-0.001,-0.645
'[03:59:41.836 01/02/1989]',0.196,144.251,-0.003,-0.589
'[03:59:41.840 01/02/1989]',0.190,144.844,-0.003,-0.573
'[03:59:41.844 01/02/1989]',0.174,145.042,-0.004,-0.548
'[03:59:41.848 01/02/1989]',0.154,144.844,-0.004,-0.613
'[03:59:41.852 01/02/1989]',0.154,144.844,-0.006,-0.613
'[03:59:41.856 01/02/1989]',0.130,144.844,-0.006,-0.589
'[03:59:41.860 01/02/1989]',0.108,144.251,-0.006,-0.597
'[03:59:41.864 01/02/1989]',0.100,143.659,-0.007,-0.661
'[03:59:41.868 01/02/1989]',0.080,142.473,-0.008,-0.621
'[03:59:41.872 01/02/1989]',0.068,142.078,-0.008,-0.613
'[03:59:41.876 01/02/1989]',0.054,140.892,-0.009,-0.573
'[03:59:41.880 01/02/1989]',0.048,139.904,-0.010,-0.589
'[03:59:41.884 01/02/1989]',0.034,138.521,-0.011,-0.613
'[03:59:41.888 01/02/1989]',0.032,137.928,-0.011,-0.581
'[03:59:41.892 01/02/1989]',0.004,136.940,-0.011,-0.589
'[03:59:41.896 01/02/1989]',-0.000,135.952,-0.009,-0.605
'[03:59:41.900 01/02/1989]',0.008,134.766,-0.009,-0.613
'[03:59:41.904 01/02/1989]',0.012,134.371,-0.010,-0.597
'[03:59:41.908 01/02/1989]',-0.000,133.778,-0.009,-0.645
'[03:59:41.912 01/02/1989]',0.002,132.790,-0.008,-0.637
'[03:59:41.916 01/02/1989]',0.006,131.802,-0.008,-0.661
'[03:59:41.920 01/02/1989]',0.006,131.407,-0.008,-0.637
'[03:59:41.924 01/02/1989]',0.004,130.814,-0.007,-0.645
'[03:59:41.928 01/02/1989]',0.010,129.826,-0.006,-0.645
'[03:59:41.932 01/02/1989]',0.008,129.629,-0.005,-0.653
'[03:59:41.936 01/02/1989]',0.008,129.233,-0.004,-0.613
'[03:59:41.940 01/02/1989]',0.008,129.629,-0.003,-0.645
'[03:59:41.944 01/02/1989]',0.018,128.641,-0.003,-0.597
'[03:59:41.948 01/02/1989]',0.016,128.048,-0.002,-0.645
'[03:59:41.952 01/02/1989]',0.024,127.850,-0.002,-0.669
'[03:59:41.956 01/02/1989]',0.024,127.455,-0.000,-0.669
'[03:59:41.960 01/02/1989]',0.024,127.455,-0.003,-0.653
'[03:59:41.964 01/02/1989]',0.028,127.060,-0.004,-0.645
