sample interval	    ECG	     BP	(C4-A1)	p (sum)
           4118	  0.160	 46.046	 -0.016	 -0.425
           4119	  0.155	 46.674	 -0.015	 -0.445
           4120	  0.160	 47.721	 -0.015	 -0.417
           4121	  0.160	 48.977	 -0.015	 -0.439
           4122	  0.165	 51.070	 -0.015	 -0.429
           4123	  0.180	 52.953	 -0.018	 -0.459
           4124	  0.190	 54.837	 -0.016	 -0.446
           4125	  0.175	 57.140	 -0.012	 -0.464
           4126	  0.180	 60.279	 -0.013	 -0.474
           4127	  0.200	 62.581	 -0.016	 -0.480
           4128	  0.190	 65.302	 -0.015	 -0.475
           4129	  0.205	 67.605	 -0.016	 -0.474
           4130	  0.220	 71.372	 -0.019	 -0.470
           4131	  0.215	 73.884	 -0.020	 -0.459
           4132	  0.225	 76.605	 -0.020	 -0.458
           4133	  0.220	 79.744	 -0.023	 -0.458
           4134	  0.220	 82.465	 -0.021	 -0.461
           4135	  0.230	 84.977	 -0.018	 -0.471
           4136	  0.235	 87.279	 -0.019	 -0.496
           4137	  0.250	 89.791	 -0.020	 -0.504
           4138	  0.240	 92.093	 -0.021	 -0.516
           4139	  0.225	 93.977	 -0.019	 -0.516
           4140	  0.240	 95.233	 -0.019	 -0.528
           4141	  0.230	 97.744	 -0.018	 -0.516
           4142	  0.220	 98.791	 -0.017	 -0.530
           4143	  0.205	100.674	 -0.017	 -0.513
           4144	  0.220	101.512	 -0.010	 -0.536
           4145	  0.200	102.349	 -0.008	 -0.507
           4146	  0.195	103.814	 -0.004	 -0.536
           4147	  0.190	104.860	 -0.001	 -0.533
           4148	  0.160	104.233	 -0.001	 -0.542
           4149	  0.160	104.651	  0.001	 -0.551
           4150	  0.135	104.860	  0.003	 -0.562
           4151	  0.135	105.070	 -0.001	 -0.561
           4152	  0.100	104.442	 -0.005	 -0.572
           4153	  0.085	103.395	 -0.004	 -0.559
           4154	  0.065	102.767	 -0.005	 -0.558
           4155	  0.060	102.349	 -0.008	 -0.568
           4156	  0.035	100.884	 -0.009	 -0.549
           4157	  0.020	 99.837	 -0.009	 -0.548
           4158	  0.020	 98.372	 -0.013	 -0.551
           4159	  0.025	 97.326	 -0.015	 -0.568
           4160	  0.010	 96.070	 -0.013	 -0.565
           4161	 -0.005	 94.605	 -0.017	 -0.575
           4162	 -0.000	 93.349	 -0.019	 -0.587
           4163	 -0.000	 92.093	 -0.020	 -0.586
           4164	 -0.000	 90.628	 -0.018	 -0.593
           4165	 -0.015	 88.953	 -0.018	 -0.583
           4166	 -0.010	 88.116	 -0.018	 -0.597
           4167	 -0.000	 86.442	 -0.017	 -0.584
           4168	 -0.000	 86.233	 -0.017	 -0.574
           4169	 -0.000	 84.767	 -0.015	 -0.590
           4170	 -0.015	 83.930	 -0.014	 -0.570
           4171	 -0.000	 82.465	 -0.013	 -0.594
           4172	 -0.000	 81.837	 -0.012	 -0.578
           4173	 -0.000	 80.791	 -0.014	 -0.610
           4174	  0.005	 79.744	 -0.012	 -0.599
           4175	  0.020	 78.907	 -0.010	 -0.614
           4176	  0.015	 78.488	 -0.012	 -0.616
           4177	 -0.000	 78.070	 -0.013	 -0.597
           4178	  0.015	 77.442	 -0.012	 -0.610
           4179	  0.010	 76.395	 -0.012	 -0.603
           4180	  0.015	 76.186	 -0.014	 -0.587
           4181	  0.015	 75.139	 -0.014	 -0.603
           4182	  0.020	 74.721	 -0.016	 -0.586
           4183	  0.035	 74.302	 -0.016	 -0.593
           4184	  0.030	 73.046	 -0.017	 -0.601
           4185	  0.025	 72.837	 -0.013	 -0.597
           4186	  0.030	 72.000	 -0.014	 -0.620
           4187	  0.025	 71.163	 -0.015	 -0.614
           4188	  0.025	 71.163	 -0.015	 -0.607
           4189	  0.040	 70.116	 -0.010	 -0.600
           4190	  0.045	 69.698	 -0.011	 -0.614
           4191	  0.030	 68.860	 -0.011	 -0.600
           4192	  0.030	 68.442	 -0.010	 -0.591
           4193	  0.040	 67.605	 -0.012	 -0.591
           4194	  0.035	 66.558	 -0.014	 -0.591
           4195	  0.040	 66.977	 -0.015	 -0.590
           4196	  0.035	 65.930	 -0.016	 -0.609
           4197	  0.040	 65.302	 -0.018	 -0.591
           4198	  0.050	 64.465	 -0.019	 -0.609
           4199	  0.045	 64.256	 -0.016	 -0.620
           4200	  0.035	 63.837	 -0.015	 -0.626
           4201	  0.030	 63.209	 -0.017	 -0.609
           4202	  0.040	 63.000	 -0.020	 -0.597
           4203	  0.040	 62.163	 -0.018	 -0.600
           4204	  0.040	 61.953	 -0.019	 -0.603
           4205	  0.040	 62.163	 -0.021	 -0.580
           4206	  0.055	 61.535	 -0.021	 -0.591
           4207	  0.045	 61.116	 -0.020	 -0.586
           4208	  0.050	 61.326	 -0.020	 -0.581
           4209	  0.050	 61.326	 -0.022	 -0.603
           4210	  0.040	 60.907	 -0.017	 -0.586
           4211	  0.070	 60.488	 -0.019	 -0.609
           4212	  0.060	 60.279	 -0.021	 -0.614
           4213	  0.045	 60.488	 -0.020	 -0.623
           4214	  0.050	 60.488	 -0.018	 -0.609
           4215	  0.060	 60.907	 -0.019	 -0.606
           4216	  0.060	 61.116	 -0.020	 -0.597
           4217	  0.070	 60.907	 -0.022	 -0.609
           4218	  0.055	 61.116	 -0.020	 -0.601
           4219	  0.060	 61.535	 -0.021	 -0.601
           4220	  0.070	 61.535	 -0.021	 -0.591
           4221	  0.065	 61.326	 -0.020	 -0.620
           4222	  0.060	 62.163	 -0.021	 -0.626
           4223	  0.060	 62.163	 -0.022	 -0.632
           4224	  0.050	 62.372	 -0.023	 -0.636
           4225	  0.065	 62.372	 -0.022	 -0.632
           4226	  0.060	 63.000	 -0.025	 -0.632
           4227	  0.070	 62.791	 -0.026	 -0.628
           4228	  0.060	 62.791	 -0.025	 -0.619
           4229	  0.060	 63.209	 -0.024	 -0.603
           4230	  0.075	 63.837	 -0.025	 -0.591
           4231	  0.055	 63.628	 -0.025	 -0.600
           4232	  0.080	 63.837	 -0.024	 -0.614
           4233	  0.065	 63.837	 -0.026	 -0.610
           4234	  0.060	 64.046	 -0.026	 -0.614
           4235	  0.075	 64.046	 -0.024	 -0.609
           4236	  0.080	 64.046	 -0.025	 -0.613
           4237	  0.070	 64.256	 -0.025	 -0.607
           4238	  0.065	 64.046	 -0.027	 -0.610
           4239	  0.085	 64.256	 -0.024	 -0.601
           4240	  0.075	 64.046	 -0.024	 -0.609
           4241	  0.075	 63.837	 -0.025	 -0.597
           4242	  0.065	 64.046	 -0.024	 -0.581
           4243	  0.085	 64.046	 -0.024	 -0.588
           4244	  0.075	 63.628	 -0.023	 -0.606
           4245	  0.070	 64.046	 -0.024	 -0.593
           4246	  0.075	 63.837	 -0.022	 -0.599
           4247	  0.090	 63.837	 -0.020	 -0.603
           4248	  0.080	 63.837	 -0.021	 -0.614
           4249	  0.080	 63.000	 -0.019	 -0.619
           4250	  0.080	 63.209	 -0.017	 -0.623
           4251	  0.085	 63.000	 -0.019	 -0.619
           4252	  0.080	 62.791	 -0.022	 -0.617
           4253	  0.080	 62.372	 -0.020	 -0.607
           4254	  0.085	 62.163	 -0.020	 -0.591
           4255	  0.090	 62.791	 -0.022	 -0.586
           4256	  0.100	 62.163	 -0.022	 -0.600
           4257	  0.070	 61.535	 -0.023	 -0.604
           4258	  0.075	 61.535	 -0.026	 -0.596
           4259	  0.095	 60.907	 -0.025	 -0.597
           4260	  0.090	 60.488	 -0.023	 -0.597
           4261	  0.085	 60.279	 -0.023	 -0.614
           4262	  0.100	 60.279	 -0.025	 -0.613
           4263	  0.090	 60.488	 -0.025	 -0.620
           4264	  0.100	 59.860	 -0.022	 -0.610
           4265	  0.090	 59.442	 -0.022	 -0.603
           4266	  0.095	 58.814	 -0.021	 -0.578
           4267	  0.110	 58.814	 -0.020	 -0.577
           4268	  0.115	 59.023	 -0.019	 -0.583
           4269	  0.110	 58.605	 -0.021	 -0.603
           4270	  0.100	 58.186	 -0.022	 -0.591
           4271	  0.120	 57.767	 -0.022	 -0.596
           4272	  0.130	 57.558	 -0.023	 -0.591
           4273	  0.140	 57.140	 -0.027	 -0.601
           4274	  0.140	 57.140	 -0.028	 -0.603
           4275	  0.150	 56.721	 -0.030	 -0.600
           4276	  0.130	 56.930	 -0.033	 -0.591
           4277	  0.140	 56.302	 -0.036	 -0.581
           4278	  0.140	 55.674	 -0.034	 -0.578
           4279	  0.140	 55.256	 -0.030	 -0.591
           4280	  0.115	 55.465	 -0.029	 -0.578
           4281	  0.120	 55.046	 -0.025	 -0.567
           4282	  0.120	 54.628	 -0.023	 -0.584
           4283	  0.100	 54.628	 -0.023	 -0.593
           4284	  0.095	 54.209	 -0.021	 -0.587
           4285	  0.100	 54.000	 -0.018	 -0.581
           4286	  0.100	 53.163	 -0.020	 -0.601
           4287	  0.095	 52.953	 -0.020	 -0.597
           4288	  0.065	 52.953	 -0.020	 -0.584
           4289	  0.080	 52.953	 -0.019	 -0.580
           4290	  0.070	 52.744	 -0.019	 -0.591
           4291	  0.075	 52.326	 -0.020	 -0.565
           4292	  0.085	 52.116	 -0.021	 -0.583
           4293	  0.065	 52.116	 -0.020	 -0.571
           4294	  0.080	 51.907	 -0.021	 -0.588
           4295	  0.090	 51.698	 -0.023	 -0.593
           4296	  0.075	 51.279	 -0.025	 -0.599
           4297	  0.095	 51.070	 -0.026	 -0.591
           4298	  0.090	 51.698	 -0.030	 -0.597
           4299	  0.090	 50.651	 -0.030	 -0.603
           4300	  0.085	 51.070	 -0.028	 -0.612
           4301	  0.080	 51.488	 -0.029	 -0.594
           4302	  0.090	 50.442	 -0.031	 -0.577
           4303	  0.100	 50.023	 -0.027	 -0.583
           4304	  0.080	 49.605	 -0.027	 -0.568
           4305	  0.110	 50.023	 -0.027	 -0.574
           4306	  0.140	 49.605	 -0.028	 -0.590
           4307	  0.160	 49.395	 -0.027	 -0.591
           4308	  0.240	 49.395	 -0.022	 -0.599
           4309	  0.360	 49.605	 -0.016	 -0.591
           4310	  0.550	 48.767	 -0.002	 -0.588
           4311	  0.770	 48.767	  0.005	 -0.603
           4312	  0.915	 49.395	  0.008	 -0.587
           4313	  0.940	 49.395	  0.002	 -0.596
           4314	  0.705	 48.767	 -0.006	 -0.574
           4315	  0.345	 48.349	 -0.020	 -0.567
           4316	 -0.015	 48.140	 -0.035	 -0.568
           4317	 -0.235	 48.349	 -0.043	 -0.561
           4318	 -0.325	 48.349	 -0.043	 -0.568
           4319	 -0.270	 48.349	 -0.042	 -0.571
           4320	 -0.175	 47.930	 -0.039	 -0.568
           4321	 -0.095	 47.930	 -0.038	 -0.581
           4322	 -0.040	 47.930	 -0.038	 -0.587
           4323	  0.020	 47.721	 -0.038	 -0.590
           4324	  0.020	 47.512	 -0.035	 -0.584
           4325	  0.060	 47.302	 -0.033	 -0.574
           4326	  0.090	 47.512	 -0.034	 -0.584
           4327	  0.060	 47.721	 -0.037	 -0.565
           4328	  0.080	 46.884	 -0.035	 -0.571
           4329	  0.060	 47.093	 -0.034	 -0.557
           4330	  0.080	 47.093	 -0.035	 -0.574
           4331	  0.070	 46.674	 -0.033	 -0.564
           4332	  0.080	 46.674	 -0.033	 -0.587
           4333	  0.065	 46.884	 -0.032	 -0.577
           4334	  0.090	 46.674	 -0.029	 -0.596
           4335	  0.085	 46.465	 -0.023	 -0.597
           4336	  0.090	 46.674	 -0.020	 -0.594
           4337	  0.100	 46.884	 -0.021	 -0.580
           4338	  0.100	 46.256	 -0.019	 -0.591
           4339	  0.095	 46.046	 -0.018	 -0.574
           4340	  0.100	 46.046	 -0.019	 -0.565
           4341	  0.115	 46.256	 -0.019	 -0.570
           4342	  0.105	 46.046	 -0.019	 -0.564
           4343	  0.120	 45.628	 -0.019	 -0.574
           4344	  0.100	 46.256	 -0.019	 -0.580
           4345	  0.115	 46.256	 -0.020	 -0.578
           4346	  0.125	 45.419	 -0.022	 -0.594
           4347	  0.120	 46.046	 -0.024	 -0.591
           4348	  0.110	 45.837	 -0.027	 -0.586
           4349	  0.120	 45.419	 -0.027	 -0.574
           4350	  0.130	 45.628	 -0.024	 -0.581
           4351	  0.120	 45.419	 -0.026	 -0.584
           4352	  0.120	 45.419	 -0.025	 -0.565
           4353	  0.130	 44.581	 -0.024	 -0.559
           4354	  0.125	 44.581	 -0.020	 -0.559
           4355	  0.140	 45.419	 -0.018	 -0.554
           4356	  0.135	 45.000	 -0.016	 -0.568
           4357	  0.140	 45.209	 -0.016	 -0.561
           4358	  0.160	 46.046	 -0.016	 -0.568
           4359	  0.160	 46.674	 -0.016	 -0.584
           4360	  0.160	 47.930	 -0.014	 -0.567
           4361	  0.155	 48.558	 -0.014	 -0.558
           4362	  0.175	 50.442	 -0.016	 -0.561
           4363	  0.170	 52.326	 -0.015	 -0.557
           4364	  0.190	 55.046	 -0.012	 -0.536
           4365	  0.190	 57.349	 -0.011	 -0.545
           4366	  0.195	 59.442	 -0.011	 -0.520
           4367	  0.200	 62.163	 -0.012	 -0.554
           4368	  0.205	 65.093	 -0.012	 -0.529
           4369	  0.220	 67.186	 -0.011	 -0.559
           4370	  0.205	 70.535	 -0.010	 -0.564
           4371	  0.215	 73.674	 -0.009	 -0.568
           4372	  0.220	 76.395	 -0.008	 -0.557
           4373	  0.235	 79.535	 -0.011	 -0.554
           4374	  0.235	 81.837	 -0.008	 -0.552
           4375	  0.230	 85.186	 -0.006	 -0.557
           4376	  0.230	 87.907	 -0.006	 -0.548
           4377	  0.240	 89.791	 -0.007	 -0.536
           4378	  0.230	 91.674	 -0.004	 -0.541
           4379	  0.230	 93.977	 -0.005	 -0.539
           4380	  0.235	 95.651	 -0.009	 -0.532
           4381	  0.220	 97.953	 -0.010	 -0.554
           4382	  0.215	 99.209	 -0.011	 -0.570
           4383	  0.205	100.674	 -0.014	 -0.558
           4384	  0.205	101.721	 -0.014	 -0.554
           4385	  0.210	102.558	 -0.011	 -0.552
           4386	  0.185	104.233	 -0.012	 -0.564
           4387	  0.170	104.442	 -0.014	 -0.539
           4388	  0.165	105.279	 -0.013	 -0.557
           4389	  0.135	105.070	 -0.011	 -0.523
           4390	  0.130	105.279	 -0.011	 -0.545
           4391	  0.125	104.860	 -0.012	 -0.535
           4392	  0.095	103.814	 -0.014	 -0.533
           4393	  0.080	103.395	 -0.013	 -0.532
           4394	  0.070	102.349	 -0.012	 -0.561
           4395	  0.060	101.512	 -0.013	 -0.558
           4396	  0.035	100.465	 -0.012	 -0.551
           4397	  0.020	 99.000	 -0.011	 -0.548
           4398	  0.035	 97.535	 -0.013	 -0.557
           4399	  0.035	 96.488	 -0.010	 -0.554
           4400	  0.015	 95.233	 -0.007	 -0.546
           4401	  0.015	 93.977	 -0.009	 -0.533
           4402	  0.010	 92.302	 -0.011	 -0.539
           4403	 -0.000	 90.628	 -0.007	 -0.522
           4404	  0.010	 89.372	 -0.007	 -0.525
           4405	 -0.000	 88.535	 -0.009	 -0.520
           4406	 -0.000	 87.698	 -0.009	 -0.525
           4407	 -0.000	 86.233	 -0.013	 -0.536
           4408	 -0.005	 84.977	 -0.017	 -0.533
           4409	 -0.000	 83.512	 -0.019	 -0.539
           4410	 -0.000	 82.884	 -0.017	 -0.528
           4411	  0.005	 81.628	 -0.018	 -0.523
           4412	 -0.000	 80.581	 -0.020	 -0.513
           4413	 -0.000	 79.744	 -0.020	 -0.516
           4414	 -0.000	 78.698	 -0.019	 -0.516
           4415	  0.005	 77.651	 -0.021	 -0.528
           4416	  0.005	 77.233	 -0.022	 -0.509
           4417	 -0.000	 76.814	 -0.024	 -0.516
           4418	 -0.000	 75.558	 -0.024	 -0.516
           4419	  0.005	 74.930	 -0.023	 -0.529
           4420	  0.010	 74.512	 -0.023	 -0.525
           4421	  0.010	 73.465	 -0.021	 -0.529
           4422	  0.005	 73.046	 -0.021	 -0.523
           4423	  0.020	 72.000	 -0.022	 -0.523
           4424	  0.020	 71.581	 -0.020	 -0.514
           4425	  0.015	 70.953	 -0.016	 -0.520
           4426	  0.035	 70.535	 -0.017	 -0.517
           4427	  0.030	 69.698	 -0.018	 -0.507
           4428	  0.035	 68.860	 -0.019	 -0.499
           4429	  0.020	 68.023	 -0.020	 -0.509
           4430	  0.030	 67.395	 -0.024	 -0.520
           4431	  0.040	 66.767	 -0.028	 -0.526
           4432	  0.030	 65.721	 -0.029	 -0.528
           4433	  0.045	 65.093	 -0.032	 -0.522
           4434	  0.035	 64.256	 -0.033	 -0.520
           4435	  0.030	 64.465	 -0.031	 -0.513
           4436	  0.035	 63.628	 -0.030	 -0.513
           4437	  0.035	 63.419	 -0.030	 -0.509
           4438	  0.050	 63.000	 -0.028	 -0.513
           4439	  0.055	 62.163	 -0.024	 -0.494
           4440	  0.040	 61.535	 -0.021	 -0.499
           4441	  0.040	 61.116	 -0.022	 -0.499
           4442	  0.045	 61.116	 -0.019	 -0.520
           4443	  0.050	 60.907	 -0.016	 -0.513
           4444	  0.060	 60.488	 -0.012	 -0.533
           4445	  0.055	 59.860	 -0.009	 -0.528
           4446	  0.060	 59.860	 -0.008	 -0.523
           4447	  0.050	 59.651	 -0.007	 -0.516
           4448	  0.060	 59.651	 -0.011	 -0.503
           4449	  0.055	 59.651	 -0.011	 -0.486
           4450	  0.040	 59.442	 -0.011	 -0.494
           4451	  0.060	 59.651	 -0.015	 -0.493
           4452	  0.060	 59.860	 -0.018	 -0.483
           4453	  0.045	 59.442	 -0.018	 -0.483
           4454	  0.060	 59.651	 -0.021	 -0.499
           4455	  0.060	 59.860	 -0.026	 -0.491
           4456	  0.050	 60.279	 -0.026	 -0.490
           4457	  0.060	 60.488	 -0.030	 -0.509
           4458	  0.050	 60.488	 -0.031	 -0.514
           4459	  0.065	 61.116	 -0.031	 -0.520
           4460	  0.075	 61.326	 -0.027	 -0.501
           4461	  0.060	 61.744	 -0.026	 -0.493
           4462	  0.060	 61.326	 -0.024	 -0.480
           4463	  0.050	 62.163	 -0.022	 -0.496
           4464	  0.055	 62.372	 -0.016	 -0.481
           4465	  0.055	 62.581	 -0.014	 -0.484
           4466	  0.050	 62.791	 -0.015	 -0.490
           4467	  0.050	 62.581	 -0.014	 -0.516
           4468	  0.070	 62.581	 -0.013	 -0.506
           4469	  0.075	 63.000	 -0.013	 -0.522
           4470	  0.060	 63.000	 -0.012	 -0.516
           4471	  0.065	 63.209	 -0.011	 -0.514
           4472	  0.080	 63.419	 -0.010	 -0.507
           4473	  0.070	 63.419	 -0.012	 -0.497
           4474	  0.065	 63.628	 -0.011	 -0.487
           4475	  0.060	 63.419	 -0.009	 -0.493
           4476	  0.060	 63.837	 -0.013	 -0.496
           4477	  0.080	 63.628	 -0.017	 -0.487
           4478	  0.065	 63.837	 -0.016	 -0.483
           4479	  0.065	 63.628	 -0.020	 -0.497
           4480	  0.065	 63.837	 -0.021	 -0.504
           4481	  0.080	 63.837	 -0.024	 -0.499
           4482	  0.080	 63.837	 -0.023	 -0.503
           4483	  0.065	 63.628	 -0.023	 -0.484
           4484	  0.065	 63.837	 -0.023	 -0.490
           4485	  0.060	 63.837	 -0.020	 -0.487
           4486	  0.080	 63.000	 -0.020	 -0.487
           4487	  0.080	 63.209	 -0.021	 -0.462
           4488	  0.065	 63.000	 -0.019	 -0.481
           4489	  0.075	 63.209	 -0.015	 -0.459
           4490	  0.075	 63.000	 -0.014	 -0.471
           4491	  0.075	 62.581	 -0.014	 -0.483
           4492	  0.080	 62.372	 -0.013	 -0.488
           4493	  0.075	 62.163	 -0.012	 -0.477
           4494	  0.080	 62.163	 -0.010	 -0.499
           4495	  0.075	 61.535	 -0.010	 -0.493
           4496	  0.080	 61.953	 -0.012	 -0.481
           4497	  0.070	 61.535	 -0.012	 -0.467
           4498	  0.080	 61.116	 -0.012	 -0.464
           4499	  0.080	 60.698	 -0.011	 -0.445
           4500	  0.090	 60.698	 -0.009	 -0.446
