sample interval	    ECG	     BP	(C3-O1)	(nasal)
           3383	  0.130	 92.776	 -0.009	  0.033
           3384	  0.136	 92.487	 -0.008	  0.037
           3385	  0.120	 92.197	 -0.005	  0.043
           3386	  0.122	 91.618	 -0.004	  0.048
           3387	  0.120	 91.618	 -0.005	  0.053
           3388	  0.124	 91.039	 -0.006	  0.057
           3389	  0.114	 91.184	 -0.009	  0.062
           3390	  0.108	 90.605	 -0.009	  0.067
           3391	  0.108	 90.026	 -0.008	  0.073
           3392	  0.096	 89.882	 -0.007	  0.077
           3393	  0.080	 89.447	 -0.003	  0.082
           3394	  0.068	 89.303	 -0.004	  0.087
           3395	  0.056	 89.303	 -0.005	  0.091
           3396	  0.052	 88.579	 -0.002	  0.096
           3397	  0.052	 88.868	 -0.003	  0.100
           3398	  0.054	 88.289	 -0.003	  0.106
           3399	  0.046	 88.289	 -0.004	  0.110
           3400	  0.064	 87.711	 -0.003	  0.116
           3401	  0.058	 87.711	 -0.004	  0.120
           3402	  0.054	 87.711	  0.000	  0.124
           3403	  0.072	 86.842	 -0.001	  0.129
           3404	  0.064	 87.132	  0.001	  0.133
           3405	  0.064	 86.842	  0.002	  0.138
           3406	  0.064	 86.553	 -0.000	  0.142
           3407	  0.066	 86.408	 -0.001	  0.147
           3408	  0.052	 85.974	 -0.002	  0.150
           3409	  0.048	 85.684	 -0.004	  0.155
           3410	  0.050	 85.539	 -0.003	  0.159
           3411	  0.064	 85.395	 -0.003	  0.164
           3412	  0.062	 84.816	 -0.004	  0.167
           3413	  0.066	 84.816	 -0.005	  0.171
           3414	  0.058	 84.671	 -0.006	  0.175
           3415	  0.072	 84.237	 -0.007	  0.179
           3416	  0.064	 84.382	 -0.008	  0.183
           3417	  0.072	 84.092	 -0.008	  0.186
           3418	  0.064	 84.237	 -0.004	  0.189
           3419	  0.038	 83.658	 -0.006	  0.193
           3420	  0.010	 83.513	 -0.006	  0.196
           3421	 -0.024	 83.658	 -0.006	  0.199
           3422	 -0.024	 83.224	 -0.010	  0.202
           3423	  0.024	 83.079	 -0.012	  0.205
           3424	  0.150	 83.224	 -0.012	  0.207
           3425	  0.360	 83.079	 -0.013	  0.211
           3426	  0.616	 82.934	 -0.016	  0.212
           3427	  0.896	 82.934	 -0.019	  0.215
           3428	  1.156	 82.789	 -0.020	  0.217
           3429	  1.316	 82.645	 -0.017	  0.219
           3430	  1.394	 82.355	 -0.013	  0.222
           3431	  1.312	 82.066	 -0.009	  0.224
           3432	  0.894	 82.211	 -0.004	  0.226
           3433	  0.360	 82.500	 -0.003	  0.227
           3434	 -0.064	 82.211	 -0.005	  0.230
           3435	 -0.348	 81.921	 -0.007	  0.232
           3436	 -0.304	 81.342	 -0.008	  0.234
           3437	 -0.146	 81.921	 -0.012	  0.235
           3438	 -0.040	 81.342	 -0.016	  0.238
           3439	  0.004	 81.342	 -0.016	  0.239
           3440	 -0.008	 81.053	 -0.016	  0.241
           3441	 -0.012	 81.342	 -0.014	  0.242
           3442	 -0.008	 80.618	 -0.013	  0.244
           3443	 -0.012	 80.763	 -0.008	  0.245
           3444	 -0.006	 80.184	 -0.007	  0.247
           3445	 -0.012	 80.039	 -0.004	  0.249
           3446	 -0.000	 80.039	 -0.003	  0.251
           3447	  0.002	 79.895	 -0.004	  0.252
           3448	 -0.000	 79.750	 -0.004	  0.253
           3449	  0.012	 79.316	 -0.004	  0.254
           3450	  0.008	 79.461	 -0.004	  0.255
           3451	  0.010	 79.605	 -0.000	  0.255
           3452	  0.012	 79.461	  0.001	  0.258
           3453	  0.028	 79.026	  0.003	  0.258
           3454	  0.022	 78.882	  0.003	  0.260
           3455	  0.024	 78.737	  0.002	  0.260
           3456	  0.024	 78.592	  0.000	  0.262
           3457	  0.032	 78.447	 -0.001	  0.263
           3458	  0.030	 78.447	 -0.005	  0.263
           3459	  0.034	 78.303	 -0.006	  0.264
           3460	  0.036	 78.303	 -0.007	  0.265
           3461	  0.052	 78.013	 -0.004	  0.266
           3462	  0.054	 77.868	 -0.005	  0.267
           3463	  0.050	 77.868	 -0.002	  0.268
           3464	  0.052	 77.868	 -0.002	  0.268
           3465	  0.058	 77.868	 -0.001	  0.269
           3466	  0.064	 77.724	 -0.002	  0.270
           3467	  0.068	 77.434	 -0.002	  0.270
           3468	  0.064	 77.434	  0.000	  0.270
           3469	  0.068	 77.289	 -0.003	  0.272
           3470	  0.072	 77.289	 -0.006	  0.272
           3471	  0.080	 77.289	 -0.006	  0.273
           3472	  0.090	 77.579	 -0.010	  0.274
           3473	  0.096	 77.868	 -0.010	  0.274
           3474	  0.104	 78.013	 -0.008	  0.274
           3475	  0.102	 78.592	 -0.004	  0.274
           3476	  0.112	 79.461	 -0.002	  0.276
           3477	  0.108	 80.184	 -0.000	  0.276
           3478	  0.122	 81.487	  0.002	  0.276
           3479	  0.128	 82.934	  0.001	  0.276
           3480	  0.140	 84.092	 -0.004	  0.277
           3481	  0.148	 85.829	 -0.010	  0.278
           3482	  0.160	 87.421	 -0.011	  0.278
           3483	  0.176	 89.447	 -0.012	  0.278
           3484	  0.170	 91.184	 -0.009	  0.279
           3485	  0.190	 92.921	 -0.005	  0.279
           3486	  0.194	 94.947	 -0.003	  0.280
           3487	  0.198	 97.263	 -0.003	  0.280
           3488	  0.220	 99.145	 -0.003	  0.281
           3489	  0.224	101.461	 -0.001	  0.281
           3490	  0.236	103.921	 -0.002	  0.281
           3491	  0.236	106.382	 -0.005	  0.281
           3492	  0.254	107.974	 -0.008	  0.281
           3493	  0.260	110.434	 -0.013	  0.282
           3494	  0.262	112.605	 -0.019	  0.281
           3495	  0.264	114.921	 -0.018	  0.281
           3496	  0.264	116.803	 -0.018	  0.281
           3497	  0.264	118.539	 -0.013	  0.281
           3498	  0.264	120.421	 -0.011	  0.281
           3499	  0.254	121.724	 -0.007	  0.281
           3500	  0.248	122.737	 -0.004	  0.281
           3501	  0.226	123.750	 -0.002	  0.281
           3502	  0.198	124.474	  0.000	  0.282
           3503	  0.178	125.053	 -0.001	  0.281
           3504	  0.152	125.776	  0.003	  0.281
           3505	  0.122	125.632	 -0.000	  0.281
           3506	  0.088	125.632	 -0.000	  0.281
           3507	  0.064	125.342	 -0.002	  0.281
           3508	  0.036	124.908	 -0.005	  0.281
           3509	  0.016	124.474	 -0.003	  0.281
           3510	 -0.008	124.184	 -0.006	  0.280
           3511	 -0.016	123.316	 -0.006	  0.281
           3512	 -0.040	122.447	 -0.008	  0.280
           3513	 -0.044	121.289	 -0.008	  0.279
           3514	 -0.048	120.132	 -0.006	  0.280
           3515	 -0.062	119.118	 -0.003	  0.279
           3516	 -0.064	118.105	 -0.001	  0.279
           3517	 -0.062	116.803	  0.004	  0.280
           3518	 -0.064	116.079	  0.003	  0.278
           3519	 -0.068	115.211	  0.003	  0.277
           3520	 -0.070	114.487	  0.001	  0.278
           3521	 -0.070	113.184	  0.002	  0.277
           3522	 -0.066	112.316	  0.001	  0.277
           3523	 -0.058	111.158	 -0.002	  0.277
           3524	 -0.054	110.289	 -0.001	  0.278
           3525	 -0.054	109.276	 -0.002	  0.277
           3526	 -0.044	108.553	 -0.002	  0.276
           3527	 -0.036	107.395	 -0.002	  0.276
           3528	 -0.028	106.961	 -0.003	  0.276
           3529	 -0.032	106.526	 -0.002	  0.275
           3530	 -0.028	105.658	 -0.004	  0.275
           3531	 -0.036	105.079	 -0.003	  0.275
           3532	 -0.028	104.355	 -0.003	  0.274
           3533	 -0.024	103.776	 -0.002	  0.273
           3534	 -0.016	103.197	 -0.001	  0.273
           3535	 -0.022	102.763	  0.002	  0.272
           3536	 -0.010	102.184	  0.005	  0.273
           3537	 -0.014	101.461	  0.006	  0.271
           3538	 -0.018	101.026	  0.003	  0.271
           3539	 -0.000	100.737	  0.004	  0.270
           3540	 -0.006	 99.868	  0.003	  0.270
           3541	 -0.008	 99.579	 -0.001	  0.270
           3542	 -0.006	 98.855	 -0.003	  0.270
           3543	 -0.000	 98.276	 -0.008	  0.270
           3544	 -0.002	 97.118	 -0.012	  0.269
           3545	 -0.004	 97.263	 -0.012	  0.268
           3546	  0.008	 96.105	 -0.011	  0.268
           3547	  0.006	 95.816	 -0.010	  0.267
           3548	  0.006	 94.658	 -0.005	  0.267
           3549	  0.022	 93.934	 -0.003	  0.267
           3550	  0.014	 93.211	  0.002	  0.267
           3551	  0.010	 93.066	  0.006	  0.266
           3552	  0.016	 92.632	  0.007	  0.266
           3553	  0.024	 91.763	  0.009	  0.265
           3554	  0.024	 91.329	  0.005	  0.265
           3555	  0.024	 91.039	  0.002	  0.264
           3556	  0.024	 90.750	  0.003	  0.264
           3557	  0.028	 90.171	  0.001	  0.263
           3558	  0.024	 90.171	  0.003	  0.263
           3559	  0.016	 89.737	  0.001	  0.262
           3560	  0.020	 89.592	 -0.001	  0.262
           3561	  0.024	 89.592	 -0.003	  0.261
           3562	  0.028	 89.447	 -0.006	  0.260
           3563	  0.036	 89.303	 -0.004	  0.260
           3564	  0.024	 89.447	 -0.003	  0.259
           3565	  0.044	 89.447	 -0.008	  0.259
           3566	  0.028	 89.592	 -0.009	  0.258
           3567	  0.034	 89.737	 -0.012	  0.258
           3568	  0.036	 89.592	 -0.011	  0.257
           3569	  0.038	 90.026	 -0.009	  0.257
           3570	  0.024	 90.605	 -0.007	  0.256
           3571	  0.038	 90.461	 -0.003	  0.256
           3572	  0.032	 90.895	 -0.001	  0.255
           3573	  0.038	 91.474	 -0.000	  0.254
           3574	  0.044	 91.474	  0.001	  0.253
           3575	  0.036	 91.908	  0.003	  0.252
           3576	  0.046	 92.487	  0.002	  0.252
           3577	  0.040	 92.487	  0.002	  0.252
           3578	  0.044	 92.921	  0.005	  0.251
           3579	  0.054	 92.921	  0.007	  0.252
           3580	  0.042	 93.355	  0.008	  0.251
           3581	  0.048	 93.500	  0.007	  0.251
           3582	  0.048	 93.789	  0.006	  0.250
           3583	  0.050	 93.789	  0.002	  0.249
           3584	  0.062	 93.645	 -0.003	  0.249
           3585	  0.058	 93.789	 -0.008	  0.248
           3586	  0.066	 93.934	 -0.014	  0.248
           3587	  0.060	 94.368	 -0.017	  0.247
           3588	  0.072	 94.079	 -0.018	  0.247
           3589	  0.072	 94.079	 -0.014	  0.246
           3590	  0.074	 94.079	 -0.010	  0.246
           3591	  0.084	 93.934	 -0.007	  0.245
           3592	  0.082	 94.079	 -0.004	  0.244
           3593	  0.094	 93.934	 -0.003	  0.244
           3594	  0.092	 93.500	 -0.004	  0.243
           3595	  0.108	 93.355	 -0.000	  0.242
           3596	  0.108	 92.921	  0.000	  0.242
           3597	  0.120	 92.921	  0.001	  0.241
           3598	  0.136	 92.776	  0.000	  0.240
           3599	  0.136	 92.632	  0.001	  0.239
           3600	  0.128	 92.342	  0.002	  0.238
           3601	  0.128	 92.197	  0.005	  0.239
           3602	  0.114	 92.197	  0.006	  0.238
           3603	  0.114	 91.618	  0.006	  0.237
           3604	  0.112	 91.184	  0.005	  0.236
           3605	  0.102	 91.184	  0.004	  0.234
           3606	  0.108	 90.750	  0.002	  0.235
           3607	  0.092	 90.605	  0.000	  0.234
           3608	  0.090	 90.461	 -0.002	  0.233
           3609	  0.074	 90.026	 -0.008	  0.233
           3610	  0.072	 89.737	 -0.008	  0.232
           3611	  0.058	 89.447	 -0.007	  0.231
           3612	  0.050	 89.447	 -0.004	  0.230
           3613	  0.050	 88.434	  0.000	  0.229
           3614	  0.050	 88.868	  0.005	  0.229
           3615	  0.042	 88.289	  0.006	  0.228
           3616	  0.058	 88.145	  0.007	  0.228
           3617	  0.056	 87.711	  0.006	  0.227
           3618	  0.060	 87.711	  0.005	  0.226
           3619	  0.066	 87.276	  0.002	  0.226
           3620	  0.064	 86.842	  0.003	  0.225
           3621	  0.070	 86.408	  0.003	  0.225
           3622	  0.050	 86.553	  0.003	  0.224
           3623	  0.064	 86.118	  0.002	  0.223
           3624	  0.064	 86.118	  0.001	  0.223
           3625	  0.068	 85.684	  0.005	  0.222
           3626	  0.062	 85.829	  0.007	  0.221
           3627	  0.062	 85.395	  0.009	  0.220
           3628	  0.066	 85.395	  0.013	  0.220
           3629	  0.070	 84.961	  0.015	  0.219
           3630	  0.066	 84.961	  0.014	  0.219
           3631	  0.068	 84.816	  0.009	  0.218
           3632	  0.078	 84.671	  0.008	  0.217
           3633	  0.074	 84.816	  0.004	  0.216
           3634	  0.068	 83.947	  0.003	  0.215
           3635	  0.052	 84.526	  0.003	  0.215
           3636	  0.020	 84.092	  0.006	  0.214
           3637	 -0.004	 84.092	  0.004	  0.212
           3638	 -0.010	 83.803	  0.002	  0.212
           3639	  0.024	 83.658	  0.002	  0.212
           3640	  0.110	 83.658	  0.001	  0.211
           3641	  0.284	 83.658	 -0.001	  0.210
           3642	  0.508	 83.224	 -0.005	  0.210
           3643	  0.768	 83.513	 -0.008	  0.209
           3644	  0.992	 83.368	 -0.009	  0.207
           3645	  1.146	 82.934	 -0.009	  0.207
           3646	  1.224	 83.079	 -0.004	  0.206
           3647	  1.152	 82.934	  0.000	  0.205
           3648	  0.800	 82.500	  0.003	  0.205
           3649	  0.342	 82.500	  0.006	  0.203
           3650	 -0.034	 82.500	  0.008	  0.203
           3651	 -0.292	 82.211	  0.011	  0.201
           3652	 -0.272	 82.066	  0.009	  0.201
           3653	 -0.124	 81.921	  0.011	  0.200
           3654	 -0.016	 81.921	  0.010	  0.199
           3655	  0.016	 81.342	  0.009	  0.199
           3656	  0.012	 81.487	  0.007	  0.198
           3657	  0.002	 81.342	  0.005	  0.197
           3658	  0.012	 81.197	 -0.001	  0.196
           3659	  0.006	 80.908	 -0.005	  0.196
           3660	  0.014	 80.763	 -0.008	  0.195
           3661	  0.016	 80.763	 -0.011	  0.195
           3662	  0.012	 80.763	 -0.011	  0.193
           3663	  0.020	 80.474	 -0.010	  0.192
           3664	  0.026	 80.039	 -0.006	  0.192
           3665	  0.026	 80.039	  0.000	  0.191
           3666	  0.030	 80.184	  0.002	  0.190
           3667	  0.024	 79.605	  0.006	  0.189
           3668	  0.044	 79.605	  0.010	  0.188
           3669	  0.036	 79.316	  0.011	  0.187
           3670	  0.038	 79.605	  0.006	  0.185
           3671	  0.040	 79.316	  0.004	  0.185
           3672	  0.040	 79.461	 -0.002	  0.182
           3673	  0.036	 79.171	 -0.006	  0.183
           3674	  0.048	 79.026	 -0.010	  0.180
           3675	  0.050	 79.026	 -0.010	  0.180
           3676	  0.050	 78.737	 -0.006	  0.179
           3677	  0.050	 78.592	 -0.006	  0.178
           3678	  0.058	 78.592	 -0.001	  0.177
           3679	  0.056	 79.026	  0.000	  0.175
           3680	  0.072	 78.737	  0.003	  0.174
           3681	  0.072	 78.592	  0.001	  0.172
           3682	  0.080	 78.447	  0.003	  0.172
           3683	  0.076	 78.158	  0.003	  0.170
           3684	  0.072	 78.158	  0.005	  0.167
           3685	  0.080	 78.303	  0.008	  0.166
           3686	  0.090	 78.158	  0.014	  0.165
           3687	  0.088	 78.303	  0.014	  0.163
           3688	  0.092	 78.303	  0.013	  0.162
           3689	  0.098	 78.447	  0.012	  0.160
           3690	  0.106	 78.447	  0.011	  0.159
           3691	  0.106	 79.026	  0.008	  0.158
           3692	  0.114	 79.171	  0.006	  0.156
           3693	  0.120	 80.474	  0.004	  0.153
           3694	  0.134	 81.342	  0.002	  0.152
           3695	  0.132	 82.500	  0.002	  0.150
           3696	  0.142	 83.658	  0.003	  0.149
           3697	  0.146	 85.829	  0.002	  0.148
           3698	  0.152	 87.132	 -0.001	  0.147
           3699	  0.164	 89.158	  0.001	  0.145
           3700	  0.168	 91.039	  0.001	  0.144
           3701	  0.170	 93.211	  0.004	  0.141
           3702	  0.176	 94.947	  0.006	  0.140
           3703	  0.194	 97.553	  0.007	  0.138
           3704	  0.198	 99.579	  0.010	  0.137
           3705	  0.216	101.461	  0.012	  0.136
           3706	  0.216	104.211	  0.013	  0.134
           3707	  0.236	106.237	  0.015	  0.134
           3708	  0.238	108.408	  0.017	  0.132
           3709	  0.248	110.579	  0.015	  0.130
           3710	  0.254	113.184	  0.017	  0.126
           3711	  0.254	115.500	  0.017	  0.123
           3712	  0.252	117.816	  0.015	  0.120
           3713	  0.248	119.553	  0.015	  0.116
           3714	  0.248	121.579	  0.015	  0.112
           3715	  0.240	123.171	  0.015	  0.110
           3716	  0.232	124.618	  0.015	  0.104
           3717	  0.214	125.632	  0.015	  0.100
           3718	  0.196	126.789	  0.016	  0.097
           3719	  0.168	127.513	  0.013	  0.093
           3720	  0.144	128.237	  0.016	  0.087
           3721	  0.114	128.382	  0.015	  0.083
           3722	  0.084	128.526	  0.015	  0.078
           3723	  0.062	128.671	  0.015	  0.073
           3724	  0.044	128.092	  0.014	  0.069
           3725	  0.014	127.803	  0.015	  0.066
           3726	 -0.000	126.934	  0.014	  0.061
           3727	 -0.016	126.355	  0.010	  0.057
           3728	 -0.024	125.342	  0.009	  0.052
           3729	 -0.042	124.329	  0.005	  0.048
           3730	 -0.046	123.605	  0.003	  0.043
           3731	 -0.044	122.303	  0.000	  0.039
           3732	 -0.054	121.579	  0.000	  0.034
           3733	 -0.050	119.987	 -0.000	  0.031
           3734	 -0.050	118.395	 -0.001	  0.028
           3735	 -0.048	117.816	  0.003	  0.023
           3736	 -0.050	116.513	  0.005	  0.019
           3737	 -0.050	115.645	  0.011	  0.014
           3738	 -0.050	114.342	  0.014	  0.011
           3739	 -0.048	113.618	  0.017	  0.007
           3740	 -0.048	112.605	  0.019	  0.003
           3741	 -0.044	111.592	  0.018	 -0.002
           3742	 -0.040	110.724	  0.018	 -0.004
           3743	 -0.038	109.711	  0.015	 -0.010
           3744	 -0.032	108.553	  0.012	 -0.013
           3745	 -0.034	107.974	  0.010	 -0.018
           3746	 -0.028	106.961	  0.008	 -0.021
           3747	 -0.024	106.237	  0.006	 -0.025
           3748	 -0.018	105.658	  0.007	 -0.030
           3749	 -0.016	105.079	  0.008	 -0.035
           3750	 -0.026	104.500	  0.007	 -0.039
           3751	 -0.008	103.921	  0.005	 -0.043
           3752	 -0.016	103.197	  0.001	 -0.048
           3753	 -0.004	102.763	 -0.002	 -0.052
           3754	 -0.010	102.329	 -0.004	 -0.056
           3755	 -0.008	102.039	 -0.007	 -0.059
           3756	 -0.008	101.026	 -0.005	 -0.062
           3757	 -0.002	100.303	 -0.006	 -0.064
           3758	 -0.004	 99.868	 -0.005	 -0.067
           3759	  0.004	 99.145	 -0.002	 -0.070
           3760	  0.006	 98.711	  0.003	 -0.073
           3761	  0.008	 97.987	  0.008	 -0.076
           3762	  0.004	 97.408	  0.010	 -0.080
           3763	  0.006	 96.684	  0.008	 -0.083
           3764	  0.012	 95.961	  0.011	 -0.087
           3765	  0.016	 95.237	  0.009	 -0.090
           3766	  0.016	 94.658	  0.009	 -0.095
           3767	  0.016	 94.224	  0.007	 -0.097
           3768	  0.018	 93.934	  0.002	 -0.100
           3769	  0.020	 93.500	 -0.001	 -0.104
           3770	  0.012	 93.211	 -0.006	 -0.108
           3771	  0.020	 92.342	 -0.010	 -0.110
           3772	  0.020	 92.197	 -0.019	 -0.114
           3773	  0.018	 91.908	 -0.018	 -0.116
           3774	  0.030	 91.329	 -0.019	 -0.120
           3775	  0.030	 91.474	 -0.018	 -0.123
