sample interval	    ECG	     BP	(C4-A1)	(nasal)	(chest)	    EOG	    EMG
           1390	 -0.276	 82.045	 -0.043	  0.603	  0.034	 -0.110	  0.002
           1391	 -0.272	 81.618	 -0.037	  0.603	  0.035	 -0.109	 -0.004
           1392	 -0.274	 81.298	  0.017	  0.603	  0.036	 -0.108	 -0.004
           1393	 -0.288	 80.872	 -0.024	  0.603	  0.037	 -0.109	  0.004
           1394	 -0.240	 80.445	 -0.023	  0.603	  0.038	 -0.110	  0.002
           1395	 -0.284	 80.231	 -0.006	  0.603	  0.039	 -0.107	  0.001
           1396	 -0.294	 79.805	 -0.032	  0.602	  0.040	 -0.106	  0.001
           1397	 -0.278	 79.591	 -0.017	  0.603	  0.040	 -0.101	  0.000
           1398	 -0.298	 79.165	 -0.003	  0.602	  0.041	 -0.100	  0.031
           1399	 -0.286	 78.844	 -0.014	  0.602	  0.042	 -0.097	  0.001
           1400	 -0.284	 78.631	 -0.005	  0.600	  0.043	 -0.098	  0.012
           1401	 -0.304	 78.311	 -0.012	  0.599	  0.044	 -0.095	  0.003
           1402	 -0.290	 78.098	 -0.011	  0.600	  0.045	 -0.095	 -0.003
           1403	 -0.274	 77.884	 -0.033	  0.599	  0.045	 -0.096	 -0.003
           1404	 -0.288	 77.564	 -0.014	  0.599	  0.047	 -0.095	 -0.004
           1405	 -0.264	 77.458	 -0.031	  0.596	  0.047	 -0.097	  0.002
           1406	 -0.284	 77.137	  0.003	  0.595	  0.048	 -0.100	  0.002
           1407	 -0.336	 77.031	 -0.012	  0.595	  0.048	 -0.099	  0.005
           1408	 -0.318	 76.817	 -0.010	  0.596	  0.049	 -0.100	  0.031
           1409	 -0.286	 76.711	 -0.013	  0.595	  0.049	 -0.102	  0.004
           1410	 -0.402	 76.604	 -0.013	  0.595	  0.050	 -0.102	  0.006
           1411	 -0.358	 76.391	 -0.040	  0.595	  0.051	 -0.105	 -0.005
           1412	 -0.268	 76.284	 -0.007	  0.592	  0.052	 -0.107	 -0.006
           1413	 -0.002	 76.177	 -0.022	  0.592	  0.053	 -0.107	 -0.003
           1414	  0.440	 76.071	  0.012	  0.591	  0.054	 -0.109	  0.003
           1415	  1.104	 75.750	  0.033	  0.591	  0.055	 -0.112	  0.008
           1416	  1.762	 75.750	  0.045	  0.591	  0.056	 -0.115	  0.013
           1417	  2.098	 75.750	  0.027	  0.592	  0.057	 -0.118	  0.014
           1418	  2.072	 75.537	  0.022	  0.591	  0.058	 -0.119	  0.010
           1419	  1.544	 75.430	  0.017	  0.591	  0.058	 -0.116	  0.009
           1420	  0.848	 75.430	 -0.001	  0.589	  0.058	 -0.109	  0.019
           1421	 -0.040	 75.324	 -0.032	  0.586	  0.058	 -0.098	 -0.009
           1422	 -0.446	 75.217	  0.065	  0.584	  0.059	 -0.087	  0.009
           1423	 -0.776	 75.004	 -0.019	  0.580	  0.060	 -0.078	 -0.003
           1424	 -0.880	 74.897	 -0.011	  0.580	  0.061	 -0.066	 -0.007
           1425	 -0.822	 74.684	 -0.007	  0.578	  0.061	 -0.062	 -0.002
           1426	 -0.756	 74.684	 -0.005	  0.578	  0.062	 -0.057	  0.003
           1427	 -0.706	 74.577	 -0.022	  0.577	  0.062	 -0.059	 -0.004
           1428	 -0.650	 74.363	 -0.002	  0.576	  0.064	 -0.062	  0.001
           1429	 -0.568	 74.257	 -0.000	  0.575	  0.065	 -0.067	  0.001
           1430	 -0.506	 74.150	 -0.039	  0.573	  0.066	 -0.072	  0.001
           1431	 -0.480	 74.043	  0.020	  0.574	  0.067	 -0.077	 -0.000
           1432	 -0.464	 73.937	 -0.027	  0.572	  0.068	 -0.081	  0.004
           1433	 -0.454	 73.617	 -0.001	  0.572	  0.069	 -0.083	  0.002
           1434	 -0.448	 73.510	 -0.000	  0.572	  0.070	 -0.082	 -0.000
           1435	 -0.428	 73.510	  0.003	  0.572	  0.070	 -0.083	  0.001
           1436	 -0.440	 73.190	 -0.006	  0.572	  0.071	 -0.083	 -0.001
           1437	 -0.416	 73.190	 -0.007	  0.570	  0.072	 -0.078	  0.002
           1438	 -0.428	 72.977	 -0.012	  0.570	  0.074	 -0.077	  0.000
           1439	 -0.388	 72.870	 -0.001	  0.570	  0.075	 -0.075	  0.020
           1440	 -0.398	 72.550	 -0.013	  0.570	  0.075	 -0.071	  0.003
           1441	 -0.398	 72.443	 -0.003	  0.570	  0.077	 -0.072	  0.006
           1442	 -0.384	 72.230	 -0.003	  0.571	  0.078	 -0.072	 -0.002
           1443	 -0.376	 72.123	 -0.007	  0.571	  0.079	 -0.072	 -0.001
           1444	 -0.342	 72.016	 -0.005	  0.571	  0.080	 -0.072	  0.002
           1445	 -0.368	 71.803	 -0.009	  0.570	  0.081	 -0.072	  0.002
           1446	 -0.376	 71.590	 -0.006	  0.570	  0.081	 -0.074	 -0.001
           1447	 -0.354	 71.483	 -0.006	  0.570	  0.082	 -0.074	  0.003
           1448	 -0.354	 71.376	  0.003	  0.565	  0.083	 -0.077	 -0.000
           1449	 -0.362	 71.056	 -0.005	  0.566	  0.084	 -0.075	  0.003
           1450	 -0.328	 70.949	  0.000	  0.565	  0.084	 -0.075	  0.025
           1451	 -0.344	 70.843	 -0.002	  0.565	  0.085	 -0.076	 -0.000
           1452	 -0.328	 70.736	 -0.027	  0.565	  0.086	 -0.078	  0.007
           1453	 -0.344	 70.629	 -0.025	  0.565	  0.088	 -0.081	  0.000
           1454	 -0.300	 70.309	 -0.019	  0.564	  0.088	 -0.081	 -0.012
           1455	 -0.270	 70.416	  0.007	  0.561	  0.089	 -0.082	  0.011
           1456	 -0.282	 70.309	 -0.012	  0.558	  0.090	 -0.081	  0.003
           1457	 -0.264	 70.416	 -0.005	  0.556	  0.090	 -0.083	 -0.003
           1458	 -0.266	 70.203	 -0.011	  0.554	  0.091	 -0.081	 -0.001
           1459	 -0.270	 70.309	 -0.012	  0.553	  0.092	 -0.084	  0.002
           1460	 -0.278	 70.523	 -0.006	  0.550	  0.092	 -0.085	  0.008
           1461	 -0.254	 70.736	 -0.011	  0.551	  0.093	 -0.084	  0.006
           1462	 -0.278	 70.203	 -0.008	  0.549	  0.093	 -0.086	  0.004
           1463	 -0.226	 71.910	  0.001	  0.547	  0.093	 -0.089	  0.006
           1464	 -0.224	 72.763	 -0.007	  0.544	  0.094	 -0.088	  0.028
           1465	 -0.224	 73.617	 -0.011	  0.544	  0.095	 -0.089	 -0.008
           1466	 -0.226	 75.324	  0.001	  0.541	  0.095	 -0.089	  0.008
           1467	 -0.192	 76.924	 -0.007	  0.540	  0.095	 -0.088	 -0.001
           1468	 -0.216	 78.738	  0.001	  0.537	  0.096	 -0.089	 -0.003
           1469	 -0.156	 81.085	  0.021	  0.536	  0.097	 -0.087	  0.006
           1470	 -0.202	 83.432	  0.004	  0.535	  0.097	 -0.086	  0.003
           1471	 -0.166	 85.779	 -0.005	  0.533	  0.098	 -0.085	  0.004
           1472	 -0.168	 88.553	 -0.004	  0.533	  0.099	 -0.088	  0.003
           1473	 -0.148	 91.327	 -0.004	  0.532	  0.100	 -0.088	  0.031
           1474	 -0.120	 94.315	 -0.003	  0.532	  0.101	 -0.091	  0.002
           1475	 -0.126	 97.195	  0.001	  0.528	  0.102	 -0.088	  0.009
           1476	 -0.096	100.289	  0.001	  0.527	  0.102	 -0.086	 -0.000
           1477	 -0.088	103.383	  0.019	  0.525	  0.103	 -0.084	 -0.007
           1478	 -0.072	106.371	  0.011	  0.523	  0.104	 -0.084	  0.001
           1479	 -0.070	109.251	  0.006	  0.524	  0.105	 -0.086	  0.003
           1480	 -0.044	112.239	  0.010	  0.523	  0.106	 -0.088	  0.002
           1481	 -0.060	115.119	 -0.000	  0.521	  0.106	 -0.089	 -0.001
           1482	 -0.050	117.680	  0.002	  0.520	  0.107	 -0.088	  0.008
           1483	 -0.060	120.134	  0.003	  0.519	  0.107	 -0.087	 -0.004
           1484	 -0.078	122.268	  0.001	  0.521	  0.108	 -0.087	  0.008
           1485	 -0.082	124.295	 -0.000	  0.519	  0.109	 -0.088	  0.003
           1486	 -0.068	126.002	  0.009	  0.520	  0.110	 -0.090	 -0.005
           1487	 -0.080	127.495	 -0.008	  0.519	  0.111	 -0.088	  0.001
           1488	 -0.074	128.562	 -0.007	  0.519	  0.111	 -0.088	  0.006
           1489	 -0.134	129.629	  0.003	  0.516	  0.112	 -0.088	  0.004
           1490	 -0.100	130.269	  0.004	  0.514	  0.113	 -0.089	  0.004
           1491	 -0.140	130.803	  0.001	  0.513	  0.114	 -0.089	  0.007
           1492	 -0.140	131.123	  0.004	  0.511	  0.115	 -0.086	  0.005
           1493	 -0.132	131.336	 -0.005	  0.511	  0.115	 -0.084	  0.005
           1494	 -0.136	131.230	  0.008	  0.508	  0.117	 -0.083	  0.006
           1495	 -0.184	130.910	  0.007	  0.506	  0.117	 -0.083	  0.024
           1496	 -0.202	130.483	  0.004	  0.505	  0.117	 -0.084	 -0.013
           1497	 -0.208	130.163	  0.007	  0.505	  0.119	 -0.088	  0.003
           1498	 -0.240	129.736	  0.012	  0.502	  0.119	 -0.091	 -0.003
           1499	 -0.230	129.309	 -0.000	  0.499	  0.121	 -0.092	 -0.004
           1500	 -0.272	128.562	  0.014	  0.499	  0.122	 -0.092	  0.004
           1501	 -0.248	127.816	  0.003	  0.498	  0.124	 -0.091	  0.004
           1502	 -0.280	127.069	  0.003	  0.498	  0.125	 -0.089	  0.002
           1503	 -0.286	126.535	  0.004	  0.498	  0.126	 -0.089	  0.002
           1504	 -0.276	125.682	  0.004	  0.496	  0.128	 -0.091	  0.011
           1505	 -0.240	124.935	  0.003	  0.494	  0.129	 -0.090	  0.003
           1506	 -0.266	124.188	  0.001	  0.494	  0.131	 -0.091	  0.006
           1507	 -0.256	123.441	  0.006	  0.493	  0.133	 -0.091	 -0.002
           1508	 -0.236	122.588	 -0.013	  0.492	  0.134	 -0.092	 -0.004
           1509	 -0.250	121.841	 -0.007	  0.492	  0.135	 -0.094	  0.002
           1510	 -0.264	121.414	 -0.011	  0.491	  0.137	 -0.094	  0.003
           1511	 -0.278	120.774	  0.004	  0.491	  0.139	 -0.094	  0.002
           1512	 -0.292	120.027	  0.004	  0.489	  0.141	 -0.094	 -0.001
           1513	 -0.320	119.280	  0.005	  0.489	  0.143	 -0.095	  0.013
           1514	 -0.294	118.533	 -0.000	  0.487	  0.146	 -0.091	 -0.006
           1515	 -0.282	118.000	  0.005	  0.486	  0.148	 -0.090	  0.004
           1516	 -0.296	117.360	  0.010	  0.484	  0.150	 -0.088	  0.001
           1517	 -0.276	116.720	 -0.006	  0.482	  0.153	 -0.090	 -0.007
           1518	 -0.288	116.293	  0.016	  0.481	  0.155	 -0.091	  0.002
           1519	 -0.248	115.546	  0.001	  0.480	  0.158	 -0.094	 -0.000
           1520	 -0.324	115.013	  0.014	  0.480	  0.162	 -0.095	  0.005
           1521	 -0.298	114.266	  0.011	  0.479	  0.164	 -0.095	  0.006
           1522	 -0.288	113.732	  0.013	  0.476	  0.167	 -0.093	  0.003
           1523	 -0.248	112.986	  0.018	  0.473	  0.169	 -0.091	  0.006
           1524	 -0.256	112.239	  0.011	  0.474	  0.171	 -0.093	  0.003
           1525	 -0.286	111.278	  0.011	  0.472	  0.173	 -0.094	 -0.004
           1526	 -0.264	110.532	  0.003	  0.468	  0.175	 -0.097	  0.010
           1527	 -0.248	109.571	  0.003	  0.467	  0.176	 -0.096	  0.002
           1528	 -0.290	108.611	  0.010	  0.463	  0.178	 -0.096	  0.017
           1529	 -0.256	107.438	  0.008	  0.461	  0.179	 -0.097	 -0.004
           1530	 -0.202	106.157	  0.011	  0.457	  0.180	 -0.098	  0.005
           1531	 -0.232	104.877	  0.007	  0.455	  0.180	 -0.101	 -0.002
           1532	 -0.224	103.383	  0.011	  0.453	  0.180	 -0.102	 -0.002
           1533	 -0.218	101.890	  0.004	  0.448	  0.180	 -0.102	  0.001
           1534	 -0.246	100.503	  0.007	  0.445	  0.180	 -0.099	  0.006
           1535	 -0.216	 99.116	  0.003	  0.439	  0.180	 -0.099	 -0.010
           1536	 -0.200	 97.622	  0.009	  0.439	  0.180	 -0.098	  0.006
           1537	 -0.194	 96.128	  0.013	  0.435	  0.180	 -0.097	 -0.004
           1538	 -0.204	 94.848	  0.016	  0.432	  0.180	 -0.096	  0.015
           1539	 -0.238	 93.781	 -0.001	  0.429	  0.180	 -0.098	 -0.001
           1540	 -0.208	 92.714	  0.002	  0.426	  0.181	 -0.096	  0.001
           1541	 -0.232	 91.967	 -0.006	  0.422	  0.181	 -0.099	 -0.003
           1542	 -0.196	 91.114	 -0.004	  0.419	  0.181	 -0.100	  0.020
           1543	 -0.194	 90.474	 -0.006	  0.416	  0.183	 -0.103	  0.006
           1544	 -0.216	 89.940	 -0.008	  0.410	  0.185	 -0.103	  0.002
           1545	 -0.216	 89.620	 -0.002	  0.408	  0.186	 -0.105	 -0.000
           1546	 -0.152	 89.300	 -0.001	  0.406	  0.189	 -0.104	  0.013
           1547	 -0.190	 89.300	 -0.000	  0.405	  0.192	 -0.106	 -0.007
           1548	 -0.252	 89.407	  0.002	  0.402	  0.194	 -0.110	  0.012
           1549	 -0.160	 89.514	  0.005	  0.401	  0.197	 -0.116	  0.020
           1550	 -0.214	 89.514	  0.002	  0.399	  0.198	 -0.118	 -0.002
           1551	 -0.196	 89.834	  0.003	  0.397	  0.200	 -0.115	  0.006
           1552	 -0.178	 90.260	 -0.007	  0.393	  0.203	 -0.114	  0.004
           1553	 -0.206	 90.687	 -0.002	  0.390	  0.204	 -0.112	  0.001
           1554	 -0.160	 91.114	  0.006	  0.386	  0.207	 -0.113	 -0.006
           1555	 -0.190	 91.541	  0.006	  0.384	  0.209	 -0.113	  0.005
           1556	 -0.174	 91.967	  0.006	  0.382	  0.212	 -0.111	  0.007
           1557	 -0.216	 92.501	  0.017	  0.381	  0.214	 -0.105	 -0.000
           1558	 -0.186	 92.821	  0.005	  0.380	  0.216	 -0.100	 -0.003
           1559	 -0.194	 93.461	 -0.001	  0.378	  0.217	 -0.098	 -0.003
           1560	 -0.166	 93.995	  0.006	  0.376	  0.220	 -0.100	 -0.000
           1561	 -0.192	 94.315	  0.002	  0.374	  0.222	 -0.103	  0.007
           1562	 -0.184	 94.528	  0.001	  0.371	  0.225	 -0.101	  0.005
           1563	 -0.182	 94.955	  0.011	  0.371	  0.227	 -0.100	 -0.006
           1564	 -0.176	 95.382	  0.002	  0.371	  0.230	 -0.097	 -0.002
           1565	 -0.188	 95.595	  0.005	  0.371	  0.232	 -0.094	  0.008
           1566	 -0.192	 95.915	 -0.003	  0.371	  0.235	 -0.094	  0.027
           1567	 -0.222	 96.022	 -0.011	  0.370	  0.238	 -0.095	 -0.000
           1568	 -0.184	 96.235	 -0.012	  0.371	  0.241	 -0.096	  0.008
           1569	 -0.172	 96.342	 -0.010	  0.369	  0.244	 -0.096	 -0.003
           1570	 -0.182	 96.448	 -0.008	  0.369	  0.247	 -0.098	 -0.001
           1571	 -0.154	 96.342	 -0.015	  0.367	  0.249	 -0.095	  0.001
           1572	 -0.190	 96.555	 -0.006	  0.368	  0.252	 -0.094	  0.018
           1573	 -0.200	 96.342	 -0.011	  0.366	  0.254	 -0.093	 -0.008
           1574	 -0.176	 96.235	 -0.004	  0.368	  0.256	 -0.096	  0.003
           1575	 -0.136	 96.128	 -0.011	  0.369	  0.258	 -0.098	 -0.001
           1576	 -0.128	 96.022	 -0.005	  0.371	  0.261	 -0.099	 -0.005
           1577	 -0.170	 95.915	 -0.007	  0.371	  0.263	 -0.098	  0.022
           1578	 -0.116	 95.808	 -0.010	  0.373	  0.266	 -0.102	 -0.009
           1579	 -0.128	 95.595	 -0.005	  0.372	  0.268	 -0.104	  0.012
           1580	 -0.070	 95.168	  0.001	  0.371	  0.270	 -0.107	 -0.000
           1581	 -0.084	 94.955	 -0.002	  0.370	  0.271	 -0.106	  0.000
           1582	 -0.074	 94.741	  0.003	  0.368	  0.272	 -0.107	  0.010
           1583	 -0.082	 94.421	  0.001	  0.367	  0.274	 -0.107	 -0.011
           1584	 -0.030	 94.101	  0.005	  0.367	  0.275	 -0.112	  0.015
           1585	 -0.004	 93.781	 -0.000	  0.364	  0.275	 -0.117	 -0.003
           1586	  0.026	 93.248	  0.001	  0.365	  0.276	 -0.119	 -0.007
           1587	 -0.000	 93.034	 -0.005	  0.365	  0.277	 -0.110	  0.006
           1588	 -0.006	 92.501	  0.001	  0.365	  0.277	 -0.107	  0.020
           1589	 -0.000	 92.181	  0.003	  0.363	  0.277	 -0.100	  0.005
           1590	  0.014	 91.754	 -0.002	  0.362	  0.278	 -0.097	  0.009
           1591	  0.008	 91.327	  0.003	  0.360	  0.279	 -0.097	 -0.009
           1592	  0.024	 90.901	 -0.008	  0.357	  0.279	 -0.098	  0.008
           1593	 -0.040	 90.367	  0.003	  0.355	  0.279	 -0.100	 -0.017
           1594	 -0.066	 90.047	 -0.008	  0.352	  0.279	 -0.103	  0.011
           1595	 -0.098	 89.620	 -0.012	  0.352	  0.280	 -0.105	  0.022
           1596	 -0.126	 88.980	 -0.016	  0.350	  0.280	 -0.104	 -0.009
           1597	 -0.152	 88.553	 -0.022	  0.348	  0.281	 -0.101	 -0.005
           1598	 -0.222	 88.127	 -0.022	  0.346	  0.282	 -0.098	  0.002
           1599	 -0.222	 87.700	 -0.023	  0.344	  0.283	 -0.098	 -0.000
           1600	 -0.242	 87.166	 -0.003	  0.342	  0.283	 -0.099	  0.006
           1601	 -0.252	 86.846	 -0.008	  0.339	  0.284	 -0.102	  0.006
           1602	 -0.280	 86.206	 -0.008	  0.338	  0.285	 -0.101	  0.015
           1603	 -0.266	 85.139	 -0.003	  0.333	  0.285	 -0.096	 -0.009
           1604	 -0.296	 85.246	 -0.008	  0.334	  0.286	 -0.098	  0.006
           1605	 -0.246	 84.819	 -0.001	  0.332	  0.287	 -0.098	 -0.003
           1606	 -0.262	 84.392	 -0.005	  0.332	  0.287	 -0.103	 -0.008
           1607	 -0.278	 84.072	 -0.006	  0.329	  0.287	 -0.109	  0.012
           1608	 -0.286	 83.539	 -0.010	  0.327	  0.288	 -0.114	  0.002
           1609	 -0.298	 83.112	 -0.011	  0.326	  0.288	 -0.114	 -0.003
           1610	 -0.312	 82.899	 -0.014	  0.325	  0.288	 -0.113	 -0.004
           1611	 -0.270	 82.365	 -0.016	  0.325	  0.289	 -0.107	  0.032
           1612	 -0.280	 81.939	 -0.008	  0.324	  0.290	 -0.103	 -0.015
           1613	 -0.254	 81.725	 -0.023	  0.324	  0.291	 -0.101	  0.012
           1614	 -0.280	 81.405	 -0.009	  0.325	  0.291	 -0.101	 -0.002
           1615	 -0.292	 81.085	 -0.019	  0.323	  0.291	 -0.097	 -0.007
           1616	 -0.266	 80.872	 -0.015	  0.321	  0.292	 -0.096	  0.021
           1617	 -0.292	 80.445	 -0.028	  0.319	  0.292	 -0.089	 -0.001
           1618	 -0.318	 80.231	 -0.020	  0.320	  0.292	 -0.087	  0.004
           1619	 -0.348	 80.018	 -0.020	  0.318	  0.292	 -0.083	 -0.004
           1620	 -0.358	 80.018	 -0.023	  0.319	  0.292	 -0.085	  0.019
           1621	 -0.240	 79.591	 -0.019	  0.318	  0.292	 -0.086	 -0.009
           1622	 -0.062	 79.591	 -0.016	  0.318	  0.292	 -0.086	  0.010
           1623	  0.352	 79.271	  0.001	  0.315	  0.292	 -0.085	 -0.002
           1624	  0.928	 79.165	  0.012	  0.314	  0.292	 -0.087	  0.002
           1625	  1.540	 78.951	  0.020	  0.313	  0.292	 -0.094	  0.010
           1626	  1.846	 78.844	  0.028	  0.312	  0.292	 -0.096	  0.007
           1627	  1.848	 78.844	  0.030	  0.311	  0.291	 -0.102	  0.014
           1628	  1.392	 78.738	  0.024	  0.311	  0.291	 -0.100	  0.002
           1629	  0.796	 78.418	  0.017	  0.311	  0.291	 -0.092	  0.001
           1630	  0.018	 78.311	 -0.001	  0.308	  0.291	 -0.083	 -0.000
           1631	 -0.412	 78.311	 -0.004	  0.306	  0.292	 -0.078	 -0.001
           1632	 -0.726	 78.098	 -0.022	  0.306	  0.291	 -0.069	  0.004
           1633	 -0.844	 77.884	 -0.018	  0.301	  0.292	 -0.064	 -0.000
           1634	 -0.786	 77.884	 -0.021	  0.299	  0.292	 -0.060	  0.007
           1635	 -0.756	 77.778	 -0.022	  0.297	  0.292	 -0.059	 -0.008
           1636	 -0.666	 77.458	 -0.017	  0.297	  0.291	 -0.058	  0.012
           1637	 -0.630	 77.351	 -0.012	  0.299	  0.296	 -0.061	 -0.003
           1638	 -0.536	 76.817	 -0.015	  0.296	  0.291	 -0.064	 -0.010
           1639	 -0.490	 77.137	 -0.000	  0.294	  0.291	 -0.066	 -0.001
           1640	 -0.440	 76.817	 -0.019	  0.293	  0.290	 -0.066	 -0.006
           1641	 -0.402	 76.711	 -0.018	  0.292	  0.290	 -0.063	 -0.001
           1642	 -0.424	 76.391	 -0.014	  0.291	  0.289	 -0.057	  0.003
           1643	 -0.424	 76.177	 -0.009	  0.291	  0.289	 -0.052	  0.003
           1644	 -0.400	 76.071	 -0.012	  0.287	  0.290	 -0.049	 -0.000
           1645	 -0.376	 75.857	 -0.007	  0.287	  0.290	 -0.056	 -0.002
           1646	 -0.364	 75.537	 -0.005	  0.287	  0.291	 -0.059	 -0.003
           1647	 -0.322	 75.324	 -0.014	  0.286	  0.292	 -0.064	 -0.011
           1648	 -0.328	 75.217	 -0.013	  0.285	  0.293	 -0.065	 -0.001
           1649	 -0.354	 75.004	 -0.000	  0.287	  0.294	 -0.066	  0.001
           1650	 -0.346	 74.684	 -0.013	  0.285	  0.296	 -0.066	  0.031
           1651	 -0.328	 74.470	 -0.001	  0.283	  0.297	 -0.071	 -0.011
           1652	 -0.342	 74.257	 -0.003	  0.280	  0.298	 -0.070	  0.013
           1653	 -0.304	 74.043	 -0.004	  0.281	  0.299	 -0.072	 -0.001
           1654	 -0.304	 73.617	 -0.006	  0.282	  0.300	 -0.071	  0.001
           1655	 -0.340	 73.617	 -0.003	  0.281	  0.301	 -0.069	  0.008
           1656	 -0.294	 73.403	  0.000	  0.281	  0.301	 -0.071	  0.014
           1657	 -0.282	 73.190	 -0.005	  0.280	  0.301	 -0.072	 -0.011
           1658	 -0.292	 72.977	 -0.001	  0.277	  0.301	 -0.071	  0.004
           1659	 -0.328	 72.870	 -0.006	  0.278	  0.300	 -0.068	 -0.001
           1660	 -0.332	 72.656	 -0.008	  0.277	  0.299	 -0.066	 -0.004
           1661	 -0.312	 72.336	 -0.013	  0.276	  0.298	 -0.063	  0.001
           1662	 -0.320	 72.336	 -0.006	  0.274	  0.297	 -0.061	  0.006
           1663	 -0.286	 72.336	 -0.014	  0.272	  0.297	 -0.062	  0.001
           1664	 -0.268	 72.123	 -0.011	  0.270	  0.296	 -0.063	  0.002
           1665	 -0.264	 71.910	 -0.002	  0.269	  0.296	 -0.060	  0.005
           1666	 -0.240	 71.910	 -0.008	  0.268	  0.295	 -0.061	  0.009
           1667	 -0.216	 71.803	 -0.006	  0.268	  0.295	 -0.062	  0.003
           1668	 -0.272	 71.910	 -0.008	  0.267	  0.294	 -0.063	  0.012
           1669	 -0.246	 71.910	 -0.005	  0.265	  0.293	 -0.065	  0.006
           1670	 -0.246	 72.336	 -0.007	  0.266	  0.293	 -0.069	 -0.004
           1671	 -0.224	 72.656	 -0.012	  0.264	  0.292	 -0.066	  0.017
           1672	 -0.208	 73.297	 -0.002	  0.265	  0.293	 -0.067	 -0.001
           1673	 -0.198	 74.150	 -0.009	  0.262	  0.292	 -0.064	  0.004
           1674	 -0.204	 75.324	 -0.002	  0.262	  0.292	 -0.067	 -0.003
           1675	 -0.198	 76.711	 -0.005	  0.259	  0.291	 -0.069	  0.001
           1676	 -0.158	 78.524	 -0.004	  0.257	  0.291	 -0.069	  0.003
           1677	 -0.180	 80.552	 -0.010	  0.257	  0.291	 -0.071	  0.007
           1678	 -0.184	 82.579	  0.001	  0.254	  0.290	 -0.072	  0.009
           1679	 -0.152	 84.926	 -0.000	  0.253	  0.289	 -0.075	  0.032
           1680	 -0.142	 87.486	 -0.000	  0.253	  0.288	 -0.078	 -0.001
           1681	 -0.112	 90.260	 -0.001	  0.251	  0.288	 -0.084	  0.007
           1682	 -0.120	 93.141	 -0.003	  0.251	  0.288	 -0.086	 -0.001
           1683	 -0.126	 95.915	  0.004	  0.246	  0.288	 -0.088	 -0.009
           1684	 -0.104	 99.009	  0.001	  0.245	  0.287	 -0.087	  0.006
           1685	 -0.084	101.890	  0.005	  0.242	  0.286	 -0.087	  0.002
           1686	 -0.048	104.984	  0.004	  0.241	  0.287	 -0.085	  0.000
           1687	 -0.050	108.078	  0.007	  0.237	  0.286	 -0.084	  0.002
