'Time and date','ECG','BP','EEG (C4-A1)','Resp (sum)'
'[02:14:15.520 20/01/1989]',0.140,42.907,-0.031,1.013
'[02:14:15.524 20/01/1989]',0.135,43.535,-0.029,1.006
'[02:14:15.528 20/01/1989]',0.140,43.326,-0.029,0.999
'[02:14:15.532 20/01/1989]',0.145,43.744,-0.030,1.009
'[02:14:15.536 20/01/1989]',0.155,43.953,-0.029,0.997
'[02:14:15.540 20/01/1989]',0.145,45.209,-0.026,0.999
'[02:14:15.544 20/01/1989]',0.160,46.256,-0.026,0.993
'[02:14:15.548 20/01/1989]',0.160,48.140,-0.028,0.997
'[02:14:15.552 20/01/1989]',0.160,50.442,-0.026,0.984
'[02:14:15.556 20/01/1989]',0.160,52.326,-0.024,0.984
'[02:14:15.560 20/01/1989]',0.160,54.628,-0.022,0.970
'[02:14:15.564 20/01/1989]',0.180,56.721,-0.021,0.967
'[02:14:15.568 20/01/1989]',0.175,59.233,-0.021,0.954
'[02:14:15.572 20/01/1989]',0.185,62.163,-0.019,0.946
'[02:14:15.576 20/01/1989]',0.190,64.884,-0.016,0.936
'[02:14:15.580 20/01/1989]',0.195,68.023,-0.015,0.939
'[02:14:15.584 20/01/1989]',0.200,70.535,-0.014,0.936
'[02:14:15.588 20/01/1989]',0.205,73.674,-0.015,0.939
'[02:14:15.592 20/01/1989]',0.195,76.814,-0.016,0.933
'[02:14:15.596 20/01/1989]',0.205,79.326,-0.016,0.936
'[02:14:15.600 20/01/1989]',0.215,81.837,-0.014,0.929
'[02:14:15.604 20/01/1989]',0.215,84.558,-0.015,0.930
'[02:14:15.608 20/01/1989]',0.200,86.860,-0.016,0.914
'[02:14:15.612 20/01/1989]',0.200,88.953,-0.014,0.901
'[02:14:15.616 20/01/1989]',0.205,91.046,-0.013,0.883
'[02:14:15.620 20/01/1989]',0.215,92.930,-0.014,0.884
'[02:14:15.624 20/01/1989]',0.210,94.814,-0.012,0.884
'[02:14:15.628 20/01/1989]',0.195,96.070,-0.011,0.868
'[02:14:15.632 20/01/1989]',0.185,97.326,-0.013,0.884
'[02:14:15.636 20/01/1989]',0.190,99.000,-0.012,0.872
'[02:14:15.640 20/01/1989]',0.175,99.837,-0.007,0.872
'[02:14:15.644 20/01/1989]',0.180,100.465,-0.007,0.875
'[02:14:15.648 20/01/1989]',0.150,101.512,-0.006,0.874
'[02:14:15.652 20/01/1989]',0.125,101.930,-0.005,0.854
'[02:14:15.656 20/01/1989]',0.130,102.767,-0.005,0.855
'[02:14:15.660 20/01/1989]',0.110,102.977,-0.003,0.830
'[02:14:15.664 20/01/1989]',0.095,102.558,-0.003,0.830
'[02:14:15.668 20/01/1989]',0.090,102.349,-0.002,0.807
'[02:14:15.672 20/01/1989]',0.080,101.930,-0.000,0.813
'[02:14:15.676 20/01/1989]',0.055,101.093,-0.001,0.797
'[02:14:15.680 20/01/1989]',0.040,100.256,-0.001,0.794
'[02:14:15.684 20/01/1989]',0.040,99.000,-0.002,0.801
'[02:14:15.688 20/01/1989]',0.020,98.163,-0.004,0.793
'[02:14:15.692 20/01/1989]',0.035,96.488,-0.010,0.788
'[02:14:15.696 20/01/1989]',0.015,95.651,-0.012,0.800
'[02:14:15.700 20/01/1989]',-0.000,94.395,-0.011,0.778
'[02:14:15.704 20/01/1989]',0.005,93.767,-0.015,0.762
'[02:14:15.708 20/01/1989]',-0.000,92.302,-0.016,0.745
'[02:14:15.712 20/01/1989]',-0.000,90.628,-0.016,0.726
'[02:14:15.716 20/01/1989]',0.010,89.581,-0.013,0.723
'[02:14:15.720 20/01/1989]',-0.000,88.326,-0.014,0.723
'[02:14:15.724 20/01/1989]',-0.000,87.488,-0.012,0.712
'[02:14:15.728 20/01/1989]',0.010,86.023,-0.010,0.700
'[02:14:15.732 20/01/1989]',-0.000,85.395,-0.012,0.713
'[02:14:15.736 20/01/1989]',0.010,84.349,-0.011,0.696
'[02:14:15.740 20/01/1989]',-0.000,83.093,-0.007,0.713
'[02:14:15.744 20/01/1989]',0.010,81.628,-0.006,0.688
'[02:14:15.748 20/01/1989]',0.005,81.000,-0.006,0.704
'[02:14:15.752 20/01/1989]',0.020,79.953,-0.007,0.667
'[02:14:15.756 20/01/1989]',-0.005,79.744,-0.004,0.670
'[02:14:15.760 20/01/1989]',0.020,78.488,-0.006,0.649
'[02:14:15.764 20/01/1989]',0.020,77.442,-0.008,0.638
'[02:14:15.768 20/01/1989]',0.005,76.605,-0.007,0.614
'[02:14:15.772 20/01/1989]',0.010,76.186,-0.007,0.614
'[02:14:15.776 20/01/1989]',0.020,75.977,-0.005,0.613
'[02:14:15.780 20/01/1989]',0.005,75.139,-0.006,0.591
'[02:14:15.784 20/01/1989]',0.035,73.884,-0.007,0.603
'[02:14:15.788 20/01/1989]',0.020,73.465,-0.009,0.590
'[02:14:15.792 20/01/1989]',0.045,72.837,-0.012,0.597
'[02:14:15.796 20/01/1989]',0.020,72.209,-0.013,0.583
'[02:14:15.800 20/01/1989]',0.055,71.163,-0.009,0.562
'[02:14:15.804 20/01/1989]',0.060,71.163,-0.011,0.555
'[02:14:15.808 20/01/1989]',0.045,69.907,-0.010,0.538
'[02:14:15.812 20/01/1989]',0.045,69.488,-0.006,0.512
'[02:14:15.816 20/01/1989]',0.045,68.860,-0.004,0.506
'[02:14:15.820 20/01/1989]',0.025,68.651,-0.004,0.503
'[02:14:15.824 20/01/1989]',0.050,67.605,-0.005,0.491
'[02:14:15.828 20/01/1989]',0.040,66.977,-0.007,0.491
'[02:14:15.832 20/01/1989]',0.040,66.140,-0.010,0.487
'[02:14:15.836 20/01/1989]',0.040,65.930,-0.011,0.483
'[02:14:15.840 20/01/1989]',0.055,65.093,-0.011,0.487
'[02:14:15.844 20/01/1989]',0.055,64.465,-0.012,0.468
'[02:14:15.848 20/01/1989]',0.035,63.419,-0.016,0.472
'[02:14:15.852 20/01/1989]',0.050,63.209,-0.018,0.458
'[02:14:15.856 20/01/1989]',0.055,63.000,-0.020,0.446
'[02:14:15.860 20/01/1989]',0.045,62.163,-0.023,0.423
'[02:14:15.864 20/01/1989]',0.040,61.953,-0.027,0.409
'[02:14:15.868 20/01/1989]',0.045,61.535,-0.030,0.394
'[02:14:15.872 20/01/1989]',0.055,61.116,-0.031,0.404
'[02:14:15.876 20/01/1989]',0.040,61.116,-0.033,0.380
'[02:14:15.880 20/01/1989]',0.050,60.488,-0.035,0.388
'[02:14:15.884 20/01/1989]',0.040,60.279,-0.034,0.377
'[02:14:15.888 20/01/1989]',0.060,60.279,-0.035,0.378
'[02:14:15.892 20/01/1989]',0.065,60.070,-0.035,0.371
'[02:14:15.896 20/01/1989]',0.040,59.651,-0.032,0.361
'[02:14:15.900 20/01/1989]',0.060,59.651,-0.027,0.348
'[02:14:15.904 20/01/1989]',0.060,59.860,-0.028,0.342
'[02:14:15.908 20/01/1989]',0.060,59.442,-0.026,0.320
'[02:14:15.912 20/01/1989]',0.080,59.442,-0.026,0.304
'[02:14:15.916 20/01/1989]',0.060,59.651,-0.023,0.303
'[02:14:15.920 20/01/1989]',0.060,59.651,-0.022,0.291
'[02:14:15.924 20/01/1989]',0.060,60.070,-0.018,0.286
'[02:14:15.928 20/01/1989]',0.040,60.279,-0.016,0.281
'[02:14:15.932 20/01/1989]',0.060,60.279,-0.015,0.284
'[02:14:15.936 20/01/1989]',0.060,60.488,-0.013,0.278
'[02:14:15.940 20/01/1989]',0.070,60.488,-0.010,0.280
'[02:14:15.944 20/01/1989]',0.060,60.698,-0.010,0.261
'[02:14:15.948 20/01/1989]',0.060,61.326,-0.012,0.267
'[02:14:15.952 20/01/1989]',0.075,61.535,-0.009,0.243
'[02:14:15.956 20/01/1989]',0.075,61.326,-0.008,0.238
'[02:14:15.960 20/01/1989]',0.075,61.535,-0.010,0.214
'[02:14:15.964 20/01/1989]',0.065,62.163,-0.011,0.212
'[02:14:15.968 20/01/1989]',0.070,62.163,-0.012,0.190
'[02:14:15.972 20/01/1989]',0.075,62.372,-0.013,0.196
'[02:14:15.976 20/01/1989]',0.060,62.372,-0.015,0.187
'[02:14:15.980 20/01/1989]',0.080,62.163,-0.016,0.183
'[02:14:15.984 20/01/1989]',0.080,62.372,-0.019,0.186
'[02:14:15.988 20/01/1989]',0.075,63.000,-0.021,0.183
'[02:14:15.992 20/01/1989]',0.080,62.791,-0.025,0.170
'[02:14:15.996 20/01/1989]',0.080,62.791,-0.025,0.167
'[02:14:16.000 20/01/1989]',0.065,63.000,-0.021,0.148
'[02:14:16.004 20/01/1989]',0.070,63.419,-0.023,0.138
'[02:14:16.008 20/01/1989]',0.080,63.628,-0.023,0.125
'[02:14:16.012 20/01/1989]',0.090,63.000,-0.020,0.112
'[02:14:16.016 20/01/1989]',0.080,63.419,-0.018,0.110
'[02:14:16.020 20/01/1989]',0.080,63.837,-0.016,0.101
'[02:14:16.024 20/01/1989]',0.075,63.628,-0.011,0.103
'[02:14:16.028 20/01/1989]',0.090,63.209,-0.010,0.097
'[02:14:16.032 20/01/1989]',0.080,63.209,-0.010,0.099
'[02:14:16.036 20/01/1989]',0.070,63.628,-0.007,0.094
'[02:14:16.040 20/01/1989]',0.070,63.000,-0.005,0.087
'[02:14:16.044 20/01/1989]',0.080,63.000,-0.004,0.077
'[02:14:16.048 20/01/1989]',0.080,63.000,-0.003,0.075
'[02:14:16.052 20/01/1989]',0.070,63.000,-0.002,0.052
'[02:14:16.056 20/01/1989]',0.085,63.000,0.002,0.051
'[02:14:16.060 20/01/1989]',0.080,62.581,0.005,0.032
'[02:14:16.064 20/01/1989]',0.080,62.581,0.005,0.029
'[02:14:16.068 20/01/1989]',0.080,62.163,0.006,0.020
'[02:14:16.072 20/01/1989]',0.100,62.163,0.004,0.022
'[02:14:16.076 20/01/1989]',0.080,61.953,-0.000,0.017
'[02:14:16.080 20/01/1989]',0.080,61.535,-0.005,0.017
'[02:14:16.084 20/01/1989]',0.085,61.535,-0.008,0.013
'[02:14:16.088 20/01/1989]',0.080,61.535,-0.017,0.014
'[02:14:16.092 20/01/1989]',0.080,61.116,-0.022,-0.000
'[02:14:16.096 20/01/1989]',0.080,60.488,-0.029,-0.004
'[02:14:16.100 20/01/1989]',0.105,60.070,-0.030,-0.019
'[02:14:16.104 20/01/1989]',0.105,60.488,-0.034,-0.035
'[02:14:16.108 20/01/1989]',0.100,60.488,-0.037,-0.046
'[02:14:16.112 20/01/1989]',0.110,59.860,-0.036,-0.057
'[02:14:16.116 20/01/1989]',0.100,59.651,-0.035,-0.064
'[02:14:16.120 20/01/1989]',0.120,59.442,-0.033,-0.068
'[02:14:16.124 20/01/1989]',0.120,58.814,-0.030,-0.055
'[02:14:16.128 20/01/1989]',0.130,58.814,-0.026,-0.058
'[02:14:16.132 20/01/1989]',0.130,58.186,-0.026,-0.054
'[02:14:16.136 20/01/1989]',0.140,58.186,-0.021,-0.058
'[02:14:16.140 20/01/1989]',0.135,57.977,-0.017,-0.058
'[02:14:16.144 20/01/1989]',0.145,57.977,-0.013,-0.074
'[02:14:16.148 20/01/1989]',0.125,57.140,-0.015,-0.081
'[02:14:16.152 20/01/1989]',0.130,57.140,-0.014,-0.109
'[02:14:16.156 20/01/1989]',0.120,56.721,-0.013,-0.106
'[02:14:16.160 20/01/1989]',0.125,56.930,-0.012,-0.122
'[02:14:16.164 20/01/1989]',0.095,56.302,-0.012,-0.128
'[02:14:16.168 20/01/1989]',0.105,55.674,-0.011,-0.130
'[02:14:16.172 20/01/1989]',0.095,55.884,-0.010,-0.129
'[02:14:16.176 20/01/1989]',0.100,55.674,-0.012,-0.129
'[02:14:16.180 20/01/1989]',0.095,55.046,-0.014,-0.117
'[02:14:16.184 20/01/1989]',0.085,54.628,-0.017,-0.128
'[02:14:16.188 20/01/1989]',0.085,54.419,-0.020,-0.125
'[02:14:16.192 20/01/1989]',0.070,54.000,-0.023,-0.143
'[02:14:16.196 20/01/1989]',0.075,53.791,-0.023,-0.146
'[02:14:16.200 20/01/1989]',0.075,53.581,-0.023,-0.162
'[02:14:16.204 20/01/1989]',0.075,53.581,-0.027,-0.175
'[02:14:16.208 20/01/1989]',0.070,52.744,-0.030,-0.180
'[02:14:16.212 20/01/1989]',0.080,52.116,-0.028,-0.186
'[02:14:16.216 20/01/1989]',0.070,52.953,-0.029,-0.191
'[02:14:16.220 20/01/1989]',0.080,52.744,-0.027,-0.197
'[02:14:16.224 20/01/1989]',0.080,52.116,-0.024,-0.193
'[02:14:16.228 20/01/1989]',0.080,51.698,-0.022,-0.197
'[02:14:16.232 20/01/1989]',0.085,51.488,-0.023,-0.186
'[02:14:16.236 20/01/1989]',0.080,51.698,-0.022,-0.191
'[02:14:16.240 20/01/1989]',0.090,51.070,-0.020,-0.191
'[02:14:16.244 20/01/1989]',0.090,50.651,-0.022,-0.214
'[02:14:16.248 20/01/1989]',0.075,50.442,-0.023,-0.216
'[02:14:16.252 20/01/1989]',0.085,50.442,-0.024,-0.238
'[02:14:16.256 20/01/1989]',0.080,50.442,-0.023,-0.242
'[02:14:16.260 20/01/1989]',0.100,50.442,-0.022,-0.248
'[02:14:16.264 20/01/1989]',0.135,50.442,-0.023,-0.255
'[02:14:16.268 20/01/1989]',0.160,49.814,-0.023,-0.271
'[02:14:16.272 20/01/1989]',0.230,49.814,-0.019,-0.258
'[02:14:16.276 20/01/1989]',0.355,50.023,-0.011,-0.255
'[02:14:16.280 20/01/1989]',0.555,49.605,-0.003,-0.254
'[02:14:16.284 20/01/1989]',0.765,48.767,0.007,-0.252
'[02:14:16.288 20/01/1989]',0.920,49.395,0.011,-0.248
'[02:14:16.292 20/01/1989]',0.955,49.186,0.005,-0.259
'[02:14:16.296 20/01/1989]',0.720,48.349,-0.004,-0.275
'[02:14:16.300 20/01/1989]',0.365,48.767,-0.015,-0.278
'[02:14:16.304 20/01/1989]',-0.015,48.767,-0.030,-0.290
'[02:14:16.308 20/01/1989]',-0.240,48.349,-0.039,-0.294
'[02:14:16.312 20/01/1989]',-0.330,48.140,-0.038,-0.303
'[02:14:16.316 20/01/1989]',-0.260,47.930,-0.037,-0.304
'[02:14:16.320 20/01/1989]',-0.160,47.930,-0.034,-0.309
'[02:14:16.324 20/01/1989]',-0.070,47.930,-0.032,-0.304
'[02:14:16.328 20/01/1989]',-0.035,47.930,-0.030,-0.303
'[02:14:16.332 20/01/1989]',0.015,47.721,-0.030,-0.300
'[02:14:16.336 20/01/1989]',0.050,47.512,-0.029,-0.303
'[02:14:16.340 20/01/1989]',0.065,47.093,-0.024,-0.313
'[02:14:16.344 20/01/1989]',0.080,47.721,-0.024,-0.332
'[02:14:16.348 20/01/1989]',0.070,47.512,-0.022,-0.329
'[02:14:16.352 20/01/1989]',0.060,47.093,-0.020,-0.343
'[02:14:16.356 20/01/1989]',0.070,47.093,-0.016,-0.348
'[02:14:16.360 20/01/1989]',0.070,46.884,-0.015,-0.352
'[02:14:16.364 20/01/1989]',0.075,47.093,-0.015,-0.359
'[02:14:16.368 20/01/1989]',0.080,46.884,-0.014,-0.355
'[02:14:16.372 20/01/1989]',0.085,47.093,-0.012,-0.357
'[02:14:16.376 20/01/1989]',0.080,47.093,-0.012,-0.354
'[02:14:16.380 20/01/1989]',0.090,46.465,-0.009,-0.359
'[02:14:16.384 20/01/1989]',0.085,46.884,-0.011,-0.365
'[02:14:16.388 20/01/1989]',0.095,46.674,-0.012,-0.357
'[02:14:16.392 20/01/1989]',0.100,46.465,-0.017,-0.383
'[02:14:16.396 20/01/1989]',0.080,46.465,-0.019,-0.387
'[02:14:16.400 20/01/1989]',0.090,46.256,-0.018,-0.394
'[02:14:16.404 20/01/1989]',0.100,46.256,-0.021,-0.406
'[02:14:16.408 20/01/1989]',0.090,46.046,-0.024,-0.412
'[02:14:16.412 20/01/1989]',0.100,45.419,-0.023,-0.413
'[02:14:16.416 20/01/1989]',0.105,45.837,-0.024,-0.414
'[02:14:16.420 20/01/1989]',0.105,46.256,-0.026,-0.417
'[02:14:16.424 20/01/1989]',0.110,45.628,-0.026,-0.410
'[02:14:16.428 20/01/1989]',0.120,45.628,-0.027,-0.400
'[02:14:16.432 20/01/1989]',0.115,45.628,-0.030,-0.397
'[02:14:16.436 20/01/1989]',0.110,45.837,-0.031,-0.403
'[02:14:16.440 20/01/1989]',0.130,45.419,-0.028,-0.401
'[02:14:16.444 20/01/1989]',0.125,45.419,-0.027,-0.414
'[02:14:16.448 20/01/1989]',0.135,45.209,-0.026,-0.428
'[02:14:16.452 20/01/1989]',0.125,45.000,-0.024,-0.438
'[02:14:16.456 20/01/1989]',0.140,45.000,-0.019,-0.432
'[02:14:16.460 20/01/1989]',0.130,45.419,-0.018,-0.448
'[02:14:16.464 20/01/1989]',0.140,45.419,-0.017,-0.433
'[02:14:16.468 20/01/1989]',0.135,45.628,-0.016,-0.448
'[02:14:16.472 20/01/1989]',0.160,46.046,-0.016,-0.425
'[02:14:16.476 20/01/1989]',0.155,46.674,-0.015,-0.445
'[02:14:16.480 20/01/1989]',0.160,47.721,-0.015,-0.417
'[02:14:16.484 20/01/1989]',0.160,48.977,-0.015,-0.439
'[02:14:16.488 20/01/1989]',0.165,51.070,-0.015,-0.429
'[02:14:16.492 20/01/1989]',0.180,52.953,-0.018,-0.459
'[02:14:16.496 20/01/1989]',0.190,54.837,-0.016,-0.446
'[02:14:16.500 20/01/1989]',0.175,57.140,-0.012,-0.464
'[02:14:16.504 20/01/1989]',0.180,60.279,-0.013,-0.474
'[02:14:16.508 20/01/1989]',0.200,62.581,-0.016,-0.480
'[02:14:16.512 20/01/1989]',0.190,65.302,-0.015,-0.475
'[02:14:16.516 20/01/1989]',0.205,67.605,-0.016,-0.474
'[02:14:16.520 20/01/1989]',0.220,71.372,-0.019,-0.470
'[02:14:16.524 20/01/1989]',0.215,73.884,-0.020,-0.459
'[02:14:16.528 20/01/1989]',0.225,76.605,-0.020,-0.458
'[02:14:16.532 20/01/1989]',0.220,79.744,-0.023,-0.458
'[02:14:16.536 20/01/1989]',0.220,82.465,-0.021,-0.461
'[02:14:16.540 20/01/1989]',0.230,84.977,-0.018,-0.471
'[02:14:16.544 20/01/1989]',0.235,87.279,-0.019,-0.496
'[02:14:16.548 20/01/1989]',0.250,89.791,-0.020,-0.504
'[02:14:16.552 20/01/1989]',0.240,92.093,-0.021,-0.516
'[02:14:16.556 20/01/1989]',0.225,93.977,-0.019,-0.516
'[02:14:16.560 20/01/1989]',0.240,95.233,-0.019,-0.528
'[02:14:16.564 20/01/1989]',0.230,97.744,-0.018,-0.516
'[02:14:16.568 20/01/1989]',0.220,98.791,-0.017,-0.530
'[02:14:16.572 20/01/1989]',0.205,100.674,-0.017,-0.513
'[02:14:16.576 20/01/1989]',0.220,101.512,-0.010,-0.536
'[02:14:16.580 20/01/1989]',0.200,102.349,-0.008,-0.507
'[02:14:16.584 20/01/1989]',0.195,103.814,-0.004,-0.536
'[02:14:16.588 20/01/1989]',0.190,104.860,-0.001,-0.533
'[02:14:16.592 20/01/1989]',0.160,104.233,-0.001,-0.542
'[02:14:16.596 20/01/1989]',0.160,104.651,0.001,-0.551
'[02:14:16.600 20/01/1989]',0.135,104.860,0.003,-0.562
'[02:14:16.604 20/01/1989]',0.135,105.070,-0.001,-0.561
'[02:14:16.608 20/01/1989]',0.100,104.442,-0.005,-0.572
'[02:14:16.612 20/01/1989]',0.085,103.395,-0.004,-0.559
'[02:14:16.616 20/01/1989]',0.065,102.767,-0.005,-0.558
'[02:14:16.620 20/01/1989]',0.060,102.349,-0.008,-0.568
'[02:14:16.624 20/01/1989]',0.035,100.884,-0.009,-0.549
'[02:14:16.628 20/01/1989]',0.020,99.837,-0.009,-0.548
'[02:14:16.632 20/01/1989]',0.020,98.372,-0.013,-0.551
'[02:14:16.636 20/01/1989]',0.025,97.326,-0.015,-0.568
'[02:14:16.640 20/01/1989]',0.010,96.070,-0.013,-0.565
'[02:14:16.644 20/01/1989]',-0.005,94.605,-0.017,-0.575
'[02:14:16.648 20/01/1989]',-0.000,93.349,-0.019,-0.587
'[02:14:16.652 20/01/1989]',-0.000,92.093,-0.020,-0.586
'[02:14:16.656 20/01/1989]',-0.000,90.628,-0.018,-0.593
'[02:14:16.660 20/01/1989]',-0.015,88.953,-0.018,-0.583
'[02:14:16.664 20/01/1989]',-0.010,88.116,-0.018,-0.597
'[02:14:16.668 20/01/1989]',-0.000,86.442,-0.017,-0.584
'[02:14:16.672 20/01/1989]',-0.000,86.233,-0.017,-0.574
'[02:14:16.676 20/01/1989]',-0.000,84.767,-0.015,-0.590
'[02:14:16.680 20/01/1989]',-0.015,83.930,-0.014,-0.570
'[02:14:16.684 20/01/1989]',-0.000,82.465,-0.013,-0.594
'[02:14:16.688 20/01/1989]',-0.000,81.837,-0.012,-0.578
'[02:14:16.692 20/01/1989]',-0.000,80.791,-0.014,-0.610
'[02:14:16.696 20/01/1989]',0.005,79.744,-0.012,-0.599
'[02:14:16.700 20/01/1989]',0.020,78.907,-0.010,-0.614
'[02:14:16.704 20/01/1989]',0.015,78.488,-0.012,-0.616
'[02:14:16.708 20/01/1989]',-0.000,78.070,-0.013,-0.597
'[02:14:16.712 20/01/1989]',0.015,77.442,-0.012,-0.610
'[02:14:16.716 20/01/1989]',0.010,76.395,-0.012,-0.603
'[02:14:16.720 20/01/1989]',0.015,76.186,-0.014,-0.587
'[02:14:16.724 20/01/1989]',0.015,75.139,-0.014,-0.603
'[02:14:16.728 20/01/1989]',0.020,74.721,-0.016,-0.586
'[02:14:16.732 20/01/1989]',0.035,74.302,-0.016,-0.593
'[02:14:16.736 20/01/1989]',0.030,73.046,-0.017,-0.601
'[02:14:16.740 20/01/1989]',0.025,72.837,-0.013,-0.597
'[02:14:16.744 20/01/1989]',0.030,72.000,-0.014,-0.620
'[02:14:16.748 20/01/1989]',0.025,71.163,-0.015,-0.614
'[02:14:16.752 20/01/1989]',0.025,71.163,-0.015,-0.607
'[02:14:16.756 20/01/1989]',0.040,70.116,-0.010,-0.600
'[02:14:16.760 20/01/1989]',0.045,69.698,-0.011,-0.614
'[02:14:16.764 20/01/1989]',0.030,68.860,-0.011,-0.600
'[02:14:16.768 20/01/1989]',0.030,68.442,-0.010,-0.591
'[02:14:16.772 20/01/1989]',0.040,67.605,-0.012,-0.591
'[02:14:16.776 20/01/1989]',0.035,66.558,-0.014,-0.591
'[02:14:16.780 20/01/1989]',0.040,66.977,-0.015,-0.590
'[02:14:16.784 20/01/1989]',0.035,65.930,-0.016,-0.609
'[02:14:16.788 20/01/1989]',0.040,65.302,-0.018,-0.591
'[02:14:16.792 20/01/1989]',0.050,64.465,-0.019,-0.609
'[02:14:16.796 20/01/1989]',0.045,64.256,-0.016,-0.620
'[02:14:16.800 20/01/1989]',0.035,63.837,-0.015,-0.626
'[02:14:16.804 20/01/1989]',0.030,63.209,-0.017,-0.609
'[02:14:16.808 20/01/1989]',0.040,63.000,-0.020,-0.597
'[02:14:16.812 20/01/1989]',0.040,62.163,-0.018,-0.600
'[02:14:16.816 20/01/1989]',0.040,61.953,-0.019,-0.603
'[02:14:16.820 20/01/1989]',0.040,62.163,-0.021,-0.580
'[02:14:16.824 20/01/1989]',0.055,61.535,-0.021,-0.591
'[02:14:16.828 20/01/1989]',0.045,61.116,-0.020,-0.586
'[02:14:16.832 20/01/1989]',0.050,61.326,-0.020,-0.581
'[02:14:16.836 20/01/1989]',0.050,61.326,-0.022,-0.603
'[02:14:16.840 20/01/1989]',0.040,60.907,-0.017,-0.586
'[02:14:16.844 20/01/1989]',0.070,60.488,-0.019,-0.609
'[02:14:16.848 20/01/1989]',0.060,60.279,-0.021,-0.614
'[02:14:16.852 20/01/1989]',0.045,60.488,-0.020,-0.623
'[02:14:16.856 20/01/1989]',0.050,60.488,-0.018,-0.609
'[02:14:16.860 20/01/1989]',0.060,60.907,-0.019,-0.606
'[02:14:16.864 20/01/1989]',0.060,61.116,-0.020,-0.597
'[02:14:16.868 20/01/1989]',0.070,60.907,-0.022,-0.609
'[02:14:16.872 20/01/1989]',0.055,61.116,-0.020,-0.601
'[02:14:16.876 20/01/1989]',0.060,61.535,-0.021,-0.601
'[02:14:16.880 20/01/1989]',0.070,61.535,-0.021,-0.591
'[02:14:16.884 20/01/1989]',0.065,61.326,-0.020,-0.620
'[02:14:16.888 20/01/1989]',0.060,62.163,-0.021,-0.626
'[02:14:16.892 20/01/1989]',0.060,62.163,-0.022,-0.632
'[02:14:16.896 20/01/1989]',0.050,62.372,-0.023,-0.636
'[02:14:16.900 20/01/1989]',0.065,62.372,-0.022,-0.632
'[02:14:16.904 20/01/1989]',0.060,63.000,-0.025,-0.632
'[02:14:16.908 20/01/1989]',0.070,62.791,-0.026,-0.628
'[02:14:16.912 20/01/1989]',0.060,62.791,-0.025,-0.619
'[02:14:16.916 20/01/1989]',0.060,63.209,-0.024,-0.603
'[02:14:16.920 20/01/1989]',0.075,63.837,-0.025,-0.591
'[02:14:16.924 20/01/1989]',0.055,63.628,-0.025,-0.600
'[02:14:16.928 20/01/1989]',0.080,63.837,-0.024,-0.614
'[02:14:16.932 20/01/1989]',0.065,63.837,-0.026,-0.610
'[02:14:16.936 20/01/1989]',0.060,64.046,-0.026,-0.614
'[02:14:16.940 20/01/1989]',0.075,64.046,-0.024,-0.609
'[02:14:16.944 20/01/1989]',0.080,64.046,-0.025,-0.613
'[02:14:16.948 20/01/1989]',0.070,64.256,-0.025,-0.607
'[02:14:16.952 20/01/1989]',0.065,64.046,-0.027,-0.610
'[02:14:16.956 20/01/1989]',0.085,64.256,-0.024,-0.601
'[02:14:16.960 20/01/1989]',0.075,64.046,-0.024,-0.609
'[02:14:16.964 20/01/1989]',0.075,63.837,-0.025,-0.597
'[02:14:16.968 20/01/1989]',0.065,64.046,-0.024,-0.581
'[02:14:16.972 20/01/1989]',0.085,64.046,-0.024,-0.588
'[02:14:16.976 20/01/1989]',0.075,63.628,-0.023,-0.606
'[02:14:16.980 20/01/1989]',0.070,64.046,-0.024,-0.593
'[02:14:16.984 20/01/1989]',0.075,63.837,-0.022,-0.599
'[02:14:16.988 20/01/1989]',0.090,63.837,-0.020,-0.603
'[02:14:16.992 20/01/1989]',0.080,63.837,-0.021,-0.614
'[02:14:16.996 20/01/1989]',0.080,63.000,-0.019,-0.619
'[02:14:17.000 20/01/1989]',0.080,63.209,-0.017,-0.623
'[02:14:17.004 20/01/1989]',0.085,63.000,-0.019,-0.619
'[02:14:17.008 20/01/1989]',0.080,62.791,-0.022,-0.617
'[02:14:17.012 20/01/1989]',0.080,62.372,-0.020,-0.607
'[02:14:17.016 20/01/1989]',0.085,62.163,-0.020,-0.591
'[02:14:17.020 20/01/1989]',0.090,62.791,-0.022,-0.586
'[02:14:17.024 20/01/1989]',0.100,62.163,-0.022,-0.600
'[02:14:17.028 20/01/1989]',0.070,61.535,-0.023,-0.604
'[02:14:17.032 20/01/1989]',0.075,61.535,-0.026,-0.596
'[02:14:17.036 20/01/1989]',0.095,60.907,-0.025,-0.597
'[02:14:17.040 20/01/1989]',0.090,60.488,-0.023,-0.597
'[02:14:17.044 20/01/1989]',0.085,60.279,-0.023,-0.614
'[02:14:17.048 20/01/1989]',0.100,60.279,-0.025,-0.613
'[02:14:17.052 20/01/1989]',0.090,60.488,-0.025,-0.620
'[02:14:17.056 20/01/1989]',0.100,59.860,-0.022,-0.610
'[02:14:17.060 20/01/1989]',0.090,59.442,-0.022,-0.603
'[02:14:17.064 20/01/1989]',0.095,58.814,-0.021,-0.578
'[02:14:17.068 20/01/1989]',0.110,58.814,-0.020,-0.577
'[02:14:17.072 20/01/1989]',0.115,59.023,-0.019,-0.583
'[02:14:17.076 20/01/1989]',0.110,58.605,-0.021,-0.603
'[02:14:17.080 20/01/1989]',0.100,58.186,-0.022,-0.591
