'Time and date','ECG','BP','EEG (C4-A1)','Resp (sum)'
'[23:07:10.524 19/01/1989]',0.135,65.512,-0.096,-0.500
'[23:07:10.528 19/01/1989]',0.130,65.093,-0.092,-0.481
'[23:07:10.532 19/01/1989]',0.140,65.093,-0.092,-0.487
'[23:07:10.536 19/01/1989]',0.140,64.884,-0.090,-0.499
'[23:07:10.540 19/01/1989]',0.130,64.674,-0.089,-0.504
'[23:07:10.544 19/01/1989]',0.125,64.674,-0.087,-0.487
'[23:07:10.548 19/01/1989]',0.115,64.256,-0.088,-0.501
'[23:07:10.552 19/01/1989]',0.120,64.465,-0.089,-0.503
'[23:07:10.556 19/01/1989]',0.115,64.046,-0.083,-0.497
'[23:07:10.560 19/01/1989]',0.100,63.837,-0.084,-0.526
'[23:07:10.564 19/01/1989]',0.105,63.209,-0.088,-0.510
'[23:07:10.568 19/01/1989]',0.080,63.000,-0.087,-0.513
'[23:07:10.572 19/01/1989]',0.095,63.000,-0.088,-0.526
'[23:07:10.576 19/01/1989]',0.085,62.581,-0.090,-0.509
'[23:07:10.580 19/01/1989]',0.070,61.953,-0.094,-0.523
'[23:07:10.584 19/01/1989]',0.090,61.953,-0.100,-0.496
'[23:07:10.588 19/01/1989]',0.060,61.535,-0.100,-0.522
'[23:07:10.592 19/01/1989]',0.075,61.116,-0.101,-0.499
'[23:07:10.596 19/01/1989]',0.065,60.907,-0.101,-0.513
'[23:07:10.600 19/01/1989]',0.065,60.279,-0.100,-0.522
'[23:07:10.604 19/01/1989]',0.080,60.070,-0.101,-0.514
'[23:07:10.608 19/01/1989]',0.080,59.860,-0.104,-0.520
'[23:07:10.612 19/01/1989]',0.065,59.651,-0.101,-0.549
'[23:07:10.616 19/01/1989]',0.070,58.814,-0.099,-0.559
'[23:07:10.620 19/01/1989]',0.085,58.814,-0.100,-0.559
'[23:07:10.624 19/01/1989]',0.080,58.814,-0.101,-0.533
'[23:07:10.628 19/01/1989]',0.095,57.977,-0.098,-0.513
'[23:07:10.632 19/01/1989]',0.080,57.977,-0.098,-0.525
'[23:07:10.636 19/01/1989]',0.090,57.140,-0.096,-0.539
'[23:07:10.640 19/01/1989]',0.075,57.140,-0.093,-0.533
'[23:07:10.644 19/01/1989]',0.085,56.512,-0.092,-0.517
'[23:07:10.648 19/01/1989]',0.070,56.302,-0.093,-0.539
'[23:07:10.652 19/01/1989]',0.100,56.512,-0.091,-0.559
'[23:07:10.656 19/01/1989]',0.120,56.302,-0.086,-0.548
'[23:07:10.660 19/01/1989]',0.185,55.674,-0.083,-0.543
'[23:07:10.664 19/01/1989]',0.250,55.465,-0.078,-0.581
'[23:07:10.668 19/01/1989]',0.400,55.674,-0.070,-0.554
'[23:07:10.672 19/01/1989]',0.560,55.465,-0.059,-0.558
'[23:07:10.676 19/01/1989]',0.755,54.628,-0.051,-0.551
'[23:07:10.680 19/01/1989]',0.865,54.628,-0.050,-0.554
'[23:07:10.684 19/01/1989]',0.870,54.209,-0.058,-0.525
'[23:07:10.688 19/01/1989]',0.615,54.419,-0.069,-0.555
'[23:07:10.692 19/01/1989]',0.245,53.581,-0.081,-0.530
'[23:07:10.696 19/01/1989]',-0.120,53.581,-0.091,-0.539
'[23:07:10.700 19/01/1989]',-0.310,52.953,-0.095,-0.548
'[23:07:10.704 19/01/1989]',-0.380,52.953,-0.096,-0.561
'[23:07:10.708 19/01/1989]',-0.285,53.372,-0.095,-0.562
'[23:07:10.712 19/01/1989]',-0.190,52.744,-0.090,-0.557
'[23:07:10.716 19/01/1989]',-0.100,52.953,-0.087,-0.568
'[23:07:10.720 19/01/1989]',-0.040,52.535,-0.090,-0.561
'[23:07:10.724 19/01/1989]',-0.000,52.116,-0.089,-0.567
'[23:07:10.728 19/01/1989]',0.020,51.907,-0.086,-0.555
'[23:07:10.732 19/01/1989]',0.040,52.116,-0.084,-0.568
'[23:07:10.736 19/01/1989]',0.060,52.326,-0.084,-0.552
'[23:07:10.740 19/01/1989]',0.055,51.907,-0.080,-0.572
'[23:07:10.744 19/01/1989]',0.065,51.698,-0.078,-0.568
'[23:07:10.748 19/01/1989]',0.065,51.279,-0.078,-0.574
'[23:07:10.752 19/01/1989]',0.060,51.070,-0.076,-0.568
'[23:07:10.756 19/01/1989]',0.065,50.860,-0.072,-0.574
'[23:07:10.760 19/01/1989]',0.085,50.442,-0.069,-0.574
'[23:07:10.764 19/01/1989]',0.090,50.442,-0.067,-0.603
'[23:07:10.768 19/01/1989]',0.080,50.651,-0.065,-0.586
'[23:07:10.772 19/01/1989]',0.080,50.442,-0.062,-0.586
'[23:07:10.776 19/01/1989]',0.100,50.442,-0.060,-0.557
'[23:07:10.780 19/01/1989]',0.095,50.023,-0.057,-0.577
'[23:07:10.784 19/01/1989]',0.100,50.442,-0.054,-0.577
'[23:07:10.788 19/01/1989]',0.100,49.814,-0.051,-0.586
'[23:07:10.792 19/01/1989]',0.100,50.023,-0.049,-0.583
'[23:07:10.796 19/01/1989]',0.080,49.605,-0.045,-0.590
'[23:07:10.800 19/01/1989]',0.100,49.605,-0.038,-0.581
'[23:07:10.804 19/01/1989]',0.100,49.186,-0.034,-0.586
'[23:07:10.808 19/01/1989]',0.100,49.395,-0.033,-0.603
'[23:07:10.812 19/01/1989]',0.115,48.767,-0.026,-0.603
'[23:07:10.816 19/01/1989]',0.100,48.767,-0.018,-0.586
'[23:07:10.820 19/01/1989]',0.135,49.186,-0.015,-0.597
'[23:07:10.824 19/01/1989]',0.120,48.977,-0.010,-0.599
'[23:07:10.828 19/01/1989]',0.120,48.349,-0.001,-0.591
'[23:07:10.832 19/01/1989]',0.125,48.767,0.003,-0.587
'[23:07:10.836 19/01/1989]',0.125,48.349,0.008,-0.580
'[23:07:10.840 19/01/1989]',0.135,47.930,0.013,-0.584
'[23:07:10.844 19/01/1989]',0.130,47.721,0.019,-0.583
'[23:07:10.848 19/01/1989]',0.130,48.349,0.022,-0.591
'[23:07:10.852 19/01/1989]',0.145,47.930,0.030,-0.584
'[23:07:10.856 19/01/1989]',0.150,47.930,0.035,-0.591
'[23:07:10.860 19/01/1989]',0.155,48.140,0.041,-0.606
'[23:07:10.864 19/01/1989]',0.165,48.767,0.043,-0.613
'[23:07:10.868 19/01/1989]',0.160,49.395,0.045,-0.591
'[23:07:10.872 19/01/1989]',0.170,50.442,0.049,-0.591
'[23:07:10.876 19/01/1989]',0.175,51.698,0.051,-0.586
'[23:07:10.880 19/01/1989]',0.190,52.953,0.051,-0.593
'[23:07:10.884 19/01/1989]',0.200,54.837,0.052,-0.596
'[23:07:10.888 19/01/1989]',0.190,57.140,0.052,-0.609
'[23:07:10.892 19/01/1989]',0.190,59.651,0.052,-0.614
'[23:07:10.896 19/01/1989]',0.200,62.163,0.053,-0.626
'[23:07:10.900 19/01/1989]',0.210,64.884,0.053,-0.622
'[23:07:10.904 19/01/1989]',0.220,68.233,0.054,-0.625
'[23:07:10.908 19/01/1989]',0.220,71.372,0.052,-0.616
'[23:07:10.912 19/01/1989]',0.235,74.721,0.056,-0.628
'[23:07:10.916 19/01/1989]',0.240,78.279,0.057,-0.630
'[23:07:10.920 19/01/1989]',0.225,82.256,0.056,-0.626
'[23:07:10.924 19/01/1989]',0.220,86.442,0.054,-0.610
'[23:07:10.928 19/01/1989]',0.225,89.791,0.056,-0.604
'[23:07:10.932 19/01/1989]',0.230,93.977,0.054,-0.610
'[23:07:10.936 19/01/1989]',0.225,97.535,0.054,-0.597
'[23:07:10.940 19/01/1989]',0.220,101.093,0.054,-0.622
'[23:07:10.944 19/01/1989]',0.200,105.070,0.050,-0.610
'[23:07:10.948 19/01/1989]',0.195,108.419,0.044,-0.612
'[23:07:10.952 19/01/1989]',0.210,111.139,0.042,-0.604
'[23:07:10.956 19/01/1989]',0.210,114.070,0.038,-0.612
'[23:07:10.960 19/01/1989]',0.205,115.953,0.034,-0.629
'[23:07:10.964 19/01/1989]',0.175,118.046,0.028,-0.626
'[23:07:10.968 19/01/1989]',0.160,118.465,0.022,-0.593
'[23:07:10.972 19/01/1989]',0.160,119.512,0.019,-0.623
'[23:07:10.976 19/01/1989]',0.115,119.930,0.013,-0.597
'[23:07:10.980 19/01/1989]',0.105,119.512,0.009,-0.581
'[23:07:10.984 19/01/1989]',0.100,118.465,0.004,-0.586
'[23:07:10.988 19/01/1989]',0.070,118.046,0.001,-0.614
'[23:07:10.992 19/01/1989]',0.065,116.581,-0.003,-0.590
'[23:07:10.996 19/01/1989]',0.060,115.116,-0.007,-0.597
'[23:07:11.000 19/01/1989]',0.015,113.442,-0.009,-0.600
'[23:07:11.004 19/01/1989]',0.060,111.558,-0.013,-0.623
'[23:07:11.008 19/01/1989]',0.015,110.302,-0.016,-0.588
'[23:07:11.012 19/01/1989]',0.020,108.209,-0.015,-0.617
'[23:07:11.016 19/01/1989]',0.025,106.326,-0.014,-0.601
'[23:07:11.020 19/01/1989]',0.015,105.070,-0.017,-0.597
'[23:07:11.024 19/01/1989]',-0.000,103.186,-0.018,-0.575
'[23:07:11.028 19/01/1989]',-0.000,101.093,-0.018,-0.587
'[23:07:11.032 19/01/1989]',-0.000,99.628,-0.018,-0.567
'[23:07:11.036 19/01/1989]',0.005,98.163,-0.018,-0.575
'[23:07:11.040 19/01/1989]',-0.010,96.488,-0.016,-0.580
'[23:07:11.044 19/01/1989]',-0.000,94.814,-0.017,-0.577
'[23:07:11.048 19/01/1989]',-0.000,93.139,-0.019,-0.591
'[23:07:11.052 19/01/1989]',-0.015,92.093,-0.018,-0.581
'[23:07:11.056 19/01/1989]',0.010,90.419,-0.017,-0.607
'[23:07:11.060 19/01/1989]',-0.000,89.163,-0.019,-0.568
'[23:07:11.064 19/01/1989]',0.010,87.907,-0.021,-0.587
'[23:07:11.068 19/01/1989]',-0.000,86.442,-0.023,-0.558
'[23:07:11.072 19/01/1989]',-0.000,85.605,-0.023,-0.552
'[23:07:11.076 19/01/1989]',0.015,84.767,-0.024,-0.552
'[23:07:11.080 19/01/1989]',-0.000,83.721,-0.026,-0.558
'[23:07:11.084 19/01/1989]',0.020,82.674,-0.026,-0.549
'[23:07:11.088 19/01/1989]',-0.000,81.628,-0.027,-0.551
'[23:07:11.092 19/01/1989]',0.005,80.791,-0.030,-0.546
'[23:07:11.096 19/01/1989]',-0.000,79.744,-0.030,-0.555
'[23:07:11.100 19/01/1989]',0.015,78.907,-0.030,-0.551
'[23:07:11.104 19/01/1989]',0.015,78.698,-0.032,-0.548
'[23:07:11.108 19/01/1989]',0.030,77.651,-0.034,-0.529
'[23:07:11.112 19/01/1989]',0.025,76.814,-0.033,-0.535
'[23:07:11.116 19/01/1989]',0.015,76.186,-0.031,-0.519
'[23:07:11.120 19/01/1989]',0.025,75.349,-0.034,-0.523
'[23:07:11.124 19/01/1989]',0.030,74.721,-0.036,-0.525
'[23:07:11.128 19/01/1989]',0.020,74.302,-0.034,-0.517
'[23:07:11.132 19/01/1989]',0.040,73.046,-0.034,-0.496
'[23:07:11.136 19/01/1989]',0.025,73.046,-0.034,-0.512
'[23:07:11.140 19/01/1989]',0.025,71.791,-0.032,-0.522
'[23:07:11.144 19/01/1989]',0.055,71.163,-0.035,-0.501
'[23:07:11.148 19/01/1989]',0.040,70.535,-0.038,-0.514
'[23:07:11.152 19/01/1989]',0.025,69.698,-0.038,-0.525
'[23:07:11.156 19/01/1989]',0.050,68.860,-0.037,-0.523
'[23:07:11.160 19/01/1989]',0.045,68.442,-0.039,-0.506
'[23:07:11.164 19/01/1989]',0.040,67.814,-0.041,-0.504
'[23:07:11.168 19/01/1989]',0.045,66.977,-0.042,-0.493
'[23:07:11.172 19/01/1989]',0.055,66.977,-0.041,-0.488
'[23:07:11.176 19/01/1989]',0.050,65.721,-0.041,-0.465
'[23:07:11.180 19/01/1989]',0.055,65.930,-0.042,-0.484
'[23:07:11.184 19/01/1989]',0.060,64.674,-0.044,-0.475
'[23:07:11.188 19/01/1989]',0.060,64.674,-0.044,-0.468
'[23:07:11.192 19/01/1989]',0.050,64.465,-0.046,-0.465
'[23:07:11.196 19/01/1989]',0.060,63.628,-0.045,-0.484
'[23:07:11.200 19/01/1989]',0.060,63.419,-0.044,-0.465
'[23:07:11.204 19/01/1989]',0.050,63.837,-0.045,-0.464
'[23:07:11.208 19/01/1989]',0.045,63.837,-0.047,-0.470
'[23:07:11.212 19/01/1989]',0.050,63.000,-0.045,-0.468
'[23:07:11.216 19/01/1989]',0.060,62.791,-0.042,-0.449
'[23:07:11.220 19/01/1989]',0.055,63.209,-0.045,-0.441
'[23:07:11.224 19/01/1989]',0.065,63.209,-0.044,-0.441
'[23:07:11.228 19/01/1989]',0.060,62.791,-0.046,-0.410
'[23:07:11.232 19/01/1989]',0.045,63.000,-0.047,-0.412
'[23:07:11.236 19/01/1989]',0.060,63.209,-0.050,-0.409
'[23:07:11.240 19/01/1989]',0.055,63.628,-0.051,-0.425
'[23:07:11.244 19/01/1989]',0.050,63.837,-0.055,-0.401
'[23:07:11.248 19/01/1989]',0.055,64.256,-0.059,-0.416
'[23:07:11.252 19/01/1989]',0.050,64.256,-0.061,-0.414
'[23:07:11.256 19/01/1989]',0.075,64.674,-0.060,-0.416
'[23:07:11.260 19/01/1989]',0.050,64.674,-0.063,-0.387
'[23:07:11.264 19/01/1989]',0.075,65.302,-0.066,-0.400
'[23:07:11.268 19/01/1989]',0.065,65.512,-0.068,-0.371
'[23:07:11.272 19/01/1989]',0.070,65.930,-0.068,-0.377
'[23:07:11.276 19/01/1989]',0.075,66.349,-0.069,-0.365
'[23:07:11.280 19/01/1989]',0.050,66.558,-0.068,-0.364
'[23:07:11.284 19/01/1989]',0.060,67.186,-0.069,-0.346
'[23:07:11.288 19/01/1989]',0.050,67.605,-0.068,-0.349
'[23:07:11.292 19/01/1989]',0.060,67.814,-0.069,-0.336
'[23:07:11.296 19/01/1989]',0.060,68.442,-0.067,-0.341
'[23:07:11.300 19/01/1989]',0.060,68.651,-0.062,-0.333
'[23:07:11.304 19/01/1989]',0.065,68.860,-0.062,-0.342
'[23:07:11.308 19/01/1989]',0.070,69.488,-0.064,-0.323
'[23:07:11.312 19/01/1989]',0.080,69.070,-0.064,-0.317
'[23:07:11.316 19/01/1989]',0.055,69.698,-0.066,-0.313
'[23:07:11.320 19/01/1989]',0.060,70.535,-0.072,-0.299
'[23:07:11.324 19/01/1989]',0.080,70.116,-0.077,-0.290
'[23:07:11.328 19/01/1989]',0.060,70.326,-0.083,-0.287
'[23:07:11.332 19/01/1989]',0.060,70.535,-0.088,-0.278
'[23:07:11.336 19/01/1989]',0.065,70.953,-0.091,-0.284
'[23:07:11.340 19/01/1989]',0.075,70.116,-0.092,-0.280
'[23:07:11.344 19/01/1989]',0.065,70.535,-0.095,-0.283
'[23:07:11.348 19/01/1989]',0.070,70.535,-0.098,-0.283
'[23:07:11.352 19/01/1989]',0.070,70.953,-0.098,-0.267
'[23:07:11.356 19/01/1989]',0.075,70.535,-0.095,-0.278
'[23:07:11.360 19/01/1989]',0.095,70.535,-0.093,-0.254
'[23:07:11.364 19/01/1989]',0.090,70.535,-0.092,-0.248
'[23:07:11.368 19/01/1989]',0.100,70.116,-0.089,-0.225
'[23:07:11.372 19/01/1989]',0.080,70.326,-0.087,-0.229
'[23:07:11.376 19/01/1989]',0.105,69.907,-0.087,-0.214
'[23:07:11.380 19/01/1989]',0.095,69.698,-0.090,-0.219
'[23:07:11.384 19/01/1989]',0.115,69.070,-0.093,-0.216
'[23:07:11.388 19/01/1989]',0.115,69.070,-0.099,-0.209
'[23:07:11.392 19/01/1989]',0.140,68.651,-0.103,-0.214
'[23:07:11.396 19/01/1989]',0.120,68.651,-0.105,-0.219
'[23:07:11.400 19/01/1989]',0.120,68.233,-0.107,-0.209
'[23:07:11.404 19/01/1989]',0.135,68.023,-0.109,-0.212
'[23:07:11.408 19/01/1989]',0.120,68.023,-0.113,-0.197
'[23:07:11.412 19/01/1989]',0.110,67.186,-0.111,-0.187
'[23:07:11.416 19/01/1989]',0.115,66.977,-0.108,-0.171
'[23:07:11.420 19/01/1989]',0.110,67.186,-0.109,-0.168
'[23:07:11.424 19/01/1989]',0.095,66.349,-0.110,-0.157
'[23:07:11.428 19/01/1989]',0.100,65.721,-0.107,-0.142
'[23:07:11.432 19/01/1989]',0.095,65.721,-0.107,-0.151
'[23:07:11.436 19/01/1989]',0.080,65.512,-0.104,-0.149
'[23:07:11.440 19/01/1989]',0.085,65.302,-0.101,-0.157
'[23:07:11.444 19/01/1989]',0.065,64.465,-0.101,-0.152
'[23:07:11.448 19/01/1989]',0.070,64.256,-0.103,-0.149
'[23:07:11.452 19/01/1989]',0.070,63.837,-0.102,-0.142
'[23:07:11.456 19/01/1989]',0.050,63.419,-0.100,-0.148
'[23:07:11.460 19/01/1989]',0.055,63.000,-0.101,-0.123
'[23:07:11.464 19/01/1989]',0.055,62.581,-0.103,-0.122
'[23:07:11.468 19/01/1989]',0.065,62.163,-0.105,-0.103
'[23:07:11.472 19/01/1989]',0.060,61.326,-0.106,-0.099
'[23:07:11.476 19/01/1989]',0.065,61.116,-0.106,-0.084
'[23:07:11.480 19/01/1989]',0.080,61.326,-0.108,-0.091
'[23:07:11.484 19/01/1989]',0.080,60.488,-0.108,-0.087
'[23:07:11.488 19/01/1989]',0.075,60.279,-0.107,-0.090
'[23:07:11.492 19/01/1989]',0.070,59.651,-0.109,-0.088
'[23:07:11.496 19/01/1989]',0.075,59.023,-0.105,-0.093
'[23:07:11.500 19/01/1989]',0.080,58.814,-0.102,-0.081
'[23:07:11.504 19/01/1989]',0.080,58.605,-0.100,-0.083
'[23:07:11.508 19/01/1989]',0.070,58.186,-0.099,-0.064
'[23:07:11.512 19/01/1989]',0.080,58.395,-0.094,-0.054
'[23:07:11.516 19/01/1989]',0.080,57.558,-0.088,-0.041
'[23:07:11.520 19/01/1989]',0.100,57.558,-0.085,-0.036
'[23:07:11.524 19/01/1989]',0.140,56.721,-0.080,-0.032
'[23:07:11.528 19/01/1989]',0.165,56.930,-0.075,-0.026
'[23:07:11.532 19/01/1989]',0.260,56.721,-0.071,-0.029
'[23:07:11.536 19/01/1989]',0.380,56.512,-0.061,-0.025
'[23:07:11.540 19/01/1989]',0.580,56.302,-0.048,-0.035
'[23:07:11.544 19/01/1989]',0.785,56.302,-0.040,-0.029
'[23:07:11.548 19/01/1989]',0.920,55.884,-0.038,-0.033
'[23:07:11.552 19/01/1989]',0.920,56.093,-0.044,-0.026
'[23:07:11.556 19/01/1989]',0.635,55.465,-0.053,-0.014
'[23:07:11.560 19/01/1989]',0.265,55.256,-0.066,0.006
'[23:07:11.564 19/01/1989]',-0.135,55.046,-0.077,0.006
'[23:07:11.568 19/01/1989]',-0.330,54.837,-0.078,0.023
'[23:07:11.572 19/01/1989]',-0.400,54.628,-0.073,0.023
'[23:07:11.576 19/01/1989]',-0.320,54.209,-0.071,0.035
'[23:07:11.580 19/01/1989]',-0.195,54.000,-0.067,0.032
'[23:07:11.584 19/01/1989]',-0.110,54.000,-0.064,0.041
'[23:07:11.588 19/01/1989]',-0.060,54.000,-0.062,0.041
'[23:07:11.592 19/01/1989]',-0.010,53.791,-0.062,0.042
'[23:07:11.596 19/01/1989]',0.005,53.581,-0.060,0.033
'[23:07:11.600 19/01/1989]',0.065,52.953,-0.057,0.045
'[23:07:11.604 19/01/1989]',0.060,53.163,-0.061,0.049
'[23:07:11.608 19/01/1989]',0.075,53.163,-0.065,0.064
'[23:07:11.612 19/01/1989]',0.060,52.744,-0.063,0.070
'[23:07:11.616 19/01/1989]',0.070,52.535,-0.061,0.086
'[23:07:11.620 19/01/1989]',0.080,52.953,-0.066,0.084
'[23:07:11.624 19/01/1989]',0.070,52.535,-0.067,0.077
'[23:07:11.628 19/01/1989]',0.090,51.698,-0.066,0.080
'[23:07:11.632 19/01/1989]',0.080,52.326,-0.066,0.072
'[23:07:11.636 19/01/1989]',0.085,52.326,-0.066,0.084
'[23:07:11.640 19/01/1989]',0.075,52.116,-0.061,0.087
'[23:07:11.644 19/01/1989]',0.090,51.698,-0.059,0.090
'[23:07:11.648 19/01/1989]',0.080,52.116,-0.062,0.093
'[23:07:11.652 19/01/1989]',0.090,51.907,-0.057,0.101
'[23:07:11.656 19/01/1989]',0.090,51.907,-0.053,0.101
'[23:07:11.660 19/01/1989]',0.100,51.279,-0.049,0.128
'[23:07:11.664 19/01/1989]',0.095,51.488,-0.047,0.125
'[23:07:11.668 19/01/1989]',0.100,51.907,-0.044,0.151
'[23:07:11.672 19/01/1989]',0.110,51.279,-0.039,0.135
'[23:07:11.676 19/01/1989]',0.100,51.279,-0.036,0.151
'[23:07:11.680 19/01/1989]',0.090,51.279,-0.036,0.141
'[23:07:11.684 19/01/1989]',0.100,51.279,-0.034,0.148
'[23:07:11.688 19/01/1989]',0.110,51.279,-0.033,0.151
'[23:07:11.692 19/01/1989]',0.105,51.279,-0.035,0.146
'[23:07:11.696 19/01/1989]',0.120,51.070,-0.033,0.141
'[23:07:11.700 19/01/1989]',0.120,50.860,-0.031,0.161
'[23:07:11.704 19/01/1989]',0.110,50.651,-0.033,0.158
'[23:07:11.708 19/01/1989]',0.125,50.860,-0.034,0.175
'[23:07:11.712 19/01/1989]',0.120,50.860,-0.031,0.186
'[23:07:11.716 19/01/1989]',0.135,50.442,-0.028,0.207
'[23:07:11.720 19/01/1989]',0.140,51.279,-0.029,0.209
'[23:07:11.724 19/01/1989]',0.140,51.279,-0.025,0.206
'[23:07:11.728 19/01/1989]',0.150,51.279,-0.021,0.200
'[23:07:11.732 19/01/1989]',0.160,52.744,-0.017,0.212
'[23:07:11.736 19/01/1989]',0.160,53.791,-0.014,0.207
'[23:07:11.740 19/01/1989]',0.160,55.256,-0.008,0.191
'[23:07:11.744 19/01/1989]',0.175,56.930,-0.005,0.191
'[23:07:11.748 19/01/1989]',0.180,59.023,-0.003,0.199
'[23:07:11.752 19/01/1989]',0.180,61.326,0.001,0.203
'[23:07:11.756 19/01/1989]',0.190,63.628,0.007,0.209
'[23:07:11.760 19/01/1989]',0.200,66.767,0.009,0.226
'[23:07:11.764 19/01/1989]',0.215,69.698,0.012,0.229
'[23:07:11.768 19/01/1989]',0.220,73.046,0.017,0.235
'[23:07:11.772 19/01/1989]',0.205,76.605,0.024,0.226
'[23:07:11.776 19/01/1989]',0.205,80.581,0.029,0.239
'[23:07:11.780 19/01/1989]',0.215,84.767,0.031,0.239
'[23:07:11.784 19/01/1989]',0.235,88.326,0.033,0.249
'[23:07:11.788 19/01/1989]',0.240,92.512,0.034,0.251
'[23:07:11.792 19/01/1989]',0.240,96.698,0.035,0.249
'[23:07:11.796 19/01/1989]',0.240,100.674,0.037,0.233
'[23:07:11.800 19/01/1989]',0.235,104.860,0.041,0.238
'[23:07:11.804 19/01/1989]',0.235,109.884,0.038,0.243
'[23:07:11.808 19/01/1989]',0.215,113.233,0.034,0.267
'[23:07:11.812 19/01/1989]',0.215,115.744,0.034,0.267
'[23:07:11.816 19/01/1989]',0.220,119.302,0.033,0.278
'[23:07:11.820 19/01/1989]',0.225,121.605,0.032,0.301
'[23:07:11.824 19/01/1989]',0.220,123.698,0.032,0.284
'[23:07:11.828 19/01/1989]',0.210,124.953,0.034,0.274
'[23:07:11.832 19/01/1989]',0.200,125.581,0.032,0.272
'[23:07:11.836 19/01/1989]',0.180,126.209,0.033,0.286
'[23:07:11.840 19/01/1989]',0.175,125.791,0.035,0.286
'[23:07:11.844 19/01/1989]',0.155,125.163,0.035,0.290
'[23:07:11.848 19/01/1989]',0.130,124.116,0.035,0.278
'[23:07:11.852 19/01/1989]',0.120,123.279,0.037,0.294
'[23:07:11.856 19/01/1989]',0.100,121.814,0.042,0.293
'[23:07:11.860 19/01/1989]',0.080,120.349,0.045,0.322
'[23:07:11.864 19/01/1989]',0.070,118.884,0.048,0.312
'[23:07:11.868 19/01/1989]',0.060,117.000,0.050,0.319
'[23:07:11.872 19/01/1989]',0.045,114.907,0.053,0.330
'[23:07:11.876 19/01/1989]',0.025,113.233,0.056,0.330
'[23:07:11.880 19/01/1989]',0.020,111.767,0.060,0.310
'[23:07:11.884 19/01/1989]',-0.000,109.674,0.062,0.303
'[23:07:11.888 19/01/1989]',0.005,107.581,0.063,0.296
'[23:07:11.892 19/01/1989]',-0.000,106.116,0.063,0.300
'[23:07:11.896 19/01/1989]',-0.000,103.814,0.064,0.297
'[23:07:11.900 19/01/1989]',-0.020,102.139,0.062,0.314
'[23:07:11.904 19/01/1989]',-0.000,99.837,0.059,0.320
'[23:07:11.908 19/01/1989]',-0.000,99.000,0.051,0.328
'[23:07:11.912 19/01/1989]',-0.000,96.488,0.049,0.338
'[23:07:11.916 19/01/1989]',-0.000,95.442,0.045,0.332
'[23:07:11.920 19/01/1989]',-0.000,94.186,0.038,0.333
'[23:07:11.924 19/01/1989]',0.005,92.721,0.034,0.319
'[23:07:11.928 19/01/1989]',-0.000,91.256,0.030,0.336
'[23:07:11.932 19/01/1989]',-0.010,90.628,0.025,0.314
'[23:07:11.936 19/01/1989]',-0.000,88.953,0.024,0.323
'[23:07:11.940 19/01/1989]',-0.000,87.907,0.027,0.312
'[23:07:11.944 19/01/1989]',-0.000,87.070,0.027,0.325
'[23:07:11.948 19/01/1989]',-0.000,86.233,0.025,0.329
'[23:07:11.952 19/01/1989]',0.015,85.605,0.026,0.332
'[23:07:11.956 19/01/1989]',-0.000,84.349,0.029,0.325
'[23:07:11.960 19/01/1989]',0.015,83.302,0.030,0.354
'[23:07:11.964 19/01/1989]',0.020,81.837,0.032,0.346
'[23:07:11.968 19/01/1989]',0.030,81.419,0.035,0.371
'[23:07:11.972 19/01/1989]',0.015,80.581,0.041,0.351
'[23:07:11.976 19/01/1989]',0.020,80.581,0.042,0.361
'[23:07:11.980 19/01/1989]',0.020,79.535,0.046,0.365
'[23:07:11.984 19/01/1989]',0.025,78.907,0.046,0.348
'[23:07:11.988 19/01/1989]',0.035,78.279,0.045,0.374
'[23:07:11.992 19/01/1989]',0.030,78.070,0.044,0.357
'[23:07:11.996 19/01/1989]',0.010,76.814,0.043,0.362
'[23:07:12.000 19/01/1989]',0.030,75.977,0.044,0.364
'[23:07:12.004 19/01/1989]',0.030,75.349,0.038,0.377
'[23:07:12.008 19/01/1989]',0.025,74.721,0.033,0.372
'[23:07:12.012 19/01/1989]',0.040,73.884,0.031,0.391
'[23:07:12.016 19/01/1989]',0.020,73.465,0.030,0.388
'[23:07:12.020 19/01/1989]',0.040,72.837,0.025,0.391
'[23:07:12.024 19/01/1989]',0.035,71.791,0.023,0.397
'[23:07:12.028 19/01/1989]',0.020,71.163,0.021,0.378
'[23:07:12.032 19/01/1989]',0.045,69.907,0.018,0.371
'[23:07:12.036 19/01/1989]',0.040,69.698,0.017,0.394
'[23:07:12.040 19/01/1989]',0.040,69.070,0.017,0.374
'[23:07:12.044 19/01/1989]',0.050,68.442,0.015,0.370
'[23:07:12.048 19/01/1989]',0.040,68.023,0.013,0.388
'[23:07:12.052 19/01/1989]',0.040,67.814,0.013,0.393
'[23:07:12.056 19/01/1989]',0.045,67.814,0.015,0.393
'[23:07:12.060 19/01/1989]',0.055,66.767,0.017,0.416
'[23:07:12.064 19/01/1989]',0.060,66.349,0.018,0.414
'[23:07:12.068 19/01/1989]',0.050,66.140,0.021,0.428
'[23:07:12.072 19/01/1989]',0.050,65.930,0.025,0.412
'[23:07:12.076 19/01/1989]',0.045,65.930,0.029,0.404
'[23:07:12.080 19/01/1989]',0.035,65.721,0.031,0.383
'[23:07:12.084 19/01/1989]',0.060,65.721,0.033,0.380
'[23:07:12.088 19/01/1989]',0.050,65.512,0.035,0.393
'[23:07:12.092 19/01/1989]',0.050,65.721,0.035,0.407
'[23:07:12.096 19/01/1989]',0.045,65.512,0.037,0.396
